flora,flɔra
powiedzonko,pɔvjɛd͡zɔŋkɔ
poker,pɔkɛr
siadanie,ɕadaɲɛ
wklepać,fklɛpat͡ɕ
studentek,studɛntɛk
ukarałyście,ukarawɨɕt͡ɕɛ
płucienniczak,pwut͡ɕɛnɲit͡ʂak
obserwowalny,ɔpsɛrvɔvalnɨ
argentyńskiemu,arɡɛntɨɲskjɛmu
tryton,trɨtɔn
wydrę,vɨdrɛ
najpyszniejszy,najpɨʂɲɛjʂɨ
atrium,atrjum
brązowi,brɔw̃zɔvi
wiejąc,vjɛjɔnt͡s
piękniejszy,pjɛŋkɲɛjʂɨ
powiększalnika,pɔvjɛŋkʂalɲika
słomę,swɔmɛ
figli,fiɡli
diabli,djabli
gorzałą,ɡɔʐawɔw̃
przyjechałem,pʂɨjɛxawɛm
tryptofan,trɨptɔfan
głowocis,ɡwɔvɔt͡ɕis
ryja,rɨja
promu,prɔmu
łaskawiec,waskavjɛt͡s
pochylać,pɔxɨlat͡ɕ
dworniczak,dvɔrɲit͡ʂak
przybyły,pʂɨbɨwɨ
antypatyczność,antɨpatɨt͡ʂnɔɕt͡ɕ
zawiesina,zavjɛɕina
sypią,sɨpjɔw̃
uzbekistan,uzbɛkistan
jogging,d͡ʐɔɡiŋk
maghrebski,maɡrɛpski
karku,karku
widzowie,vid͡zɔvjɛ
terkotać,tɛrkɔtat͡ɕ
zamalować,zamalɔvat͡ɕ
cichu,t͡ɕixu
obalacie,ɔbalat͡ɕɛ
tymi,tɨmi
zysku,zɨsku
nazywałbym,nazɨvawbɨm
czyścioszka,t͡ʂɨɕt͡ɕɔʂka
śpiewałybyśmy,ɕpjɛvawɨbɨɕmɨ
terebieniec,tɛrɛbjɛɲɛt͡s
milusim,miluɕim
bukiet,bukjɛt
bobyrec,bɔbɨrɛt͡s
maćko,mat͡ɕkɔ
potrzebujesz,pɔtʂɛbujɛʂ
akcencik,akt͡sɛnt͡ɕik
naróg,naruk
balladzistka,ballad͡ʑistka
odsuń,ɔtsuɲ
zwyciężał,zvɨt͡ɕɛw̃ʐaw
interes,intɛrɛs
banalniej,banalɲɛj
botswańczyk,bɔtsfaɲt͡ʂɨk
gastarbajter,ɡastarbajtɛr
balonikowanie,balɔɲikɔvaɲɛ
bekowi,bɛkɔvi
maczyński,mat͡ʂɨɲski
rychlec,rɨxlɛt͡s
weselszego,vɛsɛlʂɛɡɔ
dwoić,dvɔit͡ɕ
posiwieć,pɔɕivjɛt͡ɕ
dostarczacie,dɔstart͡ʂat͡ɕɛ
czaplego,t͡ʂaplɛɡɔ
sikanie,ɕikaɲɛ
czcigodny,t͡ʂt͡ɕiɡɔdnɨ
kurteczką,kurtɛt͡ʂkɔw̃
mazij,maʑij
namkniecie,namkɲɛt͡ɕɛ
indyczce,indɨt͡ʂt͡sɛ
powiedać,pɔvjɛdat͡ɕ
spojówka,spɔjufka
wargo,varɡɔ
szpaler,ʂpalɛr
nadliczyć,nadlit͡ʂɨt͡ɕ
rogówkę,rɔɡufkɛ
bezpowietrzny,bɛspɔvjɛtʂnɨ
łgarz,wɡaʂ
szczegielniak,ʂt͡ʂɛɡjɛlɲak
przaśny,pʂaɕnɨ
skrzypaczkę,skʂɨpat͡ʂkɛ
tajniejszego,tajɲɛjʂɛɡɔ
bojaryn,bɔjarɨn
muszkatołowy,muʂkatɔwɔvɨ
wykrzyknąć,vɨkʂɨknɔɲt͡ɕ
ratował,ratɔvaw
szlawski,ʂlafski
przystosowywanie,pʂɨstɔsɔvɨvaɲɛ
piersi,pjɛrɕi
rąbią,rɔmbjɔw̃
ścierałybyście,ɕt͡ɕɛrawɨbɨɕt͡ɕɛ
przepowiedzenie,pʂɛpɔvjɛd͡zɛɲɛ
błaźnienie,bwaʑɲɛɲɛ
teleskopom,tɛlɛskɔpɔm
prostować,prɔstɔvat͡ɕ
szukałoby,ʂukawɔbɨ
kinszasa,kinʂasa
ramienica,ramjɛɲit͡sa
sztachać,ʂtaxat͡ɕ
kroćset,krɔt͡ɕsɛt
narzekał,naʐɛkaw
klimczok,klimt͡ʂɔk
matrymonialny,matrɨmɔɲalnɨ
kolano,kɔlanɔ
autobiografizowanie,awtɔbjɔɡrafizɔvaɲɛ
demontowali,dɛmɔntɔvali
umierajcie,umjɛrajt͡ɕɛ
klinowi,klinɔvi
kaszak,kaʂak
zaabonowała,zaabɔnɔvawa
dowcipnie,dɔft͡ɕipɲɛ
zarchiwizowałyby,zarxivizɔvawɨbɨ
spodziewanie,spɔd͡ʑɛvaɲɛ
wierch,vjɛrx
amebowy,amɛbɔvɨ
wermut,vɛrmut
rozwidnić,rɔzvidɲit͡ɕ
szpila,ʂpila
uręczyć,urɛnt͡ʂɨt͡ɕ
pinezce,pinɛst͡sɛ
midura,midura
zapraszaj,zapraʂaj
gorzała,ɡɔʐawa
koloruj,kɔlɔruj
dopierać,dɔpjɛrat͡ɕ
dziewulski,d͡ʑɛvulski
tatą,tatɔw̃
szermować,ʂɛrmɔvat͡ɕ
partnerek,partnɛrɛk
oddale,ɔddalɛ
szczoteczkach,ʂt͡ʂɔtɛt͡ʂkax
bajali,bajali
ubóść,ubuɕt͡ɕ
aklimatyzowanie,aklimatɨzɔvaɲɛ
poetyckiemu,pɔɛtɨt͡skjɛmu
altarysta,altarɨsta
akcik,akt͡ɕik
odśnieżaliśmy,ɔtɕɲɛʐaliɕmɨ
sekwencja,sɛkfɛnt͡sja
malgaskimi,malɡaskimi
wiorek,vjɔrɛk
macheta,maxɛta
noszy,nɔʂɨ
posowiecki,pɔsɔvjɛt͡ski
doczekalski,dɔt͡ʂɛkalski
zdezelować,zdɛzɛlɔvat͡ɕ
honorata,xɔnɔrata
imprezowicz,imprɛzɔvit͡ʂ
rozstrajać,rɔsstrajat͡ɕ
górnołużycki,ɡurnɔwuʐɨt͡ski
sejf,sɛjf
wypowiedzieć,vɨpɔvjɛd͡ʑɛt͡ɕ
wizytówka,vizɨtufka
gibon,ɡibɔn
bankrutowałbym,baŋkrutɔvawbɨm
niedobrze,ɲɛdɔbʐɛ
malczewski,malt͡ʂɛfski
bezobornikowy,bɛzɔbɔrɲikɔvɨ
zautonomizowałoby,zawtɔnɔmizɔvawɔbɨ
rozpowiadanie,rɔspɔvjadaɲɛ
malutkiej,malutkjɛj
wódce,vutt͡sɛ
pietrzeniec,pjɛtʂɛɲɛt͡s
ocaleni,ɔt͡salɛɲi
olbrzymach,ɔlbʐɨmax
wypisywać,vɨpisɨvat͡ɕ
erudycjom,ɛrudɨt͡sjɔm
złamać,zwamat͡ɕ
awifauna,avifawna
kminić,kmiɲit͡ɕ
strugi,struɡi
turkmeńskimi,turkmɛɲskimi
roś,rɔɕ
obdukcja,ɔbdukt͡sja
garus,ɡarus
węgrów,vɛŋɡruf
chybotliwie,xɨbɔtlivjɛ
żałoba,ʐawɔba
nadaremno,nadarɛmnɔ
złoszczenie,zwɔʂt͡ʂɛɲɛ
pierd,pjɛrt
arkan,arkan
decydentka,dɛt͡sɨdɛntka
bacowali,bat͡sɔvali
księdzem,kɕɛnd͡zɛm
aerozolowałem,aɛrɔzɔlɔvawɛm
białostocczanin,bjawɔstɔt͡st͡ʂaɲin
analityczkach,analitɨt͡ʂkax
nawieźć,navjɛɕt͡ɕ
jędryka,jɛndrɨka
dzieciobójczy,d͡ʑɛt͡ɕɔbujt͡ʂɨ
zakątek,zakɔntɛk
obserwowałaś,ɔpsɛrvɔvawaɕ
białota,bjawɔta
umizgiwać,umizɡivat͡ɕ
trema,trɛma
sojusz,sɔjuʂ
uncjom,unt͡sjɔm
szlifować,ʂlifɔvat͡ɕ
uciekaliśmy,ut͡ɕɛkaliɕmɨ
zagadkami,zaɡatkami
przyszowiec,pʂɨʂɔvjɛt͡s
malediwczyk,malɛdift͡ʂɨk
rady,radɨ
drażnić,draʐɲit͡ɕ
wykreować,vɨkrɛɔvat͡ɕ
podnajemcami,pɔdnajɛmt͡sami
geniusz,ɡɛɲjuʂ
snopach,snɔpax
pierścienica,pjɛrɕt͡ɕɛɲit͡sa
postarzali,pɔstaʐali
wicedyrektorka,vit͡sɛdɨrɛktɔrka
tleć,tlɛt͡ɕ
kotlorz,kɔtlɔʂ
mazowieckich,mazɔvjɛt͡skix
ciećwierz,t͡ɕɛt͡ɕfjɛʂ
kontur,kɔntur
edycja,ɛdɨt͡sja
otwock,ɔtfɔt͡sk
rybie,rɨbjɛ
narastający,narastajɔnt͡sɨ
memłać,mɛmwat͡ɕ
sekwestr,sɛkfɛstr
mądrzy,mɔndʐɨ
personalizacja,pɛrsɔnalizat͡sja
szczupaczy,ʂt͡ʂupat͡ʂɨ
banyś,banɨɕ
smaś,smaɕ
obeszły,ɔbɛʂwɨ
pokonaliby,pɔkɔnalibɨ
chodźko,xɔt͡ɕkɔ
kopytami,kɔpɨtami
wyprowadź,vɨprɔvat͡ɕ
wszyściutki,fʂɨɕt͡ɕutki
hedonisty,xɛdɔɲistɨ
analizowałoby,analizɔvawɔbɨ
muszy,muʂɨ
hipodrom,xipɔdrɔm
luzak,luzak
fenoli,fɛnɔli
krakiewicz,krakjɛvit͡ʂ
belkach,bɛlkax
szwajcarskich,ʂfajt͡sarskix
olbryś,ɔlbrɨɕ
psychuszka,psɨxuʂka
pleść,plɛɕt͡ɕ
kajak,kajak
preparować,prɛparɔvat͡ɕ
żyd,ʐɨt
ryjkonos,rɨjkɔnɔs
fatałach,fatawax
ekspedientka,ɛkspɛdjɛntka
porcje,pɔrt͡sjɛ
najczyściej,najt͡ʂɨɕt͡ɕɛj
wędrowałabym,vɛndrɔvawabɨm
identyfikowano,idɛntɨfikɔvanɔ
stopami,stɔpami
wysota,vɨsɔta
skrzypaczko,skʂɨpat͡ʂkɔ
serze,sɛʐɛ
zaabsorbować,zaapsɔrbɔvat͡ɕ
deskę,dɛskɛ
hals,xals
mizdra,mizdra
cynk,t͡sɨŋk
blastema,blastɛma
ekoterroryzm,ɛkɔtɛrrɔrɨzm
ubikację,ubikat͡sjɛ
najniewdzięczniejszy,najɲɛvd͡ʑɛnt͡ʂɲɛjʂɨ
serenada,sɛrɛnada
esencjo,ɛsɛnt͡sjɔ
łopion,wɔpjɔn
pitny,pitnɨ
maskiewicz,maskjɛvit͡ʂ
obrabianie,ɔbrabjaɲɛ
progów,prɔɡuf
skonać,skɔnat͡ɕ
wojtkowski,vɔjtkɔfski
monotonnie,mɔnɔtɔnɲɛ
obosieczny,ɔbɔɕɛt͡ʂnɨ
stopniami,stɔpɲami
przesterowywać,pʂɛstɛrɔvɨvat͡ɕ
wypogodzić,vɨpɔɡɔd͡ʑit͡ɕ
bestialny,bɛstjalnɨ
rozwydrzyć,rɔzvɨdʐɨt͡ɕ
bezgrzesznie,bɛzɡʐɛʂɲɛ
niewesoły,ɲɛvɛsɔwɨ
karelka,karɛlka
eklektyk,ɛklɛktɨk
niegłos,ɲɛɡwɔs
steciak,stɛt͡ɕak
archanioł,arxaɲɔɫ
wybitniejszy,vɨbitɲɛjʂɨ
kurteczce,kurtɛt͡ʂt͡sɛ
rodeo,rɔdɛɔ
nicielnica,ɲit͡ɕɛlɲit͡sa
otną,ɔtnɔw̃
mendzić,mɛnd͡ʑit͡ɕ
kubańskich,kubaɲskix
gramofon,ɡramɔfɔn
dzioborożec,d͡ʑɔbɔrɔʐɛt͡s
boskich,bɔskix
lubi,lubi
symulując,sɨmulujɔnt͡s
zaburzenie,zabuʐɛɲɛ
czochralski,t͡ʂɔxralski
machacie,maxat͡ɕɛ
tetralogia,tɛtralɔɡja
tuwalskiej,tuvalskjɛj
odparli,ɔtparli
autonomizowali,awtɔnɔmizɔvali
semantykach,sɛmantɨkax
karabin,karabin
zespolenie,zɛspɔlɛɲɛ
transsubstancjacja,transsupstant͡sjat͡sja
chciałaś,xt͡ɕawaɕ
mysłowice,mɨswɔvit͡sɛ
odkurzać,ɔtkuʐat͡ɕ
marenda,marɛnda
pierworodny,pjɛrvɔrɔdnɨ
palajskie,palajskjɛ
pokłoń,pɔkwɔɲ
autocenzura,awtɔt͡sɛnzura
obeszli,ɔbɛʂli
czworobok,t͡ʂfɔrɔbɔk
tadżycką,tad͡ʐɨt͡skɔw̃
łyskach,wɨskax
ludzcy,lut͡st͡sɨ
wyłączało,vɨwɔnt͡ʂawɔ
energizerom,ɛnɛrd͡ʐajzɛrɔm
solowo,sɔlɔvɔ
przyjaciółki,pʂɨjat͡ɕuwki
grot,ɡrɔt
łukowaty,wukɔvatɨ
ożenienie,ɔʐɛɲɛɲɛ
siarze,ɕaʐɛ
szerszenowicz,ʂɛrʂɛnɔvit͡ʂ
artemida,artɛmida
pociesznie,pɔt͡ɕɛʂɲɛ
linki,liŋki
płonęli,pwɔnɛli
jaszczurza,jaʂt͡ʂuʐa
blednięcie,blɛdɲɛɲt͡ɕɛ
rosoły,rɔsɔwɨ
kawkami,kafkami
przypilnowałeś,pʂɨpilnɔvawɛɕ
przerosnąć,pʂɛrɔsnɔɲt͡ɕ
winkiel,viŋkjɛl
pensyj,pɛnsɨj
doskonalą,dɔskɔnalɔw̃
pokrowiec,pɔkrɔvjɛt͡s
burzenie,buʐɛɲɛ
zakol,zakɔl
landrynka,landrɨŋka
jednorękiego,jɛdnɔrɛŋkjɛɡɔ
spychaj,spɨxaj
zapożyczanie,zapɔʐɨt͡ʂaɲɛ
kruszony,kruʂɔnɨ
sos,sɔs
perkusistów,pɛrkuɕistuf
bąkowi,bɔŋkɔvi
śmiałaś,ɕmjawaɕ
aluminiować,alumiɲɔvat͡ɕ
stłuc,stwut͡s
seksizm,sɛkɕizm
melodię,mɛlɔdjɛ
strup,strup
morfologię,mɔrfɔlɔɡjɛ
prostopływiec,prɔstɔpwɨvjɛt͡s
połowica,pɔwɔvit͡sa
pamiętaliby,pamjɛntalibɨ
przypochlebny,pʂɨpɔxlɛbnɨ
zespólnia,zɛspulɲa
kierpec,kjɛrpɛt͡s
gęga,ɡɛŋɡa
ropuszym,rɔpuʂɨm
nagłemu,naɡwɛmu
bębnie,bɛmbɲɛ
masturbujesz,masturbujɛʂ
parobek,parɔbɛk
monoteisto,mɔnɔtɛistɔ
tonąłeś,tɔnɔwɛɕ
śląska,ɕlɔw̃ska
wierniejszy,vjɛrɲɛjʂɨ
składnikiewicz,skwadɲikjɛvit͡ʂ
działać,d͡ʑaɫat͡ɕ
kapiszon,kapiʂɔn
ceniły,t͡sɛɲiwɨ
dnu,dnu
oryl,ɔrɨl
nietrwały,ɲɛtrfawɨ
mołdawskiemu,mɔwdafskjɛmu
łamaliby,wamalibɨ
podnóże,pɔdnuʐɛ
części,t͡ʂɛɲɕt͡ɕi
przykładać,pʂɨkɫadat͡ɕ
biblioznawstwo,bibljɔznafstfɔ
przywoływać,pʂɨvɔwɨvat͡ɕ
wojciechowicz,vɔjt͡ɕɛxɔvit͡ʂ
schabik,sxabik
latynoski,latɨnɔski
ropniem,rɔpɲɛm
głosem,ɡwɔsɛm
ofiarować,ɔfjarɔvat͡ɕ
dymie,dɨmjɛ
brązowego,brɔw̃zɔvɛɡɔ
bajano,bajanɔ
bajbot,bajbɔt
telefonowałbym,tɛlɛfɔnɔvawbɨm
wstrzymywać,fstʂɨmɨvat͡ɕ
bielszczanom,bjɛlʂt͡ʂanɔm
węzami,vɛw̃zami
wonnych,vɔnnɨx
kolekcjonujemy,kɔlɛkt͡sjɔnujɛmɨ
uszytą,uʂɨtɔw̃
wapno,vapnɔ
rozchlapać,rɔsxlapat͡ɕ
najnormalniejszego,najnɔrmalɲɛjʂɛɡɔ
pandemia,pandɛmja
aerobiotyczny,aɛrɔbjɔtɨt͡ʂnɨ
bigamii,biɡamji
zaczynałabyś,zat͡ʂɨnawabɨɕ
nimfomanka,ɲimfɔmaŋka
amnestionowany,amnɛstjɔnɔvanɨ
wonnym,vɔnnɨm
górnołużycku,ɡurnɔwuʐɨt͡sku
dezerter,dɛzɛrtɛr
lad,lat
skończymy,skɔɲt͡ʂɨmɨ
odkrywałybyśmy,ɔtkrɨvawɨbɨɕmɨ
kosowscy,kɔsɔfst͡sɨ
woziłoby,vɔʑiwɔbɨ
wieściami,vjɛɕt͡ɕami
kontrahent,kɔntraxɛnt
koszyczek,kɔʂɨt͡ʂɛk
plutonu,plutɔnu
galopowałbym,ɡalɔpɔvawbɨm
fronczewski,frɔnt͡ʂɛfski
nurkujący,nurkujɔnt͡sɨ
czciłabyś,t͡ʂt͡ɕiwabɨɕ
oddychać,ɔddɨxat͡ɕ
przekwitałaś,pʂɛkfitawaɕ
astronomka,astrɔnɔmka
lazanie,lazaɲjɛ
zautoryzował,zawtɔrɨzɔvaw
manilskimi,maɲilskimi
reanimacja,rɛaɲimat͡sja
wieczorynka,vjɛt͡ʂɔrɨŋka
makabra,makabra
głąbiak,ɡwɔmbjak
flamenco,flamɛŋkɔ
ludyczny,ludɨt͡ʂnɨ
testatorka,tɛstatɔrka
brzydką,bʐɨtkɔw̃
fajna,fajna
odsalanie,ɔtsalaɲɛ
konkatedralny,kɔŋkatɛdralnɨ
jogizm,jɔɡizm
dworczyńska,dvɔrt͡ʂɨɲska
świeżego,ɕfjɛʐɛɡɔ
ciążącego,t͡ɕɔw̃ʐɔnt͡sɛɡɔ
wężowidło,vɛw̃ʐɔvidwɔ
płaszczko,pwaʂt͡ʂkɔ
syfek,sɨfɛk
mizeriach,mizɛrjax
nowaczek,nɔvat͡ʂɛk
linię,liɲjɛ
łojszczyk,wɔjʂt͡ʂɨk
behawioralny,bixɛvjɔralnɨ
szambiarka,ʂambjarka
zapachów,zapaxuf
rytami,rɨtami
zdalny,zdalnɨ
poziomką,pɔʑɔmkɔw̃
okołoporodowy,ɔkɔwɔpɔrɔdɔvɨ
mątw,mɔntf
bakterio,baktɛrjɔ
światłoszczelny,ɕfjatwɔʂt͡ʂɛlnɨ
szuta,ʂuta
sekta,sɛkta
owocniejszej,ɔvɔt͡sɲɛjʂɛj
zatrudniałam,zatrudɲawam
dekiel,dɛkjɛl
hojnego,xɔjnɛɡɔ
kułbyś,kuwbɨɕ
aklimatyzacja,aklimatɨzat͡sja
odegrać,ɔdɛɡrat͡ɕ
analitykiem,analitɨkjɛm
stratygrafia,stratɨɡrafja
strehlau,strɛxlaw
zagmatwanie,zaɡmatfaɲɛ
lisikiewicz,liɕikjɛvit͡ʂ
przymierzyć,pʂɨmjɛʐɨt͡ɕ
przybiec,pʂɨbjɛt͡s
funt,funt
pycha,pɨxa
strażacki,straʐat͡ski
najwymówniej,najvɨmuvɲɛj
pinezkom,pinɛskɔm
kandydować,kandɨdɔvat͡ɕ
grzebielec,ɡʐɛbjɛlɛt͡s
szczęsnym,ʂt͡ʂɛw̃snɨm
koncypować,kɔnt͡sɨpɔvat͡ɕ
leżak,lɛʐak
zapominająca,zapɔminajɔnt͡sa
obciążali,ɔpt͡ɕɔw̃ʐali
paralelny,paralɛlnɨ
kogucik,kɔɡut͡ɕik
makarewicz,makarɛvit͡ʂ
arywizm,arɨvizm
dolomity,dɔlɔmitɨ
smuć,smut͡ɕ
wymagaj,vɨmaɡaj
zwerbowanie,zvɛrbɔvaɲɛ
dopochwowy,dɔpɔxfɔvɨ
ekologiczniejszego,ɛkɔlɔɡit͡ʂɲɛjʂɛɡɔ
skrzypek,skʂɨpɛk
napowietrza,napɔvjɛtʂa
wyrafinować,vɨrafinɔvat͡ɕ
przyleźć,pʂɨlɛɕt͡ɕ
sroższy,srɔʂʂɨ
kubies,kubjɛs
barysfera,barɨsfɛra
bachmat,baxmat
placki,plat͡ski
zdjął,zdjɔw
cną,t͡snɔw̃
popielewicz,pɔpjɛlɛvit͡ʂ
zwano,zvanɔ
arabscy,arapst͡sɨ
półoficjalny,puwɔfit͡sjalnɨ
brzuszkiewicz,bʐuʂkjɛvit͡ʂ
przeanalizowaliście,pʂɛanalizɔvaliɕt͡ɕɛ
dbaj,dbaj
zlewać,zlɛvat͡ɕ
ukształtować,ukʂtawtɔvat͡ɕ
tychowski,tɨxɔfski
wywabiacz,vɨvabjat͡ʂ
wyprowadzające,vɨprɔvad͡zajɔnt͡sɛ
programowałyśmy,prɔɡramɔvawɨɕmɨ
twardy,tfardɨ
taśmowy,taɕmɔvɨ
leksykografia,lɛksɨkɔɡrafja
zapatować,zapatɔvat͡ɕ
floriana,flɔrjana
najbezsensowniej,najbɛssɛnsɔvɲɛj
cydr,t͡sɨdr
szeroki,ʂɛrɔki
żartobliwość,ʐartɔblivɔɕt͡ɕ
zajmowałybyśmy,zajmɔvawɨbɨɕmɨ
mamuty,mamutɨ
immoralistyczny,immɔralistɨt͡ʂnɨ
połabskiego,pɔwapskjɛɡɔ
nigeryjskiemu,ɲiɡɛrɨjskjɛmu
zapasowi,zapasɔvi
tarłby,tarwbɨ
absorbent,apsɔrbɛnt
ratowałaby,ratɔvawabɨ
nieczypor,ɲɛt͡ʂɨpɔr
gryguć,ɡrɨɡut͡ɕ
przeciwmówność,pʂɛt͡ɕivmuvnɔɕt͡ɕ
podłażę,pɔdwaʐɛ
kołątaj,kɔwɔntaj
garbowałaby,ɡarbɔvawabɨ
najodmienniejszego,najɔdmjɛnɲɛjʂɛɡɔ
witko,vitkɔ
zaabsorbuj,zaapsɔrbuj
nordyjski,nɔrdɨjski
wołały,vɔwawɨ
zacerować,zat͡sɛrɔvat͡ɕ
limeryk,limɛrɨk
żałujemy,ʐawujɛmɨ
kupowałyście,kupɔvawɨɕt͡ɕɛ
stękali,stɛŋkali
frutarianizm,frutarjaɲizm
abutilon,abutilɔn
fajnym,fajnɨm
śniła,ɕɲiwa
odprawa,ɔtprava
magiczność,maɡit͡ʂnɔɕt͡ɕ
apostrofowanie,apɔstrɔfɔvaɲɛ
latu,latu
spodziewasz,spɔd͡ʑɛvaʂ
naklejka,naklɛjka
twardówki,tfardufki
khmerskiej,kmɛrskjɛj
sugestywnie,suɡɛstɨvɲɛ
piercing,pirsiŋk
roszkowski,rɔʂkɔfski
komunikację,kɔmuɲikat͡sjɛ
drapanie,drapaɲɛ
naszczytnik,naʂt͡ʂɨtɲik
postał,pɔstaw
bawiono,bavjɔnɔ
gaj,ɡaj
nieczuły,ɲɛt͡ʂuwɨ
transkrypcyjny,transkrɨpt͡sɨjnɨ
dociąganie,dɔt͡ɕɔŋɡaɲɛ
niereligijny,ɲɛrɛliɡijnɨ
herezjarcha,xɛrɛzjarxa
malach,malax
anemiczka,anɛmit͡ʂka
ciuch,t͡ɕux
lobbista,lɔbbista
odwiedzałoby,ɔdvjɛd͡zawɔbɨ
lipian,lipjan
za,za
halama,xalama
wyolbrzymiać,vɨɔlbʐɨmjat͡ɕ
litosnej,litɔsnɛj
kocun,kɔt͡sun
lila,lila
uszyć,uʂɨt͡ɕ
sieczony,ɕɛt͡ʂɔnɨ
pożywienie,pɔʐɨvjɛɲɛ
gochna,ɡɔxna
odkapslowany,ɔtkapslɔvanɨ
żałowaliśmy,ʐawɔvaliɕmɨ
kłykieć,kwɨkjɛt͡ɕ
bakier,bakjɛr
teologiczny,tɛɔlɔɡit͡ʂnɨ
onieśmielać,ɔɲɛɕmjɛlat͡ɕ
zrestartować,zrɛstartɔvat͡ɕ
pietroń,pjɛtrɔɲ
cukierkowy,t͡sukjɛrkɔvɨ
aberracyjność,abɛrrat͡sɨjnɔɕt͡ɕ
ambit,ambit
szczenięcy,ʂt͡ʂɛɲɛnt͡sɨ
warcaby,vart͡sabɨ
utylizować,utɨlizɔvat͡ɕ
obyta,ɔbɨta
sukieneczkom,sukjɛnɛt͡ʂkɔm
nudzi,nud͡ʑi
picach,pit͡sax
chytrze,xɨtʂɛ
rezerwowałoby,rɛzɛrvɔvawɔbɨ
italskich,italskix
warkotać,varkɔtat͡ɕ
sawa,sava
zupy,zupɨ
łotewskich,wɔtɛfskix
ufalibyśmy,ufalibɨɕmɨ
jęzorem,jɛw̃zɔrɛm
furgała,furɡawa
rumianemu,rumjanɛmu
rozumować,rɔzumɔvat͡ɕ
skurczyć,skurt͡ʂɨt͡ɕ
bacuje,bat͡sujɛ
owadziej,ɔvad͡ʑɛj
zaopatrzeniowiec,zaɔpatʂɛɲɔvjɛt͡s
chłodna,xwɔdna
akrydyna,akrɨdɨna
bachnęłoby,baxnɛwɔbɨ
wrą,vrɔw̃
aleucką,alɛut͡skɔw̃
skromnego,skrɔmnɛɡɔ
marzęda,maʐɛnda
makom,makɔm
rąsia,rɔɲɕa
chciano,xt͡ɕanɔ
dubbingiem,dabiŋɡjɛm
kotki,kɔtki
siódemkom,ɕudɛmkɔm
ssanie,ssaɲɛ
szczepieniem,ʂt͡ʂɛpjɛɲɛm
twarzyczka,tfaʐɨt͡ʂka
życzę,ʐɨt͡ʂɛ
radzieckim,rad͡ʑɛt͡skim
stempel,stɛmpɛl
bima,bima
krab,krap
grzeczkowicz,ɡʐɛt͡ʂkɔvit͡ʂ
dźwierze,d͡ʑvjɛʐɛ
bałwanić,bawvaɲit͡ɕ
danka,daŋka
bobo,bɔbɔ
laurka,laurka
okas,ɔkas
egzystencja,ɛɡzɨstɛnt͡sja
czupurny,t͡ʂupurnɨ
ogólny,ɔɡulnɨ
kolarzówka,kɔlaʐufka
indyczka,indɨt͡ʂka
chorobom,xɔrɔbɔm
symulowałby,sɨmulɔvawbɨ
orient,ɔrjɛnt
skrytka,skrɨtka
nowozelandzki,nɔvɔzɛlant͡ski
krymskotatarscy,krɨmskɔtatarst͡sɨ
wegańskie,vɛɡaɲskjɛ
wpływało,fpwɨvawɔ
opowiadają,ɔpɔvjadajɔw̃
lepczyca,lɛpt͡ʂɨt͡sa
ę,ɛ
dostaje,dɔstajɛ
kłodzki,kwɔt͡ski
kopami,kɔpami
cielistych,t͡ɕɛlistɨx
wojda,vɔjda
jędrysik,jɛndrɨɕik
ganek,ɡanɛk
pięknonogi,pjɛŋknɔnɔɡi
skonfrontować,skɔnfrɔntɔvat͡ɕ
sielankowy,ɕɛlaŋkɔvɨ
tarni,tarɲi
okrzemka,ɔkʂɛmka
przyznawać,pʂɨznavat͡ɕ
wieczne,vjɛt͡ʂnɛ
forkasztel,fɔrkaʂtɛl
najczcigodniejsza,najt͡ʂt͡ɕiɡɔdɲɛjʂa
malcem,malt͡sɛm
funkcyjny,fuŋkt͡sɨjnɨ
wyszczególnić,vɨʂt͡ʂɛɡulɲit͡ɕ
absorbentami,apsɔrbɛntami
ormiańskich,ɔrmjaɲskix
uhla,uxla
planowanie,planɔvaɲɛ
zaorać,zaɔrat͡ɕ
przeanalizowałaś,pʂɛanalizɔvawaɕ
skraplać,skraplat͡ɕ
zroślak,zrɔɕlak
ozimek,ɔʑimɛk
profesa,prɔfɛsa
znajdowaniem,znajdɔvaɲɛm
adhd,adɛxadɛ
klonik,klɔɲik
pośmiać,pɔɕmjat͡ɕ
opatentowalibyście,ɔpatɛntɔvalibɨɕt͡ɕɛ
wazie,vaʑɛ
rysowi,rɨsɔvi
jawnych,javnɨx
dną,dnɔw̃
uplatać,uplatat͡ɕ
bachusowy,baxusɔvɨ
mirra,mirra
zakażający,zakaʐajɔnt͡sɨ
mozgach,mɔzɡax
agnostyk,aɡnɔstɨk
aparycja,aparɨt͡sja
chale,xalɛ
wtajemniczyć,ftajɛmɲit͡ʂɨt͡ɕ
karaibskiemu,karaipskjɛmu
podpal,pɔtpal
kicz,kit͡ʂ
basistę,baɕistɛ
broniewski,brɔɲɛfski
szczupłej,ʂt͡ʂupwɛj
tocharskiemu,tɔxarskjɛmu
zarobić,zarɔbit͡ɕ
pozwalaliśmy,pɔzvalaliɕmɨ
zmierzwić,zmjɛʐvit͡ɕ
chłodnej,xwɔdnɛj
interwałową,intɛrvawɔvɔw̃
genewska,ɡɛnɛfska
bezprzyczynowy,bɛspʂɨt͡ʂɨnɔvɨ
ogromieć,ɔɡrɔmjɛt͡ɕ
