くろかみ,kɯ̟ᵝɾo̞ka̠mʲi
しかく,ɕika̠kɯ̟ᵝ
こうひょう,ko̞ːço̞ː
かそる,ka̠so̞ɾɯ̟ᵝ
じょうい,d͡ʑo̞ːi
かいしゃく,ka̠iɕa̠kɯ̟ᵝ
かかわらず,ka̠ka̠ɰᵝa̠ɾa̠zɨᵝ
こっけん,ko̞k̚kẽ̞ɴ
じそう,d͡ʑiso̞ː
ありんさん,a̠ɾʲĩɰ̃sã̠ɴ
しぞう,ɕizo̞ː
しじ,ɕiʑi
きんだん,kʲĩndã̠ɴ
けんばい,kẽ̞mba̠i
けんけつ,kẽ̞ŋke̞t͡sɨᵝ
きゅうしょく,kʲɨᵝːɕo̞kɯ̟ᵝ
しゅんえい,ɕɨ̃ᵝɰ̃e̞ː
じんぶん,d͡ʑĩmbɯ̟̃ᵝɴ
こくい,ko̞kɯ̟ᵝi
がいきゅう,ɡa̠ikʲɨᵝː
あぶりだす,a̠bɯ̟ᵝɾʲida̠sɨᵝ
かでん,ka̠dẽ̞ɴ
いんてつ,ĩnte̞t͡sɨᵝ
かでのこうじ,ka̠de̞no̞ko̞ːʑi
おん,õ̞ɴ
き,kʲi
きさい,kʲi̥sa̠i
くぱぁ,kɯ̟ᵝpa̠ː
ごかん,ɡo̞kã̠ɴ
しんぱ,ɕĩmpa̠
えりまき,e̞ɾʲima̠kʲi
しらぎぬ,ɕiɾa̠ɡʲinɯ̟ᵝ
ざんぷく,d͡zã̠mpɯ̟ᵝkɯ̟ᵝ
かわらばと,ka̠ɰᵝa̠ɾa̠ba̠to̞
がたり,ɡa̠ta̠ɾʲi
きゅうぞう,kʲɨᵝːzo̞ː
さっきょく,sa̠k̚ʲkʲo̞kɯ̟ᵝ
じゅうじ,d͡ʑɨᵝːʑi
きりふだ,kʲiɾʲiɸɯ̟ᵝda̠
じゅんじ,d͡ʑɨ̃ᵝɲ̟d͡ʑi
ごちゃまぜ,ɡo̞t͡ɕa̠ma̠ze̞
きゃたつ,kʲa̠ta̠t͡sɨᵝ
かん,kã̠ɴ
こうえい,ko̞ːe̞ː
ここのつ,ko̞ko̞no̞t͡sɨᵝ
しゅぎょく,ɕɨᵝɡʲo̞kɯ̟ᵝ
しいん,ɕiĩɴ
うなじ,ɯ̟ᵝna̠ʑi
おんいんろん,õ̞ɰ̃ĩnɾõ̞ɴ
げんせいどうぶつ,ɡẽ̞ɰ̃se̞ːdo̞ːbɯ̟ᵝt͡sɨᵝ
くだものとけいそう,kɯ̟ᵝda̠to̞ke̞ːso̞ː
まさかり,e̞t͡sɨᵝ
こせい,ko̞se̞ː
きょうごう,kʲo̞ːɡo̞ː
さじき,sa̠ʑikʲi
うつきょく,ɯ̟ᵝt͡sɨᵝkʲo̞kɯ̟ᵝ
ぐ𛅒,ɡɰᵝo̞
おまつり,o̞ma̠t͡sɨᵝɾʲi
じんたい,d͡ʑĩnta̠i
しかく,ɕika̠kɯ̟ᵝ
うたわり,ɯ̟ᵝta̠ɰᵝa̠ɾʲi
くちもと,kɯ̟ᵝt͡ɕimo̞to̞
きゅうきょく,kʲɨᵝːkʲo̞kɯ̟ᵝ
いしのうえにもさんねん,iɕino̞ːe̞ɲ̟imo̞sã̠nːẽ̞ɴ
ごご,ɡo̞ɡo̞
おおやけ,o̞ːja̠ke̞
おだんご,o̞dã̠ŋɡo̞
けいおんがく,ke̞ːõ̞ŋɡa̠kɯ̟ᵝ
ごうとう,ɡo̞ːto̞ː
おやぼね,o̞ja̠bo̞ne̞
あんみつ,ã̠mʲːit͡sɨᵝ
しゃぶづけ,ɕa̠bɯ̟ᵝzɨᵝke̞
おおおおじおじ,oːoːd͡ʑiod͡ʑi
しょくみんちか,ɕo̞kɯ̟ᵝmʲĩɲ̟t͡ɕika̠
ざんにゅう,d͡zã̠ɲ̟ɲ̟ɯ̟ᵝː
ぎょうしょうにん,ɡʲo̞ːɕo̞ːɲ̟ĩɴ
かんご,kã̠ŋɡo̞
けいそつ,ke̞ːso̞t͡sɨᵝ
あおかん,a̠o̞kã̠ɴ
しんぱんいん,ɕĩmpã̠ɰ̃ĩɴ
こうき,ko̞ːkʲi
きづかわしい,kʲizɨᵝka̠ɰᵝa̠ɕii
けんじゅう,kẽ̞ɲ̟d͡ʑɨᵝː
おもいやり,o̞mo̞ija̠ɾʲi
きゅうへん,kʲɨᵝːhẽ̞ɴ
いちよう,it͡ɕijo̞ː
おおわらわ,o̞ːɰᵝa̠ɾa̠ɰᵝa̠
ざん,d͡zã̠ɴ
げんごか,ɡẽ̞ŋɡo̞ka̠
じゅうろく,d͡ʑɨᵝːɾo̞kɯ̟ᵝ
けんえき,kẽ̞ɰ̃e̞kʲi
けんぼうしょう,kẽ̞mbo̞ːɕo̞ː
がくめい,ɡa̠kɯ̟ᵝme̞ː
しっしょう,ɕiɕːo̞ː
こまき,ko̞ma̠kʲi
うちきり,ɯ̟ᵝt͡ɕikʲiɾʲi
けいと,ke̞ito̞
うりた,ka̠dẽ̞ɴ
あだなす,a̠da̠na̠sɨᵝ
ひとり,çi̥to̞ɾʲi
くび,kɯ̟ᵝbʲi
ざっくり,d͡za̠k̚kɯ̟ᵝɾʲi
くねんぼ,kɯ̟ᵝnẽ̞mbo̞
こうせいざい,ko̞ːse̞ːza̠i
とぐち,to̞ɡɯ̟ᵝt͡ɕi
さんだんじゅう,sã̠ndã̠ɲ̟d͡ʑɨᵝː
しゃようぞく,ɕa̠jo̞ːzo̞kɯ̟ᵝ
おきた,o̞kʲita̠
ごりん,ɡo̞ɾʲĩɴ
えんせいか,ẽ̞ɰ̃se̞ːka̠
うらがき,ɯ̟ᵝɾa̠ɡa̠kʲi
しんえいたい,ɕĩɰ̃e̞ːta̠i
あい,a̠i
うわさ,ɯ̟ᵝɰᵝa̠sa̠
こくさいか,ko̞kɯ̟ᵝsa̠ika̠
ぎんぷん,ɡʲĩmpɯ̟̃ᵝɴ
じゅうどう,d͡ʑɨᵝːdo̞ː
おんみょうどう,õ̞mʲːo̞ːdo̞ː
しめん,ɕimẽ̞ɴ
きゅうしき,kʲɨᵝːɕikʲi
しまうた,ɕima̠ɯ̟ᵝta̠
かしわ,ka̠ɕiɰᵝa̠
けいし,ke̞ːɕi
ぎんかいしょく,ɡʲĩŋka̠iɕo̞kɯ̟ᵝ
くいき,kɯ̟ᵝikʲi
しんだいさんき,ɕĩnda̠isã̠ŋʲkʲi
おぼつかない,o̞bo̞t͡sɨᵝka̠na̠i
ざっきん,d͡za̠k̚ʲkʲĩɴ
あり,a̠ɾʲi
しゃか,ɕa̠ka̠
さいるいだん,sa̠iɾɯ̟ᵝidã̠ɴ
ごこく,ɡo̞ko̞kɯ̟ᵝ
さや,sa̠ja̠
こどく,ko̞do̞kɯ̟ᵝ
じゆうけい,d͡ʑijɯ̟ᵝːke̞ː
おせん,o̞sẽ̞ɴ
かんち,kã̠ɲ̟t͡ɕi
かたい,ka̠ta̠i
さいそく,sa̠iso̞kɯ̟ᵝ
かりん,ka̠ɾʲĩɴ
ざとうむし,d͡za̠to̞ːmɯ̟ᵝɕi
うらはら,ɯ̟ᵝɾa̠ha̠ɾa̠
おまえさん,o̞ma̠e̞sã̠ɴ
えぐち,e̞ɡɯ̟ᵝt͡ɕi
あくむ,a̠kɯ̟ᵝmɯ̟ᵝ
こうきん,ko̞ːkʲĩɴ
いわくに,iɰᵝa̠kɯ̟ᵝɲ̟i
こおろぎ,ko̞ːɾo̞ɡʲi
あかがね,赤金
じぜん,d͡ʑizẽ̞ɴ
かえい,ka̠e̞ː
いじいじ,iʑiiʑi
しろくま,ɕiɾo̞kɯ̟ᵝma̠
じょうわ,d͡ʑo̞ːɰᵝa̠
きょうしゃ,kʲo̞ːɕa̠
さきどり,sa̠kʲido̞ɾʲi
さしいれる,sa̠ɕiːɾe̞ɾɯ̟ᵝ
けいりゅう,ke̞ːɾʲɨᵝː
くっきょくい,kɯ̟ᵝk̚ʲkʲo̞kɯ̟ᵝi
ごとう,ɡo̞to̞ː
おんしつ,õ̞ɰ̃ɕit͡sɨᵝ
けつあつ,ke̞t͡sɨᵝa̠t͡sɨᵝ
いっさつ,isːa̠t͡sɨᵝ
がしょう,ɡa̠ɕo̞ː
くにこ,kɯ̟ᵝɲ̟iko̞
さすけね,sa̠sɨᵝke̞ne̞
がんがれ,ɡã̠ŋɡa̠ɾe̞
ジュバ,d͡ʑɨᵝba̠
しんない,ɕĩnːa̠i
かどう,ka̠do̞ː
さいきょういく,sa̠ikʲo̞ːikɯ̟ᵝ
しょくがん,ɕo̞kɯ̟ᵝɡã̠ɴ
けんじゃ,kẽ̞ɲ̟d͡ʑa̠
えきそう,e̞kʲiso̞ː
けつぜい,ke̞t͡sɨᵝze̞ː
じつりょく,d͡ʑit͡sɨᵝɾʲo̞kɯ̟ᵝ
がんたん,ɡã̠ntã̠ɴ
かみつ,ka̠mʲit͡sɨᵝ
いちだ,it͡ɕida̠
じょうきあつ,d͡ʑo̞ːkʲia̠t͡sɨᵝ
しょうたい,ɕo̞ːta̠i
くろずむ,kɯ̟ᵝɾo̞zɨᵝmɯ̟ᵝ
おばあちゃん,o̞ba̠ːt͡ɕã̠ɴ
が,ɡa̠
かくげん,ka̠kɯ̟ᵝɡẽ̞ɴ
いいぶん,iːbɯ̟̃ᵝɴ
しゃちょう,ɕa̠t͡ɕo̞ː
あきたいぬ,a̠kʲi̥ta̠inɯ̟ᵝ
おたく,o̞ta̠kɯ̟ᵝ
きょうちょう,kʲo̞ːt͡ɕo̞ː
げんだいっこ,ɡẽ̞nda̠ik̚ko̞
しおき,ɕio̞kʲi
さっしん,sa̠ɕːĩɴ
しんぷ,ɕĩmpɯ̟ᵝ
げんじつ,ɡẽ̞ɲ̟d͡ʑit͡sɨᵝ
がんじがらめ,ɡã̠ɲ̟d͡ʑiɡa̠ɾa̠me̞
からとう,ka̠ɾa̠to̞ː
あと,a̠to̞
ごみ,ɡo̞mʲi
きこう,kʲiko̞ː
いきいき,ikʲiikʲi
しご,ɕiɡo̞
しょき,ɕo̞kʲi
かにみそ,ka̠ɲ̟imʲiso̞
きのう,kʲino̞ː
うつぼつ,ɯ̟ᵝt͡sɨᵝbo̞t͡sɨᵝ
おんせつ,õ̞ɰ̃se̞t͡sɨᵝ
えいせい,e̞ːse̞ː
くんき,kɯ̟̃ᵝŋʲkʲi
かい,ka̠i
あくしゅ,a̠kɯ̟ᵝɕɨᵝ
こよう,ko̞jo̞ː
かいごし,ka̠iɡo̞ɕi
ありがとう,a̠ɾʲiɡa̠to̞ː
かぐらだいこ,ka̠ɡɯ̟ᵝɾa̠da̠iko̞
かいぎろく,ka̠iɡʲiɾo̞kɯ̟ᵝ
うるうびょう,ɯ̟ᵝɾɯ̟ᵝːbʲo̞ː
いたいけ,ita̠ike̞
いん,ĩɴ
あおうみがめ,a̠o̞ɯ̟ᵝmʲiɡa̠me̞
かくおび,ka̠kɯ̟ᵝo̞bʲi
いいまわし,iima̠ɰᵝa̠ɕi
ぐ,ɡɯ̟ᵝ
けんこう,kẽ̞ŋko̞ː
ししょう,ɕiɕo̞ː
じそんしん,d͡ʑisõ̞ɰ̃ɕĩɴ
きおくれ,kʲio̞kɯ̟ᵝɾe̞
がいてんきん,ɡa̠itẽ̞ŋʲkʲĩɴ
あくいんあっか,a̠kɯ̟ᵝĩɰ̃a̠k̚ka̠
いばる,iba̠ɾɯ̟ᵝ
しいん,ɕiĩɴ
あいかぎ,a̠ika̠ɡʲi
あつかう,a̠t͡sɨ̥ᵝka̠ɯ̟ᵝ
しょうかい,ɕo̞ːka̠i
いちぶ,it͡ɕibɯ̟ᵝ
くっせつ,kɯ̟̊ᵝsːe̞t͡sɨᵝ
え,e̞
げんじょう,ɡẽ̞ɲ̟d͡ʑo̞ː
じゃびせん,d͡ʑa̠bʲisẽ̞ɴ
かいする,ka̠isɨᵝɾɯ̟ᵝ
あそぶ,a̠so̞bɯ̟ᵝ
うみほたる,ɯ̟ᵝmʲiho̞ta̠ɾɯ̟ᵝ
あいちょう,a̠it͡ɕo̞ː
じゅしょう,d͡ʑɨᵝɕo̞ː
いくた,ikɯ̟ᵝta̠
えりもと,e̞ɾʲimo̞to̞
けつめど,ke̞t͡sɨᵝme̞do̞
しゅうよう,ɕɨᵝːjo̞ː
こうさい,ko̞ːsa̠i
きやすめ,kʲija̠sɨᵝme̞
くも,kɯ̟ᵝmo̞
あわれ,a̠ɰᵝa̠ɾe̞
うまる,ɯ̟ᵝma̠ɾɯ̟ᵝ
こんきょ,kõ̞ŋʲkʲo̞
くる,kɯ̟ᵝɾɯ̟ᵝ
きりん,kʲiɾʲĩɴ
かぶけん,ka̠bɯ̟ᵝkẽ̞ɴ
こげつく,ko̞ɡe̞t͡sɨ̥ᵝkɯ̟ᵝ
かいかえる,ka̠ika̠e̞ɾɯ̟ᵝ
じゃんまけ,d͡ʑã̠mːa̠ke̞
しょぐう,ɕo̞ɡɯ̟ᵝː
くろぶた,kɯ̟ᵝɾo̞bɯ̟ᵝta̠
しゅばしこう,ɕɨᵝba̠ɕiko̞ː
おでん,o̞dẽ̞ɴ
しらむ,ɕiɾa̠mɯ̟ᵝ
あずまごと,a̠zɨᵝma̠ɡo̞to̞
かんかい,kã̠ŋka̠i
こけら,ko̞ke̞ɾa̠
かわす,ka̠ɰᵝa̠sɨᵝ
ヴ,vɯ̟ᵝ
かっそうろ,ka̠sːo̞ːɾo̞
えんしゅう,ẽ̞ɰ̃ɕɨᵝː
くめい,kɯ̟ᵝme̞ː
けっかい,ke̞k̚ka̠i
かびんしょう,ka̠bʲĩɰ̃ɕo̞ː
ごじゅうおんじゅん,ɡo̞ʑɨᵝːõ̞ɲ̟d͡ʑɨ̃ᵝɴ
こげる,ko̞ɡe̞ɾɯ̟ᵝ
かっこう,ka̠k̚ko̞ː
おば,o̞ba̠
ごはん,ɡo̞hã̠ɴ
しゆう,ɕijɯ̟ᵝː
あんえい,ã̠ɰ̃e̞ː
かいとう,ka̠ito̞ː
おきな,o̞kʲina̠
いなかくさい,ina̠ka̠kɯ̟ᵝsa̠i
おうしゅう,o̞ːɕɨᵝː
じょうたい,d͡ʑo̞ːta̠i
かんがく,kã̠ŋɡa̠kɯ̟ᵝ
う,ɯ̟ᵝ
さいしゅう,sa̠iɕɨᵝː
じゃしゅう,d͡ʑa̠ɕɨᵝː
かいい,ka̠ii
いちよう,it͡ɕijo̞ː
きかがく,kʲi̥ka̠ɡa̠kɯ̟ᵝ
こんやくしゃ,kõ̞ɰ̃ja̠kɯ̟̊ᵝɕa̠
げっきゅう,ɡe̞k̚ʲkʲɨᵝː
おみおつけ,o̞mʲio̞t͡sɨᵝke̞
いっぱんせき,ip̚pã̠ɰ̃se̞kʲi
しゃくごう,ɕa̠kɯ̟ᵝɡo̞ː
さんげい,sã̠ŋɡe̞ː
ごうそっきゅう,ɡo̞ːso̞k̚ʲkʲɨᵝː
じしんそうしつ,d͡ʑiɕĩɰ̃so̞ːɕit͡sɨᵝ
しょうかん,ɕo̞ːkã̠ɴ
ゆうせい,jɯ̟ᵝːse̞ː
けらい,ke̞ɾa̠i
こうりょう,ko̞ːɾʲo̞ː
かます,ka̠ma̠sɨᵝ
かつあげ,ka̠t͡sɨᵝa̠ɡe̞
げんまい,ɡẽ̞mːa̠i
あゆ,a̠jɯ̟ᵝ
けんじん,kẽ̞ɲ̟d͡ʑĩɴ
さんぎいん,sã̠ŋʲɡʲiĩɴ
あざ,a̠za̠
こおりや,ko̞ːɾʲija̠
しく,ɕikɯ̟ᵝ
おとこゆ,o̞to̞ko̞jɯ̟ᵝ
きんじち,kʲĩɲ̟d͡ʑit͡ɕi
ぎょうれつ,ɡʲo̞ːɾe̞t͡sɨᵝ
うつぼ,ɯ̟ᵝt͡sɨᵝbo̞
おどろき,o̞do̞ɾo̞kʲi
かこう,ka̠ko̞ː
ぐいぐい,ɡɯ̟ᵝiɡɯ̟ᵝi
あがう,a̠ɡa̠na̠ɯ̟ᵝ
きりんざ,kʲiɾʲĩnd͡za̠
ける,ke̞ɾɯ̟ᵝ
えんしょく,ẽ̞ɰ̃ɕo̞kɯ̟ᵝ
こくせきき,ko̞kɯ̟ᵝse̞kʲikʲi
ありんこ,a̠ɾʲĩŋko̞
しんげん,ɕĩŋɡẽ̞ɴ
かしわもち,ka̠ɕiɰᵝa̠mo̞t͡ɕi
かみざら,ka̠mʲiza̠ɾa̠
しゃあなし,ɕa̠ːna̠ɕi
こどもたち,ko̞do̞mo̞ta̠t͡ɕi
かんぶかい,kã̠mbɯ̟ᵝka̠i
くたびれる,kɯ̟ᵝta̠bʲiɾe̞ɾɯ̟ᵝ
しんにん,ɕĩɲ̟ɲ̟ĩɴ
いわし,iɰᵝa̠ɕi
きょうぎじょう,kʲo̞ːɡʲiʑo̞ː
いせい,ise̞ː
しんきょ,ɕĩŋʲkʲo̞
かさく,ka̠sa̠kɯ̟ᵝ
あしこ,a̠ɕiko̞
しきる,ɕikʲiɾɯ̟ᵝ
くちづける,kɯ̟ᵝt͡ɕizɨᵝke̞ɾɯ̟ᵝ
じち,d͡ʑit͡ɕi
かかりいん,ka̠ka̠ɾʲiĩɴ
しんきんかん,ɕĩŋʲkʲĩŋkã̠ɴ
ききょう,kʲikʲo̞ː
しや,ɕija̠
しんじゅそう,ɕĩɲ̟d͡ʑɨᵝso̞ː
しょっかん,ɕo̞k̚kã̠ɴ
うたくこつ,ɯ̟ᵝta̠kɯ̟̊ᵝko̞t͡sɨᵝ
くみあわせる,kɯ̟ᵝmʲia̠ɰᵝa̠se̞ɾɯ̟ᵝ
しじ,ɕiʑi
しどう,ɕido̞ː
きょうすけ,kʲo̞ːsɨᵝke̞
あわれみ,a̠ɰᵝa̠ɾe̞mʲi
らん,ɾã̠ɴ
えんどく,ẽ̞ndo̞kɯ̟ᵝ
このしろ,ko̞no̞ɕiɾo̞
しょほ,ɕo̞ho̞
おん,õ̞ɴ
きょうことば,kʲo̞ːko̞to̞ba̠
いまがいままで,ima̠ɡa̠ima̠ma̠de̞
ごっつぁん,ɡo̞t̚t͡sã̠ɴ
しょくし,ɕo̞kɯ̟ᵝɕi
くとう,kɯ̟ᵝto̞ː
ご,ɡo̞
おしむ,o̞ɕimɯ̟ᵝ
きずいせん,kʲizɨᵝisẽ̞ɴ
きちきょく,kʲit͡ɕikʲo̞kɯ̟ᵝ
おくまる,o̞kɯ̟ᵝma̠ɾɯ̟ᵝ
おかやま,o̞ka̠ja̠ma̠
くるしめる,kɯ̟ᵝɾɯ̟ᵝɕime̞ɾɯ̟ᵝ
けいちょう,ke̞ːt͡ɕo̞ː
しょみん,ɕo̞mʲĩɴ
こうねん,ko̞ːnẽ̞ɴ
こうとう,ko̞ːto̞ː
こいのぼり,ko̞ino̞bo̞ɾʲi
あたし,a̠ta̠ɕi
したたか,ɕita̠ta̠ka̠
うわめづかい,ɯ̟ᵝɰᵝa̠me̞zɨᵝka̠i
おさんじ,o̞sã̠ɲ̟d͡ʑi
あきる,a̠kʲiɾɯ̟ᵝ
おおはし,o̞ːha̠ɕi
じんぷん,d͡ʑĩmpɯ̟̃ᵝɴ
こいかつ,ko̞ika̠t͡sɨᵝ
けっしゅつ,ke̞ɕːɯ̟ᵝt͡sɨᵝ
かんのん,kã̠nːõ̞ɴ
きゅうめんかく,kʲɨᵝːmẽ̞ŋka̠kɯ̟ᵝ
かく,ka̠kɯ̟ᵝ
こちょうせん,ko̞t͡ɕo̞ːsẽ̞ɴ
さきん,sa̠kʲĩɴ
ぎじろく,ɡʲiʑiɾo̞kɯ̟ᵝ
しんちゅう,ɕĩɲ̟t͡ɕɨᵝː
けちんぼ,ke̞t͡ɕĩmbo̞
おうぎがた,o̞ːɡʲiɡa̠ta̠
げんとう,ɡẽ̞nto̞ː
しなびる,ɕina̠bʲiɾɯ̟ᵝ
くじゃくせき,kɯ̟ᵝʑa̠kɯ̟ᵝse̞kʲi
かねる,ka̠ne̞ɾɯ̟ᵝ
いきわかれ,ikʲiɰᵝa̠ka̠ɾe̞
ぎぞく,ɡʲizo̞kɯ̟ᵝ
きゅうゆう,kʲɨᵝːjɯ̟ᵝː
かんかつ,kã̠ŋka̠t͡sɨᵝ
がいかん,ɡa̠ikã̠ɴ
こわれる,ko̞ɰᵝa̠ɾe̞ɾɯ̟ᵝ
かんこう,kã̠ŋko̞ː
いっかい,ik̚ka̠i
しょうきゃく,ɕo̞ːkʲa̠kɯ̟ᵝ
きんき,kʲĩŋʲkʲi
うりょうけい,ɯ̟ᵝɾʲo̞ːke̞ː
かんさい,kã̠ɰ̃sa̠i
うすめ,ɯ̟ᵝsɨᵝme̞
げつがく,ɡe̞t͡sɨᵝɡa̠kɯ̟ᵝ
しくる,ɕikɯ̟ᵝɾɯ̟ᵝ
ごかん,ɡo̞kã̠ɴ
おおぎょう,o̞ːɡʲo̞ː
しゅんむ,ɕɨ̃ᵝmːɯ̟ᵝ
きょうむ,kʲo̞ːmɯ̟ᵝ
こうせいろうどうしょう,ko̞ːse̞ːɾo̞ːdo̞ːɕo̞ː
しちゅう,ɕit͡ɕɨᵝː
しょうりゃく,ɕo̞ːɾʲa̠kɯ̟ᵝ
しゅぞう,ɕɨᵝzo̞ː
かたりあう,ka̠ta̠ɾʲia̠ɯ̟ᵝ
かいけい,ka̠ike̞ː
じゅんしかん,d͡ʑɨ̃ᵝɰ̃ɕi̥kã̠ɴ
かぎりない,ka̠ɡʲiɾʲina̠i
じんぶんがく,d͡ʑĩmbɯ̟̃ᵝŋɡa̠kɯ̟ᵝ
かたみぐさ,ka̠ta̠mʲiɡɯ̟ᵝsa̠
えい,e̞ː
じゅよ,d͡ʑɨᵝjo̞
ざらつく,d͡za̠ɾa̠t͡sɨᵝkɯ̟ᵝ
いかん,ikã̠ɴ
じたくたいき,d͡ʑita̠kɯ̟ᵝta̠ikʲi
しょたい,ɕo̞ta̠i
おういん,o̞ːĩɴ
しんかん,ɕĩŋkã̠ɴ
こうえんかい,ko̞ːẽ̞ŋka̠i
かんきょう,kã̠ŋʲkʲo̞ː
おやこどん,o̞ja̠ko̞dõ̞ɴ
けいきん,ke̞ːkʲĩɴ
いきょう,ikʲo̞ː
こうきん,ko̞ːkʲĩɴ
かはく,ka̠ha̠kɯ̟ᵝ
けいせん,ke̞ːsẽ̞ɴ
げん,ɡẽ̞ɴ
きゅうせき,kʲɨᵝːse̞kʲi
いわたに,iɰᵝa̠ta̠ɲ̟i
こうしん,ko̞ːɕĩɴ
こうだいむへん,ko̞ːda̠imɯ̟ᵝhẽ̞ɴ
おちゃづけ,o̞t͡ɕa̠zɨᵝke̞
ぎょるいがく,ɡʲo̞ɾɯ̟ᵝiɡa̠kɯ̟ᵝ
かく,ka̠kɯ̟ᵝ
ぎゅうぎゅう,ɡʲɨᵝːɡʲɨᵝː
ぐしん,ɡɯ̟ᵝɕĩɴ
いちばんぼし,it͡ɕibã̠mbo̞ɕi
かわあそび,ka̠ɰᵝa̠a̠so̞bʲi
あいつら,a̠it͡sɨᵝɾa̠
じんせいかん,d͡ʑĩɰ̃se̞ːkã̠ɴ
かいけつびょう,ka̠ike̞t͡sɨᵝbʲo̞ː
いぶかる,ibɯ̟ᵝka̠ɾɯ̟ᵝ
ジャズ,d͡ʑa̠zɨᵝ
しょうきょほう,ɕo̞ːkʲo̞ho̞ː
じゃっかん,d͡ʑa̠k̚kã̠ɴ
くすりゆび,kɯ̟̊ᵝsɨᵝɾʲijɯ̟ᵝbʲi
しょうひぜい,ɕo̞ːçize̞ː
かい,ka̠i
かたみ,ka̠ta̠mʲi
うまれもつ,ɯ̟ᵝma̠ɾe̞mo̞t͡sɨᵝ
げい,ɡe̞ː
あきらか,a̠kʲiɾa̠ka̠
しゅっけ,ɕɨᵝk̚ke̞
けいもう,ke̞ːmo̞ː
じつようてき,d͡ʑit͡sɨᵝjo̞ːte̞kʲi
しょうこつ,ɕo̞ːko̞t͡sɨᵝ
けんばい,kẽ̞mba̠i
けいせい,ke̞ːse̞ː
かいうさぎ,ka̠iɯ̟ᵝsa̠ɡʲi
いたちごっこ,ita̠t͡ɕiɡo̞k̚ko̞
うらむき,ɯ̟ᵝɾa̠mɯ̟ᵝkʲi
しょうげん,ɕo̞ːɡẽ̞ɴ
さしだす,sa̠ɕida̠sɨᵝ
くにお,kɯ̟ᵝɲ̟io̞
しもばしら,ɕimo̞ba̠ɕiɾa̠
しかりつける,ɕi̥ka̠ɾʲit͡sɨ̥ᵝke̞ɾɯ̟ᵝ
おつき,o̞t͡sɨᵝkʲi
かみ,ka̠mʲi
かいびょう,ka̠ibʲo̞ː
こうまざ,ko̞ɯ̟ᵝma̠za̠
こすう,ko̞sɨᵝː
いな,ina̠
あみぐるみ,a̠mʲiɡɯ̟ᵝɾɯ̟ᵝmʲi
さすらい,sa̠sɨᵝɾa̠i
がっこうさいけん,ɡa̠k̚ko̞ːsa̠ikẽ̞ɴ
ぎじょうご,ɡʲiʑo̞ːɡo̞
おまけ,o̞ma̠ke̞
かいぎしつ,ka̠iɡʲiɕi̥t͡sɨᵝ
かぞえどし,ka̠zo̞e̞do̞ɕi
しかい,ɕika̠i
いはん,ihã̠ɴ
しらたき,ɕiɾa̠ta̠kʲi
じつめ,d͡ʑit͡sɨᵝme̞
しちや,ɕit͡ɕija̠
あそび,a̠so̞bʲi
げつめい,ɡe̞t͡sɨᵝme̞ː
こうかん,ko̞ːkã̠ɴ
あさなわ,a̠sa̠na̠ɰᵝa̠
ゆうおう,jɯ̟ᵝːo̞ː
こくごう,ko̞kɯ̟ᵝɡo̞ː
かんごふ,kã̠ŋɡo̞ɸɯ̟ᵝ
しっぽり,ɕip̚po̞ɾʲi
こまく,ko̞ma̠kɯ̟ᵝ
ういきょう,ɯ̟ᵝikʲo̞ː
くるぶし,kɯ̟ᵝɾɯ̟ᵝbɯ̟ᵝɕi
さき,sa̠kʲi
えもんふ,e̞mõ̞ɰ̃ɸɯ̟ᵝ
こんごうづえ,kõ̞ŋɡo̞ːzɨᵝe̞
あいす,a̠isɨᵝ
さくしゅ,sa̠kɯ̟̊ᵝɕɨᵝ
くつろぎ,kɯ̟ᵝt͡sɨᵝɾo̞ɡʲi
いんじ,ĩɲ̟d͡ʑi
しかばね,ɕika̠ba̠ne̞
いく,ikɯ̟ᵝ
えんじん,ẽ̞ɲ̟d͡ʑĩɴ
おが,o̞ɡa̠
あけび,a̠ke̞bʲi
きょうわん,kʲo̞ːɰᵝã̠ɴ
がぶり,ɡa̠bɯ̟ᵝɾʲi
こじんすうはい,ko̞ʑĩɰ̃sɨᵝːha̠i
しょうしん,ɕo̞ːɕĩɴ
くのう,kɯ̟ᵝno̞ː
こうきゅう,ko̞ːkʲɨᵝː
おうぶん,o̞ːbɯ̟̃ᵝɴ
あいしゅう,a̠iɕɨᵝː
きんしょ,kʲĩɰ̃ɕo̞
かけん,ka̠kẽ̞ɴ
おとしあな,o̞to̞ɕia̠na̠
こうがい,ko̞ːɡa̠i
おこす,o̞ko̞sɨᵝ
きんて,kʲĩnte̞
こうぼう,ko̞ːbo̞ː
しな,ɕina̠
ぎゃあぎゃあ,ɡʲa̠ːɡʲa̠ː
きかん,kʲikã̠ɴ
さいへん,sa̠ihẽ̞ɴ
かまど,ka̠ma̠do̞
かわうそ,ka̠ɰᵝa̠ɯ̟ᵝso̞
かんせん,kã̠ɰ̃sẽ̞ɴ
かんよう,kã̠ɰ̃jo̞ː
じょきょうじゅ,d͡ʑo̞kʲo̞ːʑɨᵝ
かみつく,ka̠mʲit͡sɨᵝkɯ̟ᵝ
じょうじ,d͡ʑo̞ːʑi
ゲバぼう,ɡe̞ba̠bo̞ː
さぎざい,sa̠ɡʲiza̠i
じゅじゅつ,d͡ʑɨᵝʑɨᵝt͡sɨᵝ
