wirkmächtig,vɪʁkmɛçtɪç
tiefschutze,tiːfʃʊtsə
anwartschaftsrechten,anvaʁtʃaftsʁɛçtn̩
bärwurz,bɛːrvʊrts
bonieren,boniːɐ̯n
verordnen,fɛʁɔʁtnən
sakkade,sakaːdə
trainer,tʁɛːnɐ
leinenlaken,laɪ̯nənlaːkn̩
griffel,ɡʁɪfl̩
linguistin,lɪŋɡʊɪstɪn
einhundert,aɪ̯nhʊndɐt
wehmütig,veːmyːtɪk
nisbe,nɪspə
fingernägel,fɪŋɐnɛːɡl̩
bure,buːʁə
sozinianer,zotsiniaːnɐ
lunge,lʊŋə
wiedertaufe,viːdɐtaʊ̯fə
erscheinen,ɛɐ̯ʃaɪ̯nən
bassgitarre,basɡitaʁə
teppichflieger,tɛpɪçfliːɡɐ
sagen,zaːɡən
bewähren,bəvɛːʁən
verkommen,fɛɐ̯kɔmən
parallelgesellschaft,paʁaleːlɡəzɛlʃaft
darknet,daːɐ̯knɛt
rotunde,ʁotʊndə
altblau,altblaʊ̯
dafür,dafyːʁ
filmemacher,fɪlməmaxɐ
goldschmiedin,ɡɔltʃmiːdɪn
gerechtfertigt,ɡəʁɛçtfɛʁtɪçt
vierstrahlig,fiːɐ̯ʃtʁaːlɪç
wagen,vaːɡən
maharadscha,mahaʁadʒa
röster,ʁœstɐ
boshaftigkeiten,boːshaftɪçkaɪ̯tən
kranich,kʁaːnɪç
stigmatisierung,ʃtɪɡmatiziːʁʊŋ
milchschwester,mɪlçʃvɛstɐ
verdreizehnfachte,fɛɐ̯draɪ̯t͡seːnfaxtə
stutzig,ʃtʊt͡sɪk
bootshaken,boːt͡shaːkən
liegebescheinigung,liːɡəbəʃaɪ̯nɪɡʊŋ
gerhardt,ɡeːɐ̯haʁt
konspirationstheoretikern,kɔnspiʁat͡si̯oːnsteoʁeːtikɐn
filmkomödie,fɪlmkomøːdi̯ə
beispielhaft,baɪ̯ʃpiːlhaft
zurückversetzen,t͡suʁʏkfɛɐ̯zɛt͡sn̩
folklore,fɔlkloːʁə
dreimalig,dʁaɪ̯maːlɪç
fensterln,fɛnstɐln
längst,lɛŋst
vorfristig,foːɐ̯fʁɪstɪk
prinzip,pʁɪntsɪp
machete,maxeːtə
polymerisieren,polimeʁiziːʁən
sechsflächner,zɛksflɛçnɐ
drohkulisse,dʁoːkulɪsə
unartig,ʊnaːɐ̯tɪç
infektiologe,ɪnfɛkt͡si̯oloːɡə
smartcard,smaːɐ̯tkɐːd
aasjäger,aːsjɛːɡɐ
osten,ɔstn̩
ehrengast,eːʁənɡast
hilfsgut,hɪlfsɡuːt
stiel,ʃtiːl
butterbrot,bʊtɐbʁoːt
landepiste,landəpɪstə
xaver,ksaːvər
nacheilen,naːxaɪ̯lən
krank,kʁaŋk
mohnrot,moːnʁoːt
kultivierung,kʊltiviːʁʊŋ
wuppertal,vʊpɐtaːl
sehen,zeːn
befallen,bəfalən
kurzwellig,kʊʁt͡svɛlɪç
menschlich,mɛnʃlɪç
sicherheitsgurt,zɪçɐhaɪ̯t͡sɡʊʁt
prämissen,pʁɛmɪsn̩
kriterium,kʁiteːʁiʊm
tomboy,tɔmbɔɪ̯
wampe,vampə
hänschen,hɛnsçən
ehrendoktor,eːʁəndɔktoːɐ̯
einundvierzigjährig,aɪ̯nʊntfɪɐ̯t͡sɪçjɛːʁɪç
storch,ʃtɔrç
baufall,baʊ̯fal
irade,iraːdə
fünfzehntels,fʏnft͡seːntəls
mediterran,meditɛʁaːn
kernaussage,keɐnaʊ̯szaːɡə
bibelvers,biːbl̩fɛʁs
tschechien,t͡ʃɛçi̯ən
vielbeschäftigtes,fiːlbəʃɛftɪktəs
giftköder,ɡɪftkøːdɐ
freiheit,fʁaɪ̯haɪ̯t
chauvinist,ʃɔvinɪst
selbstverzwergung,zɛlpstfɛɐ̯t͡svɛɐ̯ɡʊŋ
zuckerwerk,t͡sʊkɐvɛʁk
ältesten,ʔɛltəstən
pizzabote,pɪt͡saboːtə
windchen,vɪntçən
abperlen,appɛʁlən
bonität,bonitɛːt
wahrheitssuche,vaːɐ̯haɪ̯t͡szuːxə
vorausahnend,foʁaʊ̯saːnənt
besserwisser,b̥ɛsːərvɪsːər
hubs,haps
köcher,kœçɐ
siegfried,ziːkfʁiːt
abbaubar,apbaʊ̯baːʁ
polydeistisch,polydeɪstɪʃ
mogul,moɡuːl
ren,ʁɛn
schweiss,ʃvaɪ̯s
höhenverstellbar,høːənfɛɐ̯ʃtɛlbaːɐ̯
blättermagen,blɛtɐmaːɡən
zukleben,tsuːkleːbən
dem,dəm
verwässerung,fɛɐ̯vɛsəʁʊŋ
unterton,ʊntɐtoːn
machen,maxən
abfangen,ʔapfaŋən
festlegen,fɛstleːɡŋ̩
evolutionist,evolutsɪ̯onɪst
walze,valtsə
vergrub,fɛɐ̯ɡʁuːp
nachlassempfängers,nɑːxlasɛmp͡fɛŋɐs
gelbgoldes,ɡɛlpɡɔldəs
scheckigem,ʃɛkɪɡəm
lisas,liːzas
reizdarmsyndrom,ʁaɪ̯t͡sdaʁmzʏndʁoːm
zerficken,t͡sɛɐ̯fɪkn̩
schwangerschaftsabbruch,ʃvaŋɐʃaft͡sʔapbʁʊx
fahrzeuglenker,faːɐ̯tsɔʏ̯klɛŋkɐ
reparieren,ʁepaʁiːʁən
übertragen,yːbərtraːɡən
protze,prɔt͡sə
betrüben,bətʁyːbən
siebzehn,ziːpt͡seːn
vergeltungsangriffen,fɛɐ̯ɡɛltʊŋsanɡʁɪfn̩
gaben,ɡaːbm̩
deutz,dɔʏ̯ts
borgen,bɔrɡən
neuseeländerin,nɔɪzeːlɛndɐʁɪn
orientieren,oʁiɛntiːʁən
birmingham,bœʁmɪŋhɛm
durchziehen,dʊʁçtsiːn
sortenrein,zɔʁtn̩ʁaɪ̯n
honigjäger,hoːnɪçjɛːɡɐ
küchlein,kʏçlaɪ̯n
vöglein,føːɡlaɪ̯n
traufe,tʁaʊ̯fə
pfannenwender,pfanənvɛndɐ
sprengen,ʃpʁɛŋən
abtrinken,aptʁɪŋkŋ̩
gefrierschrank,ɡəfʁiːɐ̯ʃʁaŋk
hersteller,heːɐ̯ʃtɛlɐ
zeitungsverlage,tsaɪ̯tʊŋsfɛɐ̯laːɡə
turiner,tuʁiːnɐ
prädator,pʁeːdaːtoːɐ̯
petzen,pɛt͡sn̩
fäll,fɛl
draufkommen,dʁaʊ̯fkɔmən
renke,ʁɛŋkə
kinderfeindlichkeit,kɪndɐfaɪ̯ntlɪçkaɪ̯t
ladentür,laːdəntyːɐ̯
verrücktheit,fɛɐ̯ʁʏkthaɪ̯t
pflichtig,p͡flɪçtɪç
glückskind,ɡlʏkskɪnt
proaktiv,pʁoːaktiːf
unschwierig,ʊnʃviːʁɪk
wunschlos,vʊnʃloːs
steig,ʃtaɪ̯k
leningrad,leːniŋɡʁaːt
schmarotzer,ʃmaʁɔtsɐ
weihnachtstage,vaɪ̯naxt͡staːɡə
datsche,datʃə
konsterniert,kɔnstɛʁniːɐ̯t
schlafstädte,ʃlaːfʃtɛːtə
ejakulieren,ejakuliːʁən
landungsfahrzeugs,landʊŋsfaːɐ̯t͡sɔɪ̯ks
bähen,bɛːən
schuppentier,ʃʊpn̩tiːɐ̯
respektvoll,ʁespɛktfɔl
einfriedung,aɪ̯nfʁiːdʊŋ
kitsche,kɪtʃə
brocken,bʁɔkŋ̩
verwaist,fɛɐ̯vaɪ̯st
sollen,zɔlən
zweiteilig,t͡svaɪ̯taɪ̯lɪç
binden,bɪndən
färben,fɛʁbən
mormonentum,mɔʁmoːnəntuːm
rezent,ʁet͡sɛnt
ausbuddeln,aʊ̯sbʊdl̩n
zaunlatten,t͡saʊ̯nlatn̩
unterabsatz,ʊntɐapzats
gackern,ɡakɐn
südfrankreich,zyːtfʁaŋkʁaɪ̯ç
erklären,ɛɐ̯klɛːʁən
unehelich,ʊnʔeːəlɪç
gesell,ɡəzɛl
trotz,trɔts
spaziergang,ʃpat͡siːɐ̯ɡaŋ
waren,vaːrən
kontrolluhr,kɔntʁɔlʔuːɐ̯
trunkenbold,tʁʊŋkn̩bɔlt
finnen,fɪnən
kreuzer,kʁɔʏ̯tsɐ
chinese,ʃineːzə
ägide,ɛɡiːdə
asthmatikerin,astmaːtɪkəʁɪn
aufstrebend,aʊfʃtʁeːbənt
überwältiger,yːbɐvɛltɪɡɐ
abfräsen,apfʁeːzən
spasti,ʃpasti
sinter,zɪntɐ
innerstädtisch,ɪnɐʃtɛtɪʃ
zeidler,t͡saɪ̯dlɐ
rosenkriege,ʁoːzn̩kʁiːɡə
hinwerfen,hɪnvɛʁfn̩
anzügen,ʔantsyːɡŋ̩
eisberg,aɪ̯sbɛrk
aufzeichnung,aʊ̯ftsaɪ̯çnʊŋ
prädikatenlogik,pʁɛːdikaːtn̩loːɡɪk
strafraum,ʃtʁaːfʁaʊ̯m
geständig,ɡəʃtɛndɪk
kretschmer,krɛt͡ʃmɐ
begegnen,bəɡeːçnən
rohrzucker,ʁoːɐ̯tsʊkɐ
zitterer,t͡sɪtəʁɐ
vormachtstellung,foːɐ̯maxtʃtɛlʊŋ
birkenstocksandale,bɪʁkənʃtɔkzandaːlə
hitzköpfigkeit,hɪt͡skœp͡fɪçkaɪ̯t
röster,ʁøːstɐ
grundwasser,ɡʁʊntvasɐ
metallbesteck,metalbəʃtɛk
umgarners,ʊmɡaʁnɐs
ihm,iːm
tannennadel,tanənnaːdl̩
hochtourig,hoːχtuːʁɪç
cremeartig,kʁɛːmʔaːɐ̯tɪk
iatrisch,i̯aːtʁɪʃ
schiitentum,ʃiʔiːtn̩tuːm
flagge,flaɡə
gefängnisse,ɡəfɛŋnɪsə
soundkarten,saʊ̯ntkaʁtn̩
lungenblähung,lʊŋənblɛːʊŋ
blödmann,bløːtman
trampolins,tʁampoliːns
sechzigstels,zɛçtsɪçstəls
loblied,loːpliːt
ausmass,aʊ̯smaːs
schief,ʃiːf
want,vant
obergeschoss,oːbɐɡəʃoːs
aufstellen,ʔaufʃtɛlən
lohe,loːə
flammkuchen,flamkuːxn̩
anrecht,anʁɛçt
rührig,ʁyːʁɪç
mitgeben,mɪtɡeːbən
nerven,nɛʁvən
versperren,fɛɐ̯ʃpɛʁən
erniedrigen,ɛɐ̯niːdʁɪɡn̩
vereinshaus,fɛɐ̯ʔaɪ̯nshaʊ̯s
vierbeinigen,fiːɐ̯baɪnɪɡŋ̩
flaschenpost,flaʃənpɔst
portierin,pɔʁtiːʁɪn
holzhäuser,hɔltshɔʏ̯zɐ
umschreiber,ʊmʃraɪ̯bɐ
kalauer,kaːlaʊ̯ɐ
clowns,klaʊ̯ns
viertaktmotor,fiːrtaktmoːtoːɐ̯
knutschflecks,knuːtʃflɛks
insbesondre,ɪnsbəzɔndʁə
scheidung,ʃaɪ̯dʊŋ
wiegen,viːɡən
lifte,lɪftə
jagd,jaːkt
abhörgeräte,aphøːɐ̯ɡəʁɛːtə
aerobier,aeʁoːbi̯ɐ
mangelernährung,maŋl̩ʔɛɐ̯nɛːʁʊŋ
tutenchamun,tuːtɛnçamuːn
froschen,fʁɔʃn̩
kochte,kɔχtə
ab,ɑb̥
administrativ,atminɪstʁatiːf
prof,pʁɔf
lexikografin,lɛksikoɡʁaːfɪn
verlierer,fɛɐ̯liːʁɐ
seevogels,zeːfoːɡəls
pulen,puːlən
einkaufsbeutel,aɪ̯nkaʊ̯fsbɔɪ̯tl̩
morgenstern,mɔʁɡn̩ʃtɛʁn
arbeitsplatte,aʁbaɪ̯t͡splatə
zeilenabstands,t͡saɪ̯lənʔapʃtants
unsichtig,ʊnzɪçtɪç
hausarbeit,haʊ̯sʔaʁbaɪ̯t
rendezvous,ʁãdevuː
geheimnisvoll,ɡəhaɪ̯mnɪsfɔl
zunahme,tsuːnaːmə
wanderschuh,vandɐʃuː
debattieren,debatiːʁən
erfreuend,ɛɐ̯fʁɔɪ̯ənt
hinkelstein,hɪŋkəlʃtaɪ̯n
wiedereintrittsfähig,viːdɐʔaɪ̯ntʁɪtsfɛːɪç
bleischwer,blaɪ̯ʃveːr
kracke,krakə
anstossen,ʔanʃtoːsn̩
toren,toːʁən
diesig,diːzɪç
zitze,tsɪtsə
allah,alaː
alarmieren,alaʁmiːʁən
gerümpel,ɡəʁʏmpl̩
gelächter,ɡəlɛçtɐ
hobbymässig,hɔbimɛːsɪk
königtümer,køːnɪçtyːmɐ
tankend,taŋkənt
einunddreissigste,aɪ̯nʔʊntdʁaɪ̯sɪçstə
augenbraue,aʊ̯ɡənbʁaʊ̯ə
sideboard,saɪ̯tbɔːɐ̯t
vollstreckungstitel,fɔlʃtʁɛkʊŋstiːtl
demoskopisch,deːmoskoːpɪʃ
ätzend,ɛtsənd
urknall,uːʁknal
sanitätswagen,zanitɛːt͡svaːɡn̩
aalgleich,aːlɡlaɪ̯ç
lieblingsschriftstellern,liːplɪŋsʃʁɪftʃtɛlɐn
unfallfrei,ʊnfalfʁaɪ̯
bunker,bʊŋkɐ
barsch,barʃ
katholik,katolɪk
vorletzte,foːɐ̯lɛt͡stə
köln,kœln
karabinerverschluss,kaʁabiːnɐfɛɐ̯ʃlʊs
nachäffer,naːxɛfɐ
tötung,tøːtʊŋ
waffe,vafə
fraglos,fʁaːkloːs
harpyie,haʁpyːjə
allmählich,ʔalmeːlɪç
hamm,ham
bettes,bɛtəs
strömungsabriss,ʃtʁøːmʊŋsapʁɪs
badewanne,baːdəvanə
tatbestände,taːtbəʃtɛndə
schriftsteller,ʃʁɪftʃtɛlɐ
nikolaus,nɪkəlaʊ̯s
tombolen,tɔmbolən
ungeniessbar,ʊnɡəniːsbaːɐ̯
bisher,bɪsheːɐ̯
tonsur,tɔnzuːɐ̯
ermutigend,ɛɐ̯muːtɪɡn̩t
heiligtümer,haɪ̯lɪçtyːmɐ
laufuhr,laʊ̯fʔuːɐ̯
rosine,ʁoziːnə
einfalt,ʔaɪ̯nfalt
mitbewohner,mɪtbəvoːnɐ
umhergehers,ʊmheːɐ̯ɡeːɐs
südsee,zyːtzeː
sänger,sɛŋər
ranch,ʁɛnt͡ʃ
monde,moːndə
skandinavien,skandinaːviən
leiter,laɪ̯tər
hinfällig,hɪnfɛlɪç
ebern,eːbɐn
aufführen,aʊ̯ffyːʁən
apfelkern,ap͡fl̩kɛʁn
aberglaubens,ʔaːbɐɡlaʊ̯bm̩s
kettensäge,kɛtn̩zɛːɡə
metropole,metʁopoːlə
koubek,kuːbɛk
cembalo,t͡ʃɛmbaloː
gärtnerei,ɡɛrtnəraɪ̯
grat,ɡʁaːt
besuchen,bəzuːxən
zehnfach,t͡seːnfax
fluorkunststoff,fluːoːɐ̯kʊnstʃtɔf
zeichensetzung,tsaɪ̯çənzɛtsʊŋ
triolett,tʁiolɛt
jäten,jeːtən
z,tsɛt
hannöversch,hanøːfɐʃ
abziehen,ʔaptsiːən
zählbar,tseːlbaːɐ̯
leu,lɔʏ̯
neuntens,nɔɪ̯ntn̩s
käsegabel,kɛːzəɡaːbl̩
sechsundfünfzig,zɛksʊntfʏnft͡sɪç
spargeltarzan,ʃpaʁɡəltaʁtsaːn
fünfundzwanzigwöchiger,fʏnfʊnt͡svant͡sɪçvœçɪɡɐ
dashboard,dɛʃbɔːɐ̯t
genetik,ɡeneːtɪk
missbräuchlich,mɪsbʁɔɪ̯çlɪç
rüstung,rʏstʊŋ
schorfig,ʃɔʁfɪç
präterital,pʁɛteʁitaːl
abwanderung,apvandəʁʊŋ
brause,braʊ̯zə
schalmei,ʃalmaɪ̯
stempel,ʃtɛmpəl
obelisk,obəlɪsk
abbitte,ʔapbɪtə
weltraumstation,vɛltʁaʊ̯mʃtat͡si̯oːn
landpomeranze,lantpoməʁant͡sə
englischkenntnis,ɛŋlɪʃkɛntnɪs
säuerlich,zɔɪ̯ɐlɪç
fleisse,flaɪ̯sə
girlande,ɡɪʁlandə
todkrank,toːtkʁaŋk
brautkleid,bʁaʊ̯tklaɪ̯t
gut,ɡʊt
auswaschen,aʊ̯svaʃən
könnet,kœnət
konstantinopel,kɔnstantinoːpl̩
kipphebelschalter,kɪpheːbəlʃaltɐ
wegwerfgesellschaft,vɛkvɛʁfɡəzɛlʃaft
übertöten,yːbɐtøːtn̩
stares,ʃtaːʁəs
untersuchungsausschüsse,ʊntɐzuːχʊŋsʔaʊ̯sʃʏsə
panazee,panatseːə
korrupt,kɔʁʊpt
schützlings,ʃʏt͡slɪŋs
halluzinieren,halut͡siniːʁən
belcanto,bɛlkanto
aas,aːs
helmut,hɛlmuːt
gesprächig,ɡəʃpʁɛːçɪç
handelssprache,handəlsʃpʁaːxə
tradition,tʁadit͡si̯oːn
cadmium,katmiʊm
zappenduster,tsapənduːstɐ
eichenholz,aɪ̯çn̩hɔlt͡s
spd,ʔɛspeːdeː
transparent,tʁanspaʁɛnt
anonymität,ʔanonymitɛːt
verspeisen,fɛʁʃpaɪ̯zən
lesen,leːzn̩
einwegverpackungen,aɪ̯nveːkfɛɐ̯pakʊŋən
naturen,natuːʁən
spätburgunder,ʃpɛːtbʊʁɡʊndɐ
kännchens,kɛnçən
bluff,blaf
medizin,meditsiːn
wiesenwucherblumen,viːzənvuːxɐbluːmən
ringfinger,ʁɪŋfɪŋɐ
süchtig,zʏçtɪk
seemann,zeːman
beisammen,baɪzamən
niethose,niːthoːzə
schnittwunde,ʃnɪtvʊndə
zwanzig,tsvantsɪç
gepäckablage,ɡəpɛkʔaplaːɡə
median,medi̯aːn
gefrässig,ɡəfʁeːsɪç
jägersprachlich,jɛːɡɐʃpʁaːχə
ächzen,ɛçt͡sən
goldfarbig,ɡɔltfaʁbɪç
sammeln,zaməln
bergakademie,bɛrkʔakademiː
ministerin,minɪstəʁɪn
babyeinfach,beːbiaɪ̯nfax
ansteigen,ʔanʃtaɪ̯ɡən
abblitzen,apblɪt͡sən
erbärmlich,ɛɐ̯bɛʁmlɪç
verzwanzigfacht,fɛɐ̯t͡svant͡sɪçfaxt
kosten,kɔstn̩
konsumentenschutz,kɔnzumɛntn̩ʃʊt͡s
taschengeld,taʃənɡɛlt
graphen,ɡʁaːfɱ̩
seit,zaɪ̯t
grammatikalisch,ɡʁamatikaːlɪʃ
telefonisch,teləfoːnɪʃ
import,ɪmpɔrt
abgelegenheit,ʔapɡəleːɡŋ̩haɪ̯t
korporiert,kɔʁpoʁiːɐ̯t
seriosität,zeʁiozitɛːt
rauscharm,ʁaʊ̯ʃʔaʁm
volljährigkeit,fɔljeːʁɪçkaɪ̯t
nordgermanisch,nɔʁtɡɛʁmaːnɪʃ
mehrmalig,meːɐ̯maːlɪk
waschmaschine,vaʃmaʃiːnə
aufbleiben,aʊ̯fblaɪ̯bən
ehrwürdig,eːɐ̯vʏʁdɪç
blassgelb,blasɡɛlp
warensendung,vaːʁənzɛndʊŋ
meilensäule,maɪ̯lənzɔɪ̯lə
schleckzeug,ʃlɛkt͡sɔʏ̯k
renten,ʁɛntən
dummheiten,dʊmhaɪ̯tən
dämmrig,dɛməʁɪç
moin,mɔːɪn
vierundfünfzigfach,fɪɐ̯ʊntfʏnft͡sɪçfax
lebensrune,leːbn̩sʁuːnə
y,ʏ
minuszeichen,miːnʊstsaɪ̯çən
quellen,kvɛlən
strassenkünstler,ʃtraːsənkʏnstlɐ
mahnten,maːntn̩
pasteurisieren,pastøʁiziːʁən
zoch,tsɔx
professorin,pʁofɛsoːʁɪn
säulenähnliches,zɔɪ̯lənʔɛːnlɪçəs
flutlicht,fluːtlɪçt
belasten,bəlastən
snooker,snuːkɐ
animosität,animozitɛːt
eisenbahn,aɪ̯zənbaːn
nämlich,nɛmlɪç
ätherisch,ɛteːrɪʃ
kreiszahl,kraɪ̯stsaːl
übermächte,yːbɐmɛçtə
grippe,ɡʁɪpə
mandant,mandant
entstalinisierung,ɛntʃtaliniziːʁʊŋ
zwingen,tsvɪŋən
goil,ɡoʏ̯l
jagen,jaːɡən
schafskäse,ʃaːfskɛːzə
staffel,ʃtafəl
führerschein,fyːrərʃaɪ̯n
landeswährung,landəsveːʁʊŋ
druckwellen,dʁʊkvɛlən
warenangebot,vaːʁənanɡəboːt
cremen,kʁeːmən
häretisch,hɛʁeːtɪʃ
gschaftlhuber,kʃaftl̩huːbɐ
hundesohn,hʊndəzoːn
bemalen,bəmaːlən
erythräa,eʁytʁɛːa
erquickend,ɛɐ̯kvɪkn̩t
generalvikar,ɡenəʁaːlvikaːɐ̯
rumänen,ʁumɛːnən
zeitaufwändigstem,t͡saɪ̯tʔaʊ̯fvɛndɪçstəm
siebenunddreissigfach,ziːbm̩ʊndʁaɪ̯sɪçfax
chromatographie,kʁomatoɡʁafiː
jux,jʊks
trübsinnig,tʁyːpzɪnɪk
phänomene,fɛnomeːnə
zerebralparese,tseʁebʁaːlpaʁeːzə
aussenstehenden,aʊ̯sənʃteːəndən
ätznatron,ɛtsnaːtʁɔn
kneifzange,knaɪ̯ft͡saŋə
rücktritt,ʁʏktʁɪt
verbrühen,fɛɐ̯bʁyːən
männergrippe,mɛnɐɡʁɪpə
silt,zɪlt
sofortig,sofɔʁtɪk
zusammenführung,tsuzamənfyːʁʊŋ
fauxpas,fopaːs
hochleistungsfähig,hoːxlaɪ̯stʊŋsfɛːɪç
fähigkeit,fɛːɪçkaɪ̯t
strohdach,ʃtʁoːdaχ
suchalgorithmen,zuːxʔalɡoʁɪtmən
vernetzung,fɛɐ̯nɛtsʊŋ
mauretanisch,maʊ̯ʁetaːnɪʃ
spielverderberin,ʃpiːlfɛɐ̯dɛʁbəʁɪn
zigmal,tsɪçmaːl
schokoladenpudding,ʃokolaːdn̩pʊdɪŋ
vollbrachte,fɔlbʁaxtə
konspirationstheoretikers,kɔnspiʁat͡si̯oːnsteoʁeːtikɐs
schwedt,ʃveːt
feuerschiff,fɔɪ̯ɐʃɪf
unterwuchses,ʊntəʁvuːksəs
eigenhändig,aɪ̯ɡn̩hɛndɪç
pension,pãzi̯oːn
stellwerk,ʃtɛlvɛʁk
saatkartoffel,zaːtkaʁtɔfəl
höhe,høːə
kirchenslawisch,kɪʁçn̩slaːvɪʃ
hartkäse,haʁtkeːzə
ergebung,ɛɐ̯ɡeːbʊŋ
zufall,t͡suːfal
mutterschiffes,mʊtɐʃɪfəs
weitschweifigkeit,vaɪ̯tʃvaɪ̯fɪçkaɪ̯t
untertänigsten,ʊntɐtɛːnɪçstn̩
patschen,paːtʃn
suszeptibilität,zʊst͡sɛptibilitɛːt
unieren,uniːʁən
dez,deːts
aachenerin,aːxənəʁɪn
ekzem,ɛktseːm
file,faɪ̯l
überwachen,yːbəʁvaχən
gleichmass,ɡlaɪ̯çmaːs
grünfutterversorgung,ɡʁyːnfʊtɐfɛɐ̯zɔʁɡʊŋ
maschikuli,maʃiːkuli
haltbar,haltbaːʁ
krause,kraʊ̯zə
reproduktionszahl,ʁepʁodʊkt͡si̯oːnst͡saːl
veilchen,faɪ̯lçən
plasttüte,plasttyːtə
lebenswasser,leːbn̩svasɐ
eiskaffee,aɪ̯skafeː
elfköpfig,ɛlfkœpfɪç
erdröhnen,ɛɐ̯dʁøːnən
seebär,zeːbɛːɐ̯
legasthen,leɡasten
hinkünftig,hɪnkʏnftɪç
oberpfalz,oːbɐp͡falt͡s
konzil,kɔnt͡siːl
zögerlichkeit,t͡søːɡɐlɪç
backpulver,bakpʊlvɐ
busseln,bʊsl̩n
odem,oːdəm
hentai,hɛntaɪ̯
sinngemäss,zɪnɡəmɛːs
napoleonisch,napoleoːnɪʃ
unrechtmässiger,ʊnrɛçtmɛːsɪɡɐ
elektrifizieren,elɛktʁifit͡siːɐ̯n
affentheater,afn̩teʔaːtɐ
geschmäckle,ɡəʃmɛklə
vorzeichen,foːɐ̯tsaɪ̯çən
absteigen,apʃtaɪ̯ɡən
sumsen,zʊmzn̩
schweinemast,ʃvaɪ̯nəmast
blag,blaːx
computerlinguistik,kɔmpjuːtɐlɪŋɡʊ̯ɪstɪk
bereitwilligkeit,bəʁaɪ̯tvɪlɪçkaɪ̯t
woitzdorf,vɔɪtsdɔʁf
wirst,vɪʁst
magnetisch,maɡneːtɪʃ
mannstoll,manstɔl
obolus,ɔbolʊs
akklimatisieren,aklimatiziːʁən
schreibtisch,ʃʁaɪ̯ptɪʃ
vieh,fiː
schweinhorn,ʃvaɪ̯nhɔʁn
satteltasche,zatl̩taʃə
gewittriger,ɡəvɪtʁɪɡɐ
wichtig,vɪʃtɪʃ
ganzjährig,ɡant͡sjɛːʁɪç
flämmen,flɛmən
bescheidenerem,bəʃaɪ̯dənəʁəm
bogens,boːɡŋ̩s
waldkatzen,valtkatsn̩
dame,daːmə
knäckebrot,knɛkəbʁoːt
wochenendpendlern,vɔxn̩ʔɛntpɛndlɐn
kreidig,kʁaɪ̯dɪk
achtundvierzigwöchig,axtʊntfɪɐ̯tsɪçvœçɪç
militär,militɛːr
neunzehnfach,nɔɪ̯nt͡seːnfax
siebenmonatig,ziːbənmoːnatɪç
steueroase,ʃtɔʏ̯ɐʔoʔaːzə
insektenfressend,ɪnzɛktn̩fʁɛsn̩t
kaminholze,kamiːnhɔlt͡sə
ausgeschlagen,aʊ̯sɡəʃlaːɡŋ̩
grillieren,ɡʁijiːʁən
vogelbeobachtern,foːɡl̩bəʔoːbaxtɐn
schweizerin,ʃvaɪ̯t͡səʁɪn
untergewicht,ʊntɐɡəvɪçt
farbenlehre,faʁbm̩̩leːʁə
vielgestaltig,fiːlɡəʃtaltɪç
atommacht,atoːmmaxt
patentieren,patɛntiːʁen
anzeigensparte,ant͡saɪ̯ɡənʃpaʁtə
drilling,dʁɪlɪŋ
herzkirsche,hɛʁt͡skɪʁʃə
fünfzigecks,fynft͡sɪçɛks
wirtshaus,vɪʁt͡shaʊ̯s
schmerzhaft,ʃmɛʁt͡shaft
keuchhusten,kɔɪ̯çhuːstn̩
blockhauses,blɔkhaʊ̯zəs
bethanien,beːtaːni̯ən
einstichstelle,aɪ̯nʃtɪçʃtɛlə
zug,t͡sʊx
patzig,patsɪç
prohaska,prohaska
schandpfahl,ʃantp͡faːl
tonnen,tɔnən
fortschritt,fɔʁtʃʁɪt
sendungen,zɛndʊŋən
sie,ziː
intellektueller,ɪntelɛktuɛlɐ
seiest,zaɪ̯əst
zu,t͡suː
iberer,ibeːʁəʁ
armbeuge,aʁmbɔɪ̯ɡə
balte,baltə
droben,dʁoːbm̩
gelass,ɡəlas
rasterfahndung,ʁastɐfaːndʊŋ
fonds,fõːs
anordnung,anɔʁdnʊŋ
ingrid,ɪŋɡʁiːt
angelegenheit,anɡəleːɡn̩ha͜it
schimmern,ʃɪmɐn
pensionierung,pɛnzi̯oniːʁʊŋ
verbarrikadierers,fɛɐ̯baʁikadiːʁɐs
vorzeit,foːɐ̯t͡saɪ̯t
brummer,bʁʊmɐ
orange,orɔ̃ːʃ
schlagkraft,ʃlaːkkʁaft
plage,plaːɡə
hüa,hyːaː
linkshänder,lɪŋkshɛndɐ
empor,ɛmpoːr
wach,vax
dreizehenmöwe,dʁaɪ̯t͡seːənmøːvə
tischuhr,tɪʃuːr
harpunieren,haʁpuniːʁən
zurückdenken,t͡suʁʏkdɛŋkn̩
veganismus,veɡanɪsmʊs
symmetrie,zʏmetʁiː
waffentechnisch,vafn̩tɛçnɪʃ
pandabär,pandabɛːɐ
fatzke,fat͡skə
mastvieh,mastfiː
friesisch,fʁiːzɪʃ
tertiär,tɛʁt͡si̯ɛːɐ̯
aufhetzer,aʊ̯fhɛt͡sɐ
pensionär,pɑ̃si̯onɛːɐ̯
biegsam,bikzam
absatzzeichen,apzatstsaɪ̯çən
abtönen,aptøːnən
tafel,taːfl̩
onager,onaːɡɐ
pflaumenbaum,p͡flaʊ̯mənbaʊ̯m
unruhig,ʊnʁuːɪk
beleihen,bəlaɪ̯ən
