disponibilidade,diʃpunibilidadɨ
revanchismo,ʁɨbɐ̃t͡ʃiʒmu
caderno,kɐdɛɾnu
novinha,nuviɲɐ
seria,sɨɾiɐ
arrebol,ɐʁɨbɔl
expetativa,iʃpɛtɐtivɐ
uniu,uniw
alegórico,ɐlɨɡɔɾiku
encefálicos,ẽsɨfalikuʃ
abreviar,ɐbɾɨvjaɾ
bibliograficamente,bibljuɡɾafikɐmẽtɨ
fractal,fɾatal
suarabácti,swaɾabakt͡ʃi
antipeptídeo,ɐ̃tipɛptidju
plateia,plɐteɐ
legisla,lɨʒiʒlɐ
chacra,ʃakɾɐ
provirá,pɾubiɾa
abertura,ɐbɨɾtuɾɐ
amonite,ɐmunitɨ
criptofascismo,kɾiptɔfɐʃsiʒmu
asco,aʃku
logaritmo,luɡɐɾitɨmu
canoa,kɐnowɐ
achas,aʃɐʃ
finávamos,finavɐmuʃ
televisado,tɨlɨvizadu
grelha,ɡɾɐjʎɐ
vagante,vɐɡɐ̃tɨ
armadura,ɐɾmɐduɾɐ
nutrido,nutɾidu
adversativamente,ɐdvɨɾsɐtivɐmẽtɨ
queimação,kɐjmɐsɐ̃w̃
pernilongo,pɛɾnilõɡu
produtor,pɾudutoɾ
dinamarquês,dinɐmɐɾkeʃ
explicar,iʃplikaɾ
anaeróbico,ɐnɐɛɾɔbiku
iberismo,ibɨɾiʒmu
tenha,teɲɐ
ossónoba,ɔsɔnubɐ
automotriz,awtɔmutɾiʃ
olhava,ɔʎabɐ
trabalhou,tɾɐbɐʎow
funcho,fũʃu
carteis,kɐɾteʃ
vieste,vjɛʃtɨ
frisada,fɾizadɐ
encastoar,ẽkɐʃtwaɾ
assessor,ɐsɨsoɾ
amalgamar,ɐmalɡɐmaɾ
doestar,dwɛʃtaɾ
antirressonante,ɐ̃tiʁɨsunɐ̃tɨ
tomas,tomɐʃ
internacionalizar,ĩtɨɾnɐsjunɐlizaɾ
testado,tɨʃtadu
escandinavas,iʃkɐ̃dinabɐʃ
florirá,fluɾiɾa
eli,ɛli
vivaz,bibaʃ
maricas,mɐɾikɐʃ
fenestra,fɨnɛʃtɾɐ
voto,bɔtu
aleive,ɐlejvɨ
freará,fɾjɐɾa
heráldica,eɾaldikɐ
laptop,lɛptɔp
turbante,tuɾbɐ̃tɨ
ossatura,ɔsɐtuɾɐ
talco,talku
irremediavelmente,iʁɨmɨdjavɛlmẽtɨ
treino,tɾɐjnu
sinólogos,sinɔluɡuʃ
champignon,ʃɐ̃piɲõ
carunchar,kɐɾũt͡ʃaɾ
horizontalmente,ɔɾizõtalmẽtɨ
estejais,iʃtɨʒajʃ
pensativo,pẽsɐtibu
antiortodoxo,ɐ̃tiɔɾtɔdɔksu
lampejo,lɐ̃peʒu
colmará,kɔlmɐɾa
vidal,bidal
começou,kumɨsow
notável,nutavɛl
faule,fawlɨ
cozer,kuzeɾ
laplacianos,laplɐsjɐnuʃ
instala,ĩʃtalɐ
esotérico,izutɛɾiku
criada,kɾiadɐ
andrade,ɐ̃dɾadɨ
intemperismo,ĩtẽpɨɾiʒmu
argumentativos,ɐɾɡumẽtɐtivuʃ
turismo,tuɾiʒmu
dádiva,dadivɐ
tonema,tunemɐ
precisando,pɾɨsizɐ̃du
telemóvel,tɛlɛmɔbɛl
plantéis,plɐ̃tɐjʃ
casaras,kɐzaɾɐʃ
macetearei,mɐsɨtjɐɾɐj
recalco,ʁɨkalku
brejeirice,bɾɨʒeɾisɨ
grátis,ɡɾatiʃ
melodrama,mɛlɔdɾɐmɐ
privilégio,pɾɨvilɛʒju
judicial,ʒudisjal
pensamos,pẽsɐmuʃ
genitiva,ʒɨnitibɐ
ampolar,ɐ̃pulaɾ
indecifrável,ĩdɨsifɾavɛl
ametropia,ɐmɛtɾupiɐ
vampiro,bɐ̃piɾu
canção,kɐ̃sɐ̃w̃
romãzeira,ʁumɐ̃zejɾɐ
lembrei,lẽbɾe
guardar,ɡwɐɾdaɾ
oceania,ɔsjɐniɐ
abandonaríeis,ɐbɐ̃dunɐɾieʃ
ressarcimento,ʁɨsɐɾsimẽtu
bitaite,bitajtɨ
despeito,dɨʃpetu
cague,kaɡɨ
impraticável,ĩpɾɐtikabɛl
revertível,ʁɨbɨɾtibɛl
levará,lɨbɐɾa
vítor,bitɔɾ
rottweiler,ʁɔtɨvajlɛɾ
sanduíche,sɐ̃dwit͡ʃɨ
androide,ɐ̃dɾɔjdɨ
fásico,faziku
abalava,ɐbɐlavɐ
notebook,nowtɨbukɨ
celebrar,sɨlɨbɾaɾ
ninfomaníaco,nĩfɔmɐniɐku
casinha,kɐziɲɐ
acrescentou,ɐkɾɨʃẽtow
paracetamol,pɐɾɐsɛtɐmɔl
gira,ʒiɾɐ
calculará,kalkulɐɾa
monómio,munɔmju
metralhadora,mɛtɾaʎadoɾɐ
indonésia,ĩdɔnɛzjɐ
africano,ɐfɾikɐnu
fritam,fɾitɐ̃w̃
surpreendido,suɾpɾjẽdidu
atividade,atibidadɨ
mirandesa,miɾɐ̃dezɐ
apreço,ɐpɾesu
azaleia,ɐzɐlejɐ
postrimeiras,puʃtɾimɐjɾɐʃ
paranho,pɐɾɐɲu
eugénio,ewʒɛniu
juntamente,ʒũtɐmẽtɨ
ruralmente,ʁuɾalmẽtɨ
janta,ʒɐ̃tɐ
clã,klɐ̃
ene,ɛnɨ
pacotilha,pɐkutiʎɐ
detetarei,dɨtɛtɐɾɐj
pôr,poɹ
tudo,tydu
toco,tɔku
apoditicamente,ɐpuditikɐmẽtɨ
avista,ɐviʃtɐ
lacrem,lakɾɐ̃j̃
capitães,kɐpitɐ̃j̃ʃ
vedada,bɨdadɐ
abelardo,ɐbɨlaɾdu
levantar,lɨbɐ̃taɾ
inacessível,inɐsɨsivɛl
convidem,kõvidɐ̃j̃
atem,atɐ̃j̃
andável,ɐ̃dabɛl
brotoeja,bɾutweʒɐ
rupia,ʁupiɐ
tourão,towɾɐ̃w̃
lavrador,lɐvɾɐdoɾ
desmentir,dɨʒmẽtiɾ
dácio,dasju
casei,kɐzɐj
batalha,bɐtaʎɐ
esquilar,iʃkilaɾ
analogicamente,ɐnɐlɔʒikɐmẽtɨ
túnel,tunɛl
relinchar,ʁɨlĩt͡ʃaɾ
vedaria,bɨdɐɾiɐ
inveja,ĩvɛʒɐ
biodegradável,biɔdɨɡɾɐdavɛl
jussiva,ʒusibɐ
reforma,ʁɨfɔɾmɐ
casuar,kɐzwaɾ
formiguinha,fuɾmiɡiɲɐ
vidigueira,vidiɡeɾɐ
vinham,biɲɐ̃w̃
cómico,kɔmiku
voragem,buɾaʒɐ̃j̃
eles,elɨʃ
transparente,tɾɐ̃ʃpɐɾẽtɨ
desacato,dɨzɐkatu
eslovaca,iʒlɔvakɐ
egeia,ɛʒɐjɐ
empalamento,ẽpɐlɐmẽtu
dinheirinho,diɲeɾiɲu
veemência,bjɨmẽsjɐ
sugará,suɡɐɾa
estaco,iʃtaku
bolapé,bulɐpɛ
triturado,tɾituɾadu
perdida,pɨɾdidɐ
adequado,ɐdɨkwadu
alcoolímetro,alkwulimɨtɾu
afeção,ɐfɛsɐ̃w̃
abstraidamente,ɐbʃtɾɐidɐmẽtɨ
tardezinha,taɾdɨziɲɐ
talmude,talmudɨ
harém,aɾɐ̃j̃
palear,pɐljaɾ
instante,ĩʃtɐ̃tɨ
provocar,pɾuvukaɾ
prescindível,pɾɨʃsĩdivɛl
constantina,kõʃtɐ̃tinɐ
choverei,ʃuvɨɾej
irrequieto,iʁɨkjɛtu
caso,kazu
autenticar,awtẽtikaɾ
rodo,ʁɔdu
feita,fetɐ
shizuko,ʃizuku
excitão,ejʃitɐ̃w̃
tiara,tjaɾɐ
irreversível,iʁɨvɨɾsivɛl
fada,fadɐ
venhais,vɨɲajʃ
antiescolástico,ɐ̃tiʃkulaʃtiku
locomotiva,lukumutibɐ
yuri,juɾi
lúmenes,lumɛnɨʃ
caranguejeira,kɐɾɐ̃ɡɨʒeɾɐ
carreto,kɐʁetu
leiloo,lɐjlowu
tetraz,tɨtɾaʃ
grainha,ɡɾɐiɲɐ
pinheiro,piɲejɾu
desconvidada,dɨʃkõvidadɐ
acrescer,ɐkɾɨʃeɾ
bruxuleante,bɾuʃuljɐ̃tɨ
letrado,lɨtɾadu
anglófono,ɐ̃ɡlɔfunu
cingiu,sĩʒiw
leitegadas,lɐjtɨɡadɐʃ
campanário,kɐ̃pɐnaɾju
limpeza,lĩpezɐ
atravessado,ɐtɾɐbɨsadu
intumescente,ĩtumɨʃsẽtɨ
avis,ɐbiʃ
teia,tɐjɐ
afigurar,ɐfiɡuɾaɾ
velódromo,bɨlɔdɾumu
insegurança,ĩsɨɡuɾɐ̃sɐ
antipatriarcal,ɐ̃tipɐtɾjɐɾkal
sincelo,sĩselu
chispar,t͡ʃiʃpaɾ
avental,ɐbẽtal
iugoslava,juɡuʒlavɐ
cícero,sisɨɾu
cegonha,sɨɡoɲɐ
valença,bɐlẽsɐ
antiplágio,ɐ̃tiplaʒju
dublê,duble
adrede,ɐdɾedɨ
ris,ʁiʃ
deia,dɐjɐ
contei,kõtej
orkuteiro,oʁkutejɾu
batéis,bɐtɛjʃ
tapioca,tɐpjɔkɐ
voltasse,vɔltasɨ
chovido,ʃuvidu
consulesa,kõsulezɐ
sapatos,sɐpatuʃ
epitrocoide,epitɾukɔjdɨ
albano,albɐnu
cachoeira,kaʃuejɾɐ
sexcentésimo,seʃsẽtɛzimu
descartável,dɨʃkɐɾtavɛl
ínio,inju
estando,iʃtɐ̃du
sedoso,sɨdozu
lavável,lɐbabɛl
irredutível,iʁɨdutivɛl
adotável,ɐdɔtabɛl
salsa,salsɐ
heroicidade,iɾɔjsidadɨ
reiquejavique,ʁɐjkɨʒavikɨ
trincheira,tɾĩʃeɾɐ
limite,limitɨ
choveste,ʃuveʃtɨ
polianteia,pɔliɐ̃tɐjɐ
sabes,sabɨʃ
cometíeis,kumɨtiɐjʃ
extensível,eʃtẽsivɛl
estamos,iʃtɐmuʃ
ornitológico,ɔɾnitulɔʒiku
pentear,pẽtjaɾ
antitosse,ɐ̃titɔsɨ
criptofone,kɾiptɔfɔnɨ
neofascismo,nɛɔfɐʃiʒmu
ebó,ebɔ
carioca,kɐɾjɔkɐ
fingidor,fĩʒidoɾ
degeneradas,dɨʒɨnɨɾadɐʃ
nasalmente,nɐzalmẽtɨ
distinguiam,diʃtĩɡiɐ̃w̃
caridade,kɐɾidadɨ
instagramável,ĩʃtɐɡɾɐmabɛl
achava,ɐʃavɐ
rebeca,ʁɨbɛkɐ
ancoradouro,ɐ̃kuɾɐdowɾu
imiscível,imiʃsivɛl
compensássemos,kõpẽsasɨmuʃ
estejamos,iʃtɨʒɐmuʃ
valva,valvɐ
prisão,pɾizɐ̃w̃
finareis,finɐɾejʃ
boas,bowɐʃ
chouriço,t͡ʃowɾisu
desenvolvedor,dɨzẽvɔlvɨdoɾ
antipassivo,ɐ̃tipɐsivu
alenquer,ɐlẽkɛɾ
alvoroço,albuɾɔsu
vilos,viluʃ
acelere,ɐsɐlɛɾɨ
desamparada,dɨzɐ̃pɐɾadɐ
alto,awtʷ
machete,mɐʃetɨ
frequências,fɾɨkwẽsjɐʃ
agarre,ɐɡaʁɨ
atomicamente,ɐtɔmikɐmẽtɨ
feriado,fɨɾjadu
leem,leɐ̃j̃
apreciavelmente,ɐpɾɨsjavɛlmẽtɨ
tornarei,tuɾnɐɾej
êxodo,ejzudu
atilamento,ɐtilɐmẽtu
anoxibiose,ɐnɔksibjɔzɨ
pátria,patɾjɐ
bacharel,bɐʃɐɾɛl
goiás,ɡojaʃ
hortelã,ɔɾtɨlɐ̃
despacho,dɨʃpat͡ʃu
antenação,ɐ̃tɨnɐsɐ̃w̃
flávio,flavju
suspenso,suʃpẽsu
levava,lɨbabɐ
tapira,tɐpiɾɐ
chinela,ʃinɛlɐ
atirou,ɐtiɾow
vaqueiro,vɐkeɾu
alcaçuz,alkɐsuʃ
atarracar,ɐtɐʁɐkaɾ
finalzinho,finalziɲu
baratinho,bɐɾɐtiɲu
esguelha,iʒɡɐjʎɐ
papel,pɐpɛl
vítor,vitɔɾ
fragmentar,fɾaɡmẽtaɾ
freixo,fɾejʃu
supertaça,supɛɾtasɐ
teixeira,tɐjʃɐjɾɐ
isquémicos,iʃkɛmikuʃ
verem,veɾɐ̃j̃
aerobiologia,ɐɛɾɔbiuluʒiɐ
subjetivar,subʒɛtivaɾ
subjetividade,subʒɛtibidadɨ
extensível,ɐjʃtẽsivɛl
adoravelmente,ɐduɾabɛlmẽtɨ
estratosfera,iʃtɾatɔʃfɛɾɐ
xale,t͡ʃalɨ
anticoceira,ɐ̃tikusɐjɾɐ
goteira,ɡutejɾɐ
califa,kɐlifɐ
útero,utɨɾu
tampouco,tɐ̃poku
cartum,kaɾtũ
construiu,kõʃtɾuiw
transversal,tɾɐ̃ʒbɨɾsal
zumbia,zũbiɐ
zurrapa,zuʁapɐ
chibatam,ʃibatɐ̃w̃
note,nɔt͡ʃ
cabeleireiro,kɐbɨlɐjɾɐjɾu
contáreis,kõtaɾɐjʃ
opróbrio,opɾɔbɾiu
leis,lejʃ
namíbia,nɐmibjɐ
aplanar,ɐplɐnaɾ
detetado,dɨtɛtadu
vascaíno,vɐʃkɐinu
arredável,ɐʁɨdavɛl
antifumo,ɐ̃tifumu
sistemático,siʃtɨmatiku
antissatélite,ɐ̃tisɐtɛlitɨ
baseado,bɐzjadu
calhem,kaʎɐ̃j̃
rateio,ʁɐteju
polimórfico,pɔlimɔɾfiku
visar,bizaɾ
mangá,mɐ̃ɡa
khmer,kmɛɾ
quati,kwati
caçamba,kɐsɐ̃bɐ
esclarecedora,iʃklɐɾɨsɨdoɾɐ
abalroo,ɐbalʁowu
toa,toɐ
marinha,mɐɾiɲɐ
freira,fɾeɾɐ
circulatório,siɾkulɐtɔɾju
tv,tɨve
lhaneza,ʎɐnezɐ
missa,misɐ
barquinha,bɐɾkiɲɐ
peituda,pɐjtudɐ
neónio,nɨɔniu
acelerou,ɐsɨlɐɾo
vossemecê,vɔsɨmɨse
pejorativo,pɨʒuɾɐtivu
insular,ĩsulaɾ
clónico,klɔniku
acusador,ɐkuzɐdoɾ
lactómetro,lɐktɔmɨtɾu
esplêndido,iʃplẽdidu
agente,ɐʒẽtɨ
volto,bɔltu
flecha,flɛʃɐ
luso,luzu
inchará,ĩt͡ʃɐɾa
sequestro,sɛkwɛʃtɾʊ
chá,ʃa
interstício,ĩtɨɾʃtisju
irredentismo,iʁɨdẽtiʒmu
neoprene,nɛɔpɾenɨ
teeteto,teetetu
haverei,ɐbɨɾej
pães,pɐ̃j̃ʃ
criptofascismo,kɾiptɔfaʃsiʒmu
cuidadoso,kujdɐdozu
exterminador,iʃtɨɾminɐdoɾ
cozinhando,kuziɲɐ̃du
irrepetível,iʁɨpɨtivɛl
ismael,iʒmɐɛl
vicente,bisẽtɨ
aleticamente,ɐlɛtikɐmẽtɨ
serval,sɨɾbal
coicear,kojsjaɾ
metabolismo,mɨtɐbuliʒmu
trai,tɾaj
tiago,tʃiaɡo
autotrofia,awtɔtɾufiɐ
autorreferência,awtɔʁɨfɨɾẽsjɐ
semiautónomas,sɨmiawtɔnumɐʃ
tochar,tut͡ʃaɾ
faiais,fajajʃ
amortizável,ɐmuɾtizabɛl
transbordo,tɾɐ̃ʒboɾdu
vazem,vazɐ̃j̃
nascença,nɐsẽsɐ
tachar,tɐʃaɾ
reporá,ʁɨpuɾa
varejo,vɐɾɐjʒu
endoscopia,ẽdɔʃkupiɐ
tinhoso,tiɲozu
nosocômio,nɔzɔkomiu
bibliotecário,bibljutɨkaɾju
géis,ʒɐjʃ
chulará,ʃulɐɾa
pequenos,pɨkenuʃ
almanjarra,almɐ̃ʒaʁɐ
boleadeira,buljɐdɐjɾɐ
perecibilidade,pɨɾɨsibilidadɨ
nórdico,nɔɾdiku
regime,ʁɨʒimɨ
morte,mɔɾtɨ
abstrativo,ɐbʃtɾativu
licencioso,lisẽsjozu
patriota,pɐtɾiɔtɐ
seixo,seʃu
zoeira,zweɾɐ
caracterização,kɐɾɐktɨɾizɐsɐ̃w̃
obséquio,ɔbzɛkju
monteiro,mõtɐjɾu
rapto,ʁaptu
igualo,iɡwalu
cartéis,kɐɾtɐjʃ
empregado,ẽpɾɛɡadu
poliglota,pɔliɡlɔtɐ
apetrecho,ɐpɨtɾɐjʃu
frouxo,fɾoʃu
tobias,tubiɐʃ
latirão,lɐtiɾɐ̃w̃
donut,dɔnutɨ
boto,botu
subitamente,subitɐmẽtɨ
advocar,ɐdbukaɾ
módena,mɔdɨnɐ
veículo,beikulu
todos,toduʃ
sófocles,sɔfuklɨʃ
vinhedo,biɲedu
alucinar,ɐlusinaɾ
machão,mɐt͡ʃɐ̃w̃
tremenda,tɾɨmẽdɐ
pena,penɐ
fauno,fawnu
desligava,dɨʒliɡabɐ
déspota,dɛʃputɐ
narra,naʁɐ
chapecoense,ʃɐpɨkwẽsɨ
arsenal,ɐɾsɨnal
genal,ʒɨnal
coisado,kojzadu
platôs,platoʃ
inverter,ĩvɨɾteɾ
usura,uzuɾɐ
fenomenal,fɨnumɨnal
divisaríamos,dibizɐɾiɐmuʃ
deslealdade,dɨʒljaldadɨ
peidar,pɐjdaɾ
lastimável,lɐʃtimavɛl
pide,pidɨ
peloponeso,pɨlupunezu
súlfur,sulfuɾ
impulsivamente,ĩpulsivɐmẽtɨ
amado,ɐmadu
mexerá,mɨʃɨɾa
baraça,bɐɾasɐ
estanhado,iʃtɐɲadu
mórmones,mɔɾmɔnɨʃ
parcial,pɐɾsjal
chulipa,ʃulipɐ
arrufar,ɐʁufaɾ
atilar,ɐtilaɾ
achocolatai,ɐʃukulɐtaj
amparo,ɐ̃paɾu
barroso,bɐʁozu
declive,dɨklivɨ
topázio,tupazju
decídua,dɨsidwɐ
emparelhando,ẽpɐɾɨʎɐ̃du
antiempírico,ɐ̃tiẽpiɾiku
veiga,vejɡɐ
infodemia,ĩfudɨmiɐ
ununséptio,unũsɛptju
acabe,ɐkabɨ
paranormal,pɐɾɐnɔɾmal
mancar,mɐ̃kaɾ
diabrete,diɐbɾetɨ
marketing,maɾkɨtĩɡ
paramagnético,pɐɾɐmaɡnɛtiku
decompõem,dɨkõpõj̃ɐ̃j̃
macho,mat͡ʃu
descercar,dɨʃɨɾkaɾ
cacofonia,kɐkɔfuniɐ
deste,dɛʃtɨ
entremeio,ẽtɾɨmɐju
taberna,tɐbɛɾnɐ
usava,uzabɐ
renque,ʁẽkɨ
caprichada,kɐpɾit͡ʃadɐ
bico,biku
amigavelmente,ɐmiɡavɛlmẽtɨ
miseravelmente,mizɨɾabɛlmẽtɨ
duas,døɐʃ
cardiológicos,kaɾdjulɔʒikuʃ
preceito,pɾɨsɐjtu
possibilitar,pusibilitaɾ
lírio,liɾju
suor,swɔɾ
bissexto,biseʃtu
tarouca,tɐɾokɐ
esplendor,iʃplẽdoɾ
ruténio,ʁutɛnju
humanoide,umɐnɔjdɨ
sejar,sɨʒaɾ
direitos,diɾejtuʃ
inteiras,ĩteɾɐʃ
ourém,owɾɐ̃j̃
euro,ewɾu
empate,ẽpatɨ
antiposicional,ɐ̃tipuzisjunal
guarujá,ɡwɐɾuʒa
animê,anime
dizível,dizivɛl
logo,lɔɡu
quererei,kɨɾɨɾɐj
fugir,fuʒiɾ
amante,ɐmɐ̃tɨ
fluorídrico,fluuɾidɾiku
livre,libɾɨ
orquestral,ɔɾkɨʃtɾal
ajeitar,ɐʒɐjtaɾ
claraboia,klaɾɐbɔjɐ
voz,vɔʃ
universidades,univɨɾsidadɨʃ
comeríamos,kumɨɾiɐmuʃ
mortificar,muɾtifikaɾ
missiva,misibɐ
regulável,ʁɨɡulabɛl
faraónico,fɐɾɐɔniku
chavear,ʃɐvjaɾ
minete,minɛtɨ
tipográfica,tipuɡɾafikɐ
adverbializar,ɐdvɨɾbjɐlizaɾ
escalfar,iʃkalfaɾ
trocará,tɾukɐɾa
bão,bɐ̃w̃
drinque,dɾĩkɨ
vasco,vaʃku
espicho,iʃpiʃu
terdes,teɾdɨʃ
antiparalelo,ɐ̃tipɐɾɐlɛlu
curandeiro,kuɾɐ̃dejɾu
antissuborno,ɐ̃tisuboɾnu
negligenciável,nɨɡliʒẽsjavɛl
sommelier,sɔmɛlje
coletes,kulɛtɨʃ
detalhes,dɨtaʎɨʃ
apaziguas,ɐpɐziɡuɐʃ
amaneirar,ɐmɐnejɾaɾ
astride,ɐʃtɾidɨ
teta,tetɐ
multásseis,multasejʃ
hortifrúti,oʁt͡ʃifɾut͡ʃi
kaminski,kamĩski
uma,umɐ
oseias,ɔzejɐʃ
parei,pɐɾɐj
curtidor,kuɾtidoɾ
parceiro,pɐɾsɐjɾu
sievert,sivɐɾt
putrescível,putɾɨʃivɛl
cachaceiro,kɐʃɐseɾu
silfo,silfu
clube,klubɨ
britónica,bɾitɔnikɐ
ko,keɔ
chicho,ʃiʃu
brusque,bɾuʃkɨ
convénio,kõvɛniu
falou,fɐlo
devorar,dɨvuɾaɾ
clinicamente,klinikɐmẽtɨ
revolução,ʁɨvlusɐ̃w̃
ajustar,ɐʒuʃtaɾ
sensatez,sẽsɐteʃ
aventureiro,ɐvẽtuɾɐjɾu
transitar,tɾɐ̃zitaɾ
orca,ɔɾkɐ
combatem,kõbatɐ̃j̃
garçonete,ɡɐɾsunɛtɨ
despressurizar,dɨʃpɾɨsuɾizaɾ
deflexão,dɨflɛksɐ̃w̃
isóscele,izɔʃɨlɨ
meritíssimo,mɨɾitisimu
ordenado,ɔɾdɨnadu
afluente,ɐfluẽtɨ
achocolatei,ɐʃukulɐtej
desafivelar,dɨzɐfivɨlaɾ
auferível,awfɨɾivɛl
virem,biɾɐ̃j̃
desaconselháveis,dɨzɐkõsɨʎavɐjʃ
multassem,multasɐ̃j̃
pezinho,peziɲu
murro,muʁu
dínamo,dinɐmu
primeiras,pɾimɐjɾɐʃ
comunicavelmente,kumunikabɛlmẽtɨ
generativo,ʒɨnɨɾɐtibu
mobelha,mubeʎɐ
cerrar,sɨʁaɾ
sacarídeo,sɐkɐɾidju
avó,ɐbɔ
contadas,kõtadɐʃ
delinquência,dɨlĩkwẽsjɐ
censurares,sẽsuɾaɾɨʃ
palidamente,palidɐmẽtɨ
strogonoff,stɾɔɡɔnɔfɨ
fumará,fumɐɾa
lembrar,lĩbɾaɹ
dalguma,dalɡumɐ
minorca,minɔɾkɐ
dignificar,diɡnifikaɾ
transvasar,tɾɐ̃ʒbɐzaɾ
altíssimo,altisimu
criptido,kɾiptidu
hesitante,ezitɐ̃tɨ
root,ʁut
acrosticamente,ɐkɾɔʃtikɐmẽtɨ
tamborilar,tɐ̃buɾilaɾ
virilha,vɨɾiʎɐ
atribuir,ɐtɾibwiɾ
nasço,naʃu
vertigem,bɨɾtiʒɐ̃j̃
marretada,mɐʁɨtadɐ
equilibrado,ikilibɾadu
muxoxar,muʃuʃaɾ
vaga,baɡɐ
ajácio,aʒasju
heliocêntrico,ɛljɔsẽtɾiku
sonhará,suɲɐɾa
cecília,sɨsiljɐ
calórico,kɐlɔɾiku
docíssimo,dusisimu
quadrilião,kwɐdɾiljɐ̃w̃
castidade,kɐʃtidadɨ
acabado,ɐkɐbadu
hasta,aʃtɐ
brochura,bɾut͡ʃuɾɐ
plagiozinho,plaʒjuziɲu
ferreiro,fɨʁɐjɾu
antiaglomerante,ɐ̃tiɐɡlumɨɾɐ̃tɨ
ataviar,ɐtɐvjaɾ
antialodínico,ɐ̃tiɐlɔdiniku
pane,pɐnɨ
tornasse,tuɾnasɨ
apirético,ɐpiɾɛtiku
feitio,fetiu
húngara,ũɡɐɾɐ
astrologia,ɐʃtɾuluʒiɐ
economista,ikɔnumiʃtɐ
granadino,ɡɾɐnɐdinu
nave,nabɨ
sacudu,sakudu
multas,multɐʃ
aquatinta,ɐkwɐtĩtɐ
retomada,ʁɨtumadɐ
anil,ɐnil
capiteis,kɐpiteʃ
dividiria,dibidiɾiɐ
tingia,tĩʒiɐ
brandir,bɾɐ̃diɾ
coeficientes,kɔɛfisjẽtɨʃ
bismuto,biʒmutu
rara,ʁaɾɐ
interesseiro,ĩtɨɾɨsɐjɾu
noivará,nojvɐɾa
preceito,pɾɨsejtu
rojar,ʁuʒaɾ
colosso,kulosu
boina,bojnɐ
compensareis,kõpẽsɐɾeʃ
quantitativos,kwɐ̃titɐtivuʃ
ajuste,ɐʒuʃtɨ
e,ɛ
metástase,mɨtaʃtɐzɨ
conscientemente,kõʃjẽtɨmẽtɨ
ganhara,ɡɐɲaɾɐ
biofílico,bjɔfiliku
vieste,bjɛʃtɨ
extracontratual,ɐjʃtɾɐkõtɾɐtwal
neurológica,newɾulɔʒikɐ
antigos,ɐ̃tiɡuʃ
cabrita,kɐbɾitɐ
save,sɐjvɨ
marítimo,mɐɾitimu
caço,kasu
micáceo,mikasju
manca,mɐ̃kɐ
camionete,kamjunɛtɨ
peixes,pɐjʃɨʃ
triz,tɾiʃ
caloiro,kɐlojɾu
monumental,munumẽtal
lolardo,lulaɾdu
aldeias,aldeɐʃ
brecar,bɾɛkaɾ
tipoia,tipɔjɐ
velhice,bɨʎisɨ
cargo,kaɾɡu
cirenaica,siɾɨnajkɐ
varia,vɐɾiɐ
vitupério,vitupɛɾju
houvermos,owvɛɾmuʃ
estojo,iʃtoʒu
venhas,beɲɐʃ
utilizaremos,utilizɐɾemuʃ
interagir,ĩtɛɾaʒiɾ
guatemala,ɡwɐtɨmalɐ
coloidal,kulɔjdal
pivôs,piboʃ
fastidioso,fɐʃtidjozu
selma,sɛlmɐ
avaliar,ɐbɐljaɾ
aricanduva,ɐɾikɐ̃dubɐ
repetido,ʁɨpɨtidu
despiu,dɨʃpiw
capitato,kɐpitatu
automedicação,awtɔmɨdikɐsɐ̃w̃
normalidade,nɔɾmɐlidadɨ
acometereis,ɐkumɨtɨɾejʃ
estiagem,iʃtjaʒɐ̃j̃
bastava,bɐʃtabɐ
gabe,ɡabɨ
cheirará,ʃeɾɐɾa
multidimensional,multidimẽsjunal
taipei,tajpej
detetaram,dɨtɛtaɾɐ̃w̃
desfilar,dɨʃfilaɾ
finásseis,finasɐjʃ
nutriu,nutɾiw
caseis,kɐzeʃ
santificar,sɐ̃tifikaɾ
material,mɐtɨɾjal
rigidamente,ʁiʒidɐmẽtɨ
desabalroar,dɨzɐbalʁwaɾ
quixotesco,kit͡ʃuteʃku
leiria,lɐjɾiɐ
ignominioso,iɡnuminjozu
rameira,ʁɐmejɾɐ
rodrigo,ʀodɾiɡo
convidados,kõvidaduʃ
escara,iʃkaɾɐ
romântico,ʁumɐ̃tiku
descuberto,dɨʃkubɛɾtu
abacateiro,ɐbɐkɐteɾu
antissubjetivismo,ɐ̃tisubʒɛtibiʒmu
sexagenário,sɛksɐʒɨnaɾju
mãos,mɐ̃w̃ʃ
holofote,ɔlɔfɔtɨ
rocheda,ʁuʃedɐ
desperto,dɨʃpɛɾtu
sossegar,susɨɡaɾ
barbeiro,bɐɾbɐjɾu
plêuston,plewʃtɔn
achocolateis,ɐʃukulɐteʃ
metodicamente,mɨtɔdikɐmẽtɨ
charlatã,t͡ʃɐɾlɐtɐ̃
recebo,ʁɨsebu
vejam,vɐjʒɐ̃w̃
irlandês,iɾlɐ̃deʃ
isomórfico,izɔmɔɾfiku
desconchavar,dɨʃkõt͡ʃɐbaɾ
interjeição,ĩtɨɾʒesɐ̃w̃
traremos,tɾɐɾemuʃ
outrossim,owtɾusĩ
célebre,sɛlɨbɾɨ
aboral,ɐboɾal
ufa,ufɐ
enfeite,ẽfejtɨ
carlos,kaɾluʃ
contradição,kõtɾɐdisɐ̃w̃
flamenguista,flɐmẽɡiʃtɐ
