coch,koːχ
lleianaidd,ɬei̯aːnai̯ð
anhwylderau,anhʊi̯ldeːrai̯
prys,priːs
gwiwerod,ɡwɪu̯ɛrɔd
gwe,ɡweː
theatr,θeːatr
foldofa,vɔldɔva
gwenwyn,ɡwɛnwɪn
gares,ɡarɛs
prynwch,prənʊχ
tlawd,tlau̯d
crysau,krəsai̯
cochyn,koːχɪn
grefi,ɡreːvi
alannon,alanɔn
ddrama,ðrama
goch,ɡoːχ
ydw,ədu
afr,aːvar
chythraul,χəθrai̯l
teisennau,tɪsɛnɛ
chynnes,χənɛs
adwaen,adwai̯n
tannau,tanɛ
mhunt,m̥ɪnt
medran,mɛdran
gris,ɡriːs
beiblau,bei̯blɛ
chawn,χau̯n
mwyaf,mʊi̯a
gantorion,ɡantɔrjɔn
dacluso,daklɪsɔ
ngwres,ŋwreːs
hydawdd,hədau̯ð
coes,kɔi̯s
longwr,lɔŋʊr
chloan,χlɔan
banjos,band͡ʒɔz
barn,barn
eangiadau,ɛaŋjadɛ
nghallio,ŋ̊aɬjɔ
arlwyau,arlʊi̯ai̯
nhrwyddedau,n̥rʊi̯ðɛdɛ
gyfoethoced,ɡəvɔi̯θɔkɛd
pyramid,pɪramɪd
gwelais,ɡweːlai̯s
morgan,mɔrɡan
becso,bɛksɔ
daioni,dajɔni
habadesau,habadɛsɛ
gwaedded,ɡwei̯ðɛd
ngoleuadau,ŋɔlei̯aːdɛ
thatws,θatʊs
troedfedd,trɔi̯dvɛð
pur,piːr
babŵn,babuːn
cafon,kavɔn
caethweision,kei̯θwei̯sjɔn
magnelwyr,maɡneːlʊr
bromin,broːmɪn
brawychiad,brau̯əχjad
dalon,dalɔn
lled,ɬeːd
gwallus,ɡwaɬɪs
llenyddol,ɬɛnəðɔl
cwestau,kwɛsdɛ
treisiwr,trei̯ʃʊr
olynu,ɔləni
hyllt,hɪɬd
pabi,pabi
potel,pɔtal
rŵan,ruːan
galwad,ɡalwad
sbleisio,sblei̯ʃɔ
baidd,bai̯ð
atsain,atsai̯n
mathau,maθai̯
arglwyddes,arɡlʊi̯ðɛs
ngwyliau,ŋʊi̯ljai̯
dyrysni,dərəsni
caner,kaːnɛr
teithio,tei̯θɔ
celai,keːlɛ
feithrin,vei̯θrɪn
cerdded,kɛrðɛd
dedwydd,deːdʊi̯ð
cwestiynau,kwɛsdjənɛ
gwrando,ɡrandɔ
synio,sənjɔ
digidau,dɪɡiːdɛ
crau,krai̯
utgorn,ɪtɡɔrn
carent,kaːrɛnt
phladur,flaːdɨɪr
cred,kreːd
adanedd,adaːnɛð
enwebu,ɛnwɛbi
nhaliadau,n̥aljadai̯
ddisgynneb,ðɪsɡənɛb
rhathu,r̥aθi
parth,parθ
toesaidd,tɔi̯sɛð
gweles,ɡweːlɛs
cari,kari
nyrs,nərs
mhedol,m̥ɛdɔl
adfywio,advɪu̯jɔ
gwyliau,ɡwɪljɛ
charafán,χaravan
gefail,ɡɛvɛl
afreolaeth,avrɛoːlai̯θ
caill,kai̯ɬ
brenhinoedd,brɛnhiːnɔi̯ð
canem,kanɛm
gymru,ɡəmri
afan,aːvan
nythfeydd,nəθvei̯ð
cymylau,kəməlai̯
mhedair,m̥eːdɛr
ynn,ɪn
mharis,m̥aːrɪs
gnoi,ɡnɔi̯
adfer,advɛr
brwdfrydedd,brʊdvrədɛð
delir,dɛlɪt
mhila,m̥ɪla
gysgod,ɡəsɡɔd
gwastraff,ɡwasdraf
llonydd,ɬoːnɪð
gofalus,ɡɔvalɪs
lysenw,liːseːnu
welaist,weːlɛst
mherthynas,m̥ɛrθənas
allwthio,aɬʊθjɔ
dylai,dəlai̯
derw,dɛru
hydoddedd,hədɔðɛð
pipes,pɪpɛs
gemwaith,ɡɛmwai̯θ
camsefyll,kamseːvɪɬ
olau,oːlai̯
oddf,ɔðv
halio,haljɔ
crech,kreːχ
nghalan,ŋ̊alan
dderbyn,ðɛrbɪn
erbyn,ɛrbɪn
tithau,tiːθai̯
cynllun,kənɬɪn
ganwyr,ɡanʊi̯r
diwrnod,dɪu̯rnɔd
meddyf,mɛðɪv
gofid,ɡɔvɪd
tonnau,tɔnai̯
ddynoliaeth,ðənɔljai̯θ
wynion,wənjɔn
rhywle,rʊlɛ
ewin,ɛu̯ɪn
huno,hiːnɔ
rhedais,r̥ɛdai̯s
mudydd,miːdɪð
amlwg,amlʊɡ
fronnau,vrɔnai̯
anniddorol,anɪðɔrɔl
wahanol,wahanɔl
canrif,kanrɪv
thaflu,θavli
weithiwr,wiːθʊr
sôn,soːn
meddw,mɛðu
sŵn,suːn
adferiedydd,advɛrjɛdɪð
cyfiawnhau,kəvjau̯nhai̯
ddwylo,ðiːlɔ
nghinio,ŋ̊ɪnjɔ
mhroblem,m̥rɔblɛm
cyntefin,kəntɛvɪn
athrefig,aθreːvɪɡ
phunnau,fɪnai̯
gweddïon,ɡwɛðiɔn
pothellu,pɔθɛɬi
ngherddoriaeth,ŋ̊ɛrðɔrjai̯θ
ysmygwr,əmlɪsɡɔ
adlewyrchu,adlɛu̯ərχi
mhla,m̥laː
chwarae,χwaːrɛ
casnewydd,kasnɛu̯ɪð
gafael,ɡaːvai̯l
deallaist,dɪaɬɛsd
mhunnau,m̥ɪnɛ
nisgwyl,nɪsɡʊi̯l
arogldarth,arɔɡldarθ
dost,dɔst
bwyeill,bʊi̯ei̯ɬ
clefyd,kleːvɪd
adfydau,advədai̯
gwawd,ɡwau̯d
gwrthwynebiadau,ɡʊrθwɪnɛbjadai̯
bryfed,brəvɛd
eiliadau,ei̯ljaːdai̯
erys,eːrɪs
dudalen,dɪdalɛn
darganfod,darɡanvɔd
neithiwyr,nei̯θjʊi̯r
angheuoedd,aŋhei̯ɔi̯ð
cyffes,kəfɛs
amcangyfrif,amkaŋɡəvri
cynddrwg,kənðrʊɡ
nerbyn,nɛrbɪn
chwyddiannau,χwəðjanɛ
trydydd,trɪdɪð
rhostogion,r̥ɔsdɔɡjɔn
gwregys,ɡreːɡɪs
thrannoeth,θranɔi̯θ
letys,lɛtɪs
feinwen,vei̯nwɛn
post,pɔsd
ngweld,ŋwɛld
gweinyddwyr,ɡwei̯nəðwɪr
heintiadau,hei̯ntjadɛ
afallennau,avaɬɛnai̯
diweddar,dɪu̯ɛðar
rhwystr,r̥ʊi̯sdɪr
agerddlong,aɡɛrðlɔŋ
gael,ɡai̯l
troan,troːan
sarhad,sarhaːd
penfelyn,pɛnvɛlɪn
elai,ɛlai̯
hachubwr,haχɪbʊr
aren,aːrɛn
gweddïon,ɡwɛðiːɔn
hafod,havɔd
iddi,ɪði
llamidogion,ɬamɪdɔɡjɔn
rhwystredigaeth,r̥ʊi̯sdrɛdiːɡɛθ
meddiannu,mɛðjani
doeddet,dɔi̯ðɛt
gwybedyn,ɡwɪbeːdɪn
mlodyn,mlɔdɪn
taliadau,taljadɛ
chlustdlws,χlɪsdlʊs
blwyddyn,blʊi̯ðɪn
moli,mɔli
thalais,θaːlɛs
tystio,təsdjɔ
ffonau,fɔnɛ
dechrau,dəχrɛ
rhaff,r̥aːf
chychwyn,χəχwɪn
fwrdd,vʊrð
trist,trɪsd
lanach,laːnaχ
söolegwr,soːɔleːɡʊr
rutherffordiwm,rəðərfɔrdjʊm
gladdu,ɡlaːði
ymennydd,əmɛnɪð
ferfenw,vɛrvɛnu
amddiffynnaf,amðɪfənav
thalon,θaːlɔn
llwythodd,ɬʊi̯θɔð
prynhawn,prɪnhau̯n
u,ɨː
bigau,bɪɡɛ
pafin,pavɪn
brwsel,brʊsɛl
canais,kaːnɛs
ansoddair,ansɔðai̯r
cafwyd,kaːvʊi̯d
fflycs,fləks
cyfryngau,kəvrəŋai̯
cyfatebol,kəvateːbɔl
crychau,krəχɛ
menywaidd,mɛnɪu̯ɛð
call,kaːɬ
tharw,θaːru
utgyrn,ɪtɡɪrn
wddf,uːðu
cyfieithu,kəvjei̯θi
rheoliadau,r̥ɛɔljadɛ
chwyddiannau,χwəðjanai̯
fforddio,fɔrðjɔ
arddangosfa,arðaŋɡɔsva
chyfoethocach,χəvɔi̯θɔkaχ
cyfaredd,kəvarɛð
neiniau,nei̯njai̯
yfory,voːri
cyfarfod,kəvarvɔd
atodlen,atɔdlɛn
meddiant,mɛðjant
eurwyn,ei̯rwɪn
merlotwr,mɛrlɔtʊr
daliadau,daljaːdai̯
nadredd,nadrɛð
addysgwch,aðəsɡʊχ
rhewgell,r̥ɛu̯ɡɛɬ
gweinyddu,ɡwei̯nəði
gwerth,ɡwɛrθ
ysgwydd,əsɡʊi̯ð
gynnau,ɡənai̯
lydanbigau,lədambɪɡɛ
cheisiodd,χei̯sjɔð
brwd,bruːd
harfbeisiau,harvbei̯ʃai̯
anwaraidd,anwarai̯ð
treulio,trei̯ljɔ
astudiaethau,asdɪdjei̯θɛ
cylchfan,kəlχvan
gweinyddesau,ɡwei̯nəðɛsai̯
microdon,mɪkrɔdɔn
pendrwm,pɛndrʊm
cornel,kɔrnɛl
sothach,sɔθaχ
maswn,masʊn
buddug,bɪðɪɡ
ffugenwau,fɪɡɛnwai̯
cafiâr,kavjaːr
absen,absɛn
fynydd,vənɪð
haethnen,hei̯θnɛn
difrodi,dɪvroːdi
chant,χant
gwyfyn,ɡwəvɪn
symudoch,səmɪdɔχ
cacen,kakɛn
crefydd,kreːvɪð
gwrthwynebu,ɡʊrθwɪnɛbi
i,iːðɔt
nydd,niːð
bla,blaː
eangderau,ɛaŋdeːrai̯
serbia,sɛrbja
clodwiw,klɔdwɪu̯
bwl,bʊl
bahamas,bahamaz
hanifail,haniːvɛl
cyfogi,kəvɡdi
flodau,vlɔdai̯
costrel,kɔsdrɛl
achyddiaeth,aχəðjɛθ
adargraffiadau,adarɡrafjaːdai̯
phawb,fau̯b
phlwm,flʊm
digoni,dɪɡɔni
henaint,heːnai̯nt
trwchus,truːχɪs
darllenwch,darɬeːnʊχ
mynachdai,mənaχdai̯
dealltwriaeth,dɛaɬdʊrjɛθ
bugail,biːɡai̯l
blewyn,blɛu̯ɪn
hawliau,haʊ̯ljai̯
gre,ɡreː
daloch,daːlɔχ
dudalen,dɪdaːlɛn
reis,rei̯s
dyfarniadau,dəvarnjaːdɛ
bwced,bʊkɛd
cydleoli,kədlɛɔli
symudais,səmiːdɛs
digwydd,dɪɡwɪð
fwytodd,vɪtɔð
coronafeirws,kɔrɔnavei̯rʊs
mwyaf,mʊi̯av
taradr,taːradr
llawr,ɬau̯r
piclau,pɪklai̯
gynnwrf,ɡənʊrv
ganolradd,ɡanɔlrað
gwenllian,ɡwɛnɬiːan
theimlad,θɪmlad
cadach,kadaχ
clud,kliːd
nghusan,ŋ̊ɪsan
mricyll,mrɪkɪɬ
heulsaf,hei̯lsav
phacio,fakjɔ
têr,teːr
baent,bai̯nt
nghân,ŋ̊aːn
cynaidd,kənai̯ð
llenwi,ɬɛnwi
berw,beːru
siaced,ʃakɛd
brwsiau,brʊʃai̯
paun,pai̯n
adferiadyddion,advɛrjadəðjɔn
torchau,tɔrχai̯
gweriniaethau,ɡwɛrɪnjei̯θai̯
ces,keːs
neidiau,nei̯djai̯
ucheldir,ɪχɛldɪr
llin,ɬiːn
thocyn,θɔkɪn
grwpiau,ɡrʊpjai̯
cyflogwyr,kəvlɔɡwɪr
ddefaid,ðɛvai̯d
cecren,kɛkrɛn
amserlen,amsɛrlɛn
carais,kaːrɛs
fawrth,vau̯rθ
chnau,χnai̯
priflythyren,prɪvləθərɛn
hyll,hɪɬ
engyl,ɛŋɪl
chi,χiː
dewch,dɛu̯χ
gwragedd,ɡwraːɡɛð
rosys,rɔsɪs
gelet,ɡɛlɛt
fwyton,vɪtɔn
cloen,klɔi̯n
yng,əŋ
blith,bliːθ
pwllheli,pʊɬheːli
sioned,ʃɔnɛd
ngadael,ŋadai̯l
peiriannydd,pei̯rjanɪð
paent,pai̯nt
enillwyr,ɛnɪɬwɪr
padell,padɛɬ
ffisioleg,fɪʃɔlɛɡ
llwm,ɬʊm
mhoeni,m̥ɔi̯ni
anweladwy,anwɛlaːdʊi̯
athematig,aθɛmatɪɡ
wnaeth,wnai̯θ
dreiglad,drei̯ɡlad
opteg,ɔptɛɡ
unet,ɪnɛt
llursod,ɬɪrsɔd
nodau,nɔdɛ
adolygiaeth,adɔləɡjai̯θ
bàth,baθ
hamharu,hamhaːri
glwyfo,ɡlʊi̯vɔ
testun,tɛstɪn
milwyr,mɪlwɪr
crydiau,krədjai̯
anghydradd,aŋhədrað
ydw,ɔdu
ait,ai̯t
cymedr,kəmɛdr
drawn,drau̯n
chlefyd,χlɛvɪd
ethrefig,ɛθrɛvɪɡ
sbonciwr,sbɔŋkjʊr
angladdau,aŋlaðɛ
gwerddonau,ɡwɛrðoːnai̯
gwiwerod,ɡwɪu̯eːrɔd
gobennydd,ɡɔbɛnɪð
cyngherddau,kəŋhɛrðai̯
feidr,vei̯dr
bryniau,brənjɛ
teisen,tɪʃɛn
berlau,bɛrlɛ
mag,maːɡ
cymharu,kəmaːri
cweryla,kwɛrəla
dynol,dənɔl
chlêr,χleːr
bargeinion,barɡei̯njɔn
amrwd,amrʊd
puramid,pɪramɪd
gwenith,ɡwɛnɪθ
ymrwymiad,əmrʊi̯mjad
bedair,beːdai̯r
arfbais,arvbai̯s
pensil,pɛnsɪl
diweithdra,dɪwei̯θdra
terfynol,tɛrvənɔl
heintrydd,hei̯ntrɪð
deallais,dɛaɬɛs
nyth,niːθ
ystyr,əsdɪr
llall,ɬaɬ
mas,maːs
gweriniaeth,ɡwɛrɪnjai̯θ
nghae,ŋ̊ai̯
gymro,ɡəmrɔ
denu,dɛni
bibgorn,bɪbɡɔrn
hunanynysu,hiːnanənəsi
bochlwyd,bɔχlʊi̯d
argraffiadol,arɡrafjadɔl
taro,taːrɔ
mynedadwy,mənɛdadʊi̯
tudalen,tɪdaːlɛn
natur,natɪr
ryfelwyr,rəvɛlwɪr
cymaint,kəmai̯nt
phartner,fartnar
creda,kreːda
gymdeithas,ɡəmdei̯θas
cyfrifon,kəvriːvɔn
ngwiwerod,ŋwɪu̯eːrɔd
troed,trɔi̯d
gwylogod,ɡʊi̯lɔɡɔd
bywyd,bəu̯ɪd
tanwydd,taːnʊi̯ð
iogwrt,jɔɡʊrt
pwyll,pʊi̯ɬ
arwyddbost,arʊi̯ðbɔsd
gylfinau,ɡəlviːnai̯
tenantiaid,tɛnantjai̯d
lywydd,ləu̯ɪð
adborth,adbɔrθ
adlamu,adlami
ngwybodaeth,ŋwəboːdɛθ
weled,weːlɛd
adwaenoch,adwei̯nɔχ
gwerinwr,ɡwɛrɪnʊr
gwrthrych,ɡʊrθrɪχ
gychwyn,ɡəχwɪn
hais,hais
dynoliaeth,dənɔljai̯θ
dywed,dəu̯ɛd
sylweddol,səlweːðɔl
siôn,ʃoːn
hangharad,haŋhaːrad
ffowlio,fou̯ljɔ
tarianau,tarjaːnɛ
phincod,fɪŋkɔd
atat,atat
saeth,sai̯θ
ansoddeiriau,ansɔðei̯rjɛ
deyrn,dei̯rn
gylfin,ɡəlvɪn
cynnar,kənar
dolïau,dɔliːai̯
cloit,klɔi̯t
phencampwriaethau,fɛŋkampʊrjei̯θɛ
eangderau,ɛaŋdɛrɛ
irac,ɪrak
trigain,triːɡai̯n
llan,ɬan
glin,ɡliːn
aethant,ei̯θant
abadaeth,abaːdɛθ
gartref,ɡatrɛ
gornestwyr,ɡɔrnɛsdwɪr
glust,ɡlɪst
dysglaid,dɪsɡlɛd
achles,aχlɛs
holi,hɔli
sefyllfaoedd,sɛvəɬvaːɔi̯ð
plyg,pliːɡ
hunanladdwyr,hɪnanlaːðwɪr
effaith,ɛfai̯θ
dealloch,dɪaɬɔχ
lamaod,lamaːɔd
ngwybodaeth,ŋwəboːdai̯θ
chymylog,χəməlɔɡ
cwestau,kwɛsdai̯
phibgorn,fɪbɡɔrn
shibwns,ʃiːbʊns
aberthau,abɛrθai̯
aren,arɛn
lwybr,lʊi̯br
cysylltnodau,kəsəɬdnoːdɛ
wyll,ʊi̯ɬ
mrân,mraːn
gafr,ɡavr
ngweddi,ŋweːði
mysg,mɪsɡ
chwpwrdd,χʊpʊrð
symudol,səmɪdɔl
ngholli,ŋ̊ɔɬi
bendigo,bɛndiːɡɔ
ngolff,ŋɔlf
anhwylder,anhʊi̯ldɛr
gwahardd,ɡwaharð
helfen,hɛlvɛn
paramaethu,paramei̯θi
cesiwm,kɛsjʊm
sadwrn,saːdʊrn
gwyddeleg,ɡʊi̯ðɛlɛɡ
ffermwr,fɛrmʊr
heol,hɛu̯l
tair,tai̯r
charu,χari
trodd,troːð
nwylo,nʊi̯lɔ
ymerodraethau,əmɛrɔdrei̯θɛ
cytgan,kətɡan
diwylliant,diwəɬjant
gorfod,ɡɔfɔ
cyw,kɪu̯
hemisffer,hɛmɪsfɛr
pleidlais,plei̯dlai̯s
dyffryn,dəfrɪn
lladron,ɬadrɔn
biolegydd,biɔlɛɡɪð
gwybodus,ɡʊi̯boːdɪs
moes,mɔi̯s
mherl,m̥ɛrl
fron,vrɔn
paill,pai̯ɬ
puteindy,pɪtei̯ndi
pell,peːɬ
gweld,ɡwɛld
ymddiddan,əmðiːðan
naf,naːv
meddu,meːði
pengwiniaid,pɛŋɡwɪnjɛd
uchel,əχɛl
culach,kiːlaχ
cogydd,koːɡɪð
cennad,kɛnad
darparu,darpaːri
iro,iːrɔ
chefnfor,χeːvɛnvɔr
catrin,katrɪn
gwisg,ɡwɪʃɡ
babanod,babanɔd
canwyllbrennau,kanʊi̯ɬbrɛnɛ
amser,amsɛr
golosg,ɡoːlɔsɡ
pell,pɛɬ
ethrefig,ɛθreːvɪɡ
haelodaeth,hei̯loːdai̯θ
mwyaren,mʊi̯arɛn
hithau,hɪθai̯
cilydd,kɪlɪð
cofiem,kɔvjɛm
cloch,kloːχ
gwddf,ɡʊðu
chaffed,χafɛd
bronlas,brɔnlas
blancedi,blaŋkeːdi
arddodiaid,arðɔdjai̯d
arddangosfeydd,arðaŋɡɔsvei̯ð
codaist,kɔdɛsd
mheth,m̥eːθ
lladrad,ɬadrad
iasol,jasɔl
dadwisgo,dadwɪsɡɔ
adeilad,adei̯lad
almanaciau,almanakjai̯
nhaliadau,n̥aljaːdɛ
baich,bai̯χ
ngwenoliaid,ŋwɛnɔljai̯d
regi,rɛɡi
syfïen,səviːɛn
asesiadau,asɛʃadai̯
lud,liːd
anghytundebau,aŋhətɪndɛbai̯
unan,iːnan
gymedrolwyr,ɡəmɛdrɔlwɪr
olaf,oːlav
cyfamodi,kəvamoːdi
aflonyddwr,avlɔnəðʊr
cannwyll,kanʊi̯ɬ
cyllell,kɪɬɛɬ
peirianwaith,pei̯rjanwɛθ
llwyth,ɬʊi̯θ
myfi,məviː
cynhenna,kənhɛna
cyfagos,kəvaɡɔs
nghefnau,ŋ̊ɛvnɛ
lychlyn,ləχlɪn
tryferi,trəveːri
offrymiad,ɔfrəmjad
bod,boːd
snwcer,snʊkɛr
masged,masɡɛd
saib,sai̯b
nheirw,n̥ei̯ru
gyngor,ɡəŋɔr
brawiau,brau̯jai̯
sgert,sɡɛrt
wedyn,weːdɪn
nghyfraith,ŋ̊əvrai̯θ
paladiwm,paladjʊm
arwerthwyr,arwɛrθwɪr
gylfinirod,ɡəlvɪniːrɔd
lluniaeth,ɬɨ̞njai̯θ
drudwen,drɪdwɛn
asesiadau,asɛsjadai̯
gefail,ɡeːvai̯l
ystifflog,əsdɪflɔɡ
inni,ɪni
cnud,kniːd
denu,deːni
redais,reːdɛs
craf,kraːv
canmolwr,kanmɔlʊr
darlithydd,darlɪθɪð
goddef,ɡoːðɛv
corffluoedd,kɔrfliːɔi̯ð
frenhines,vrɛnhiːnɛs
cyfarch,kəvarχ
gaerfyrddin,ɡei̯rfərðɪn
llyfr,ɬɪvr
mapiau,mapjai̯
adwaenech,adwei̯nɛχ
pysgodyn,pəsɡɔdɪn
mamau,mamɛ
manylder,manəldɛr
ufudd,ɪvɪð
lladdwyr,ɬaðʊi̯r
afreolaeth,avrɛɔlai̯θ
crynwr,krənʊr
hanner,hanɛr
lygaid,ləɡɛd
towyr,tɔu̯ɪr
dŵr,duːr
gordderchadon,ɡɔrðɛrχaːdɔn
disgyrchiant,dɪsɡərχjant
wybodaeth,ʊi̯boːdai̯θ
nhraeth,n̥rai̯θ
machgen,maχɡɛn
rybela,rəbɛla
adferwr,advɛrʊr
carneddi,karneːði
gwirod,ɡwɪrɔd
chefnau,χɛvnai̯
cwar,kwar
almonau,almoːnai̯
hadran,hadran
prifeirdd,prɪvei̯rð
llafar,ɬavar
wybodaeth,wɪbɔdai̯θ
phobloedd,fɔblɔi̯ð
trawsenw,trau̯seːnu
unedau,ɪneːdɛ
thalaist,θaːlɛsd
campfa,kampva
gartre,ɡɪtrɛ
buddugoliaeth,bɪðɪɡɔljɛθ
sodiwm,sɔdjʊm
telynores,tɛlənɔrɛs
mhroblemau,m̥rɔblɛmai̯
credi,krɛdi
ferfau,vɛrvɛ
ddeallodd,ðɛaɬɔð
ganfod,ɡanvɔd
amguedd,amɡiːɛð
wylio,wɪljɔ
garu,ɡari
anrheg,anr̥ɛɡ
sefwch,sɛvʊχ
amodi,amoːdi
blewog,blɛu̯ɔɡ
cerir,keːrɪr
eboles,ɛbɔlɛs
gwraig,ɡwrai̯ɡ
plethwaith,plɛθwai̯θ
cythreuliaid,kəθrei̯ljai̯d
sachell,saːχɛɬ
benthyg,bɛnθɪɡ
gŵyl,ɡwɪljai̯
perthnasau,pɛrθnasɛ
thâl,θaːl
gweinyddion,ɡwei̯nəðjɔn
gwbl,ɡʊbl
èg,ɛɡ
baswnau,basʊnai̯
sefwch,seːvʊχ
calon,kaːlɔn
llaeth,ɬai̯θ
beirniadaeth,bei̯rnjaːdai̯θ
gwybodaeth,ɡʊi̯boːdɛθ
rheolau,r̥ɛoːlai̯
unais,ɪnai̯s
bosib,bɔsɪb
dewisiadau,dɛu̯isjaːdɛ
rhych,r̥iːχ
bys,biːs
gên,ɡeːn
chwningen,χʊnɪŋɛn
ffôn,foːn
gyfrifol,ɡəvrɪvɔl
gwrthryfeloedd,ɡʊrθrəvɛlɔi̯ð
achlesau,aχlɛsai̯
cysylltnod,kəsəɬdnɔd
llety,ɬeːtiː
gwyll,ɡʊi̯ɬ
anifail,anɪvɛl
gymnasteg,ɡɪmnasdɛɡ
mhengwin,m̥ɛŋɡwɪn
cyplysu,kəpləsi
heddwas,hɛðwas
llwythais,ɬʊi̯θai̯s
paradwys,paraːdʊi̯s
nghanada,ŋ̊aːnada
sioeau,ʃɔi̯ɛ
pured,piːrɛd
fwya,vʊi̯a
castell,kasdɛɬ
dybaco,dəbakɔ
pedolau,pɛdoːlai̯
nghyfeillion,ŋ̊əvei̯ɬjɔn
deallais,djaɬɛs
amaethyddiaeth,amei̯θəðjai̯θ
bobl,boːbɔl
chelyn,χeːlɪn
pêl,peːl
datgelu,datɡɛli
degan,deːɡan
gwyddelig,ɡʊi̯ðeːlɪɡ
nghymedrolwyr,ŋ̊əmɛdrɔlwɪr
phigwrn,fɪɡʊrn
gweillen,ɡwei̯ɬɛn
corhwyaden,kɔrhʊi̯adɛn
gawod,ɡau̯ɔd
bab,baːb
pinafal,piːnaːval
hunllef,hɪnɬɛ
culion,kɪljɔn
feirysau,vei̯rəsai̯
berfenw,bɛrvɛnu
athrodwr,aθroːdʊr
adareg,adaːrɛɡ
beirdd,bei̯rð
tywylled,təu̯əɬɛd
hangharad,haŋharad
porchell,pɔrχɛɬ
penelin,pɛnɛlɪn
cyfyd,kəvɪd
teyrniaid,tei̯rnjɛd
gleision,ɡlei̯ʃɔn
chwech,weːχ
blaidd,blai̯ð
ysgadan,əsɡaːdan
chwiorydd,χwiɔrɪð
cynhesu,kənhɛsi
mhedwar,m̥ɛdwar
clywed,klɪu̯ɛd
ngwerthu,ŋwɛrθi
chloch,χloːχ
cydlifo,kədliːvɔ
atseinio,atsei̯njɔ
siwr,ʃɪu̯r
sacson,saksɔn
cyfryngu,kəvrəŋi
paragwâi,paraɡwaːi̯
cusanau,kɪsaːnai̯
gyrrwr,ɡərʊr
fedi,vɛdi
pheis,feiz
cwyn,kʊi̯n
am,am
chyfarfod,χəvarvɔd
cau,kɔi̯
nhudalen,n̥ɪdaːlɛn
nghyngerdd,ŋ̊əŋɛrð
gyfiawnder,ɡəvjau̯ndɛr
pabyddol,pabəðɔl
ohonyn,ɔhɔnɨn
dychmygu,dəχməɡi
bildars,bɪldarz
wythdegau,uɨ̯θdɛɡɛ
moth,moːθ
gwahanu,ɡwahani
prŷn,priːn
theledu,θɛleːdi
bachgennes,baχɡɛnɛs
bugail,bɪɡɛl
ddwyrain,ðʊi̯rain
mwyar,mʊi̯ar
offrwm,ɔfrʊm
llwyfan,ɬʊi̯van
cyfarwys,kəvarʊi̯s
pioden,pjɔdɛn
eisteddfodwyr,ei̯sdɛðvɔdʊi̯r
bryngaer,brəŋɡai̯r
daliadaethau,daljadei̯θai̯
hunanynysu,hɪnanənəsi
pigyn,pɪɡɪn
ysgwydd,əsɡwɪð
lemon,lɛmɔn
ryseitiau,rəsei̯tjai̯
euthum,ei̯θɪm
chefn,χɛvɛn
genidol,ɡɛniːdɔl
eisteddfodau,sdɛðvɔdɛ
ngwenoliaid,ŋwɛnɔljɛd
pidyn,piːdɪn
bysell,bəsɛɬ
ymgeisio,əmɡei̯sjɔ
anghymwys,aŋhəmʊi̯s
sownd,sou̯nd
tywyllwch,twəɬʊχ
cogau,koːɡai̯
côt,koːt
drwchus,druːχɪs
enw,ɛnu
tyrrau,tərɛ
nacáu,nakai̯
mewngofnodi,mɛu̯ŋɡɔvnɔdi
migwrn,miːɡʊrn
egluro,ɛɡliːrɔ
cofiannol,kɔvjanɔl
helaeth,heːlai̯θ
rhywsut,r̥ɪu̯sɪt
wlyb,liːb
dalo,dalɔ
brwmstan,brʊmsdan
chana,χana
chanadiaid,χanadjɛd
gwobr,ɡwɔbr
cnuchio,knɪχjɔ
hebogiaid,hɛbɔɡjɛd
chogyddesau,χɔɡəðɛsɛ
newis,nɛu̯iʃ
bwa,buːa
treigladau,treiɡlaːdɛ
plwm,plʊm
adnewyddiad,adneu̯əðjad
argraffiadau,arɡrafjaːdai̯
duwiau,dɪu̯jai̯
rhydychen,r̥ɪdəχɛn
daith,dai̯θ
chodi,χoːdi
dyddio,dəðjɔ
achlysuron,aχləsɪrɔn
nhrwyddedau,n̥rʊi̯ðeːdai̯
sain,sai̯n
esgusoda,ɛskɪsɔda
nglanaf,ŋlaːna
aetshys,ei̯tʃɪz
nghosyn,ŋ̊ɔsɪn
heraill,hɛraiɬ
ceinach,kei̯naχ
nghymry,ŋ̊əmri
llungopïau,ɬɪŋɡɔpiːai̯
myn,mɪn
cardinaliaid,kardɪnaljai̯d
adnabyddant,adnabəðant
cysgodlun,kəsɡɔdlɪn
seibiau,sei̯bjɛ
ffawydd,fau̯ɪð
phyliau,fəljɛ
rhagori,r̥aɡoːri
ach,aχ
dihuno,dɪhiːnɔ
peithiau,pei̯θjɛ
iseldir,ɪsɛldɪr
adargraffu,adarɡrafi
gellyg,ɡɛɬɪɡ
carem,karɛm
fûm,viːm
gadawed,ɡadau̯ɛd
hoeri,hɔi̯ri
nghorff,ŋ̊ɔrf
awyr,au̯ɪr
adfywiad,advɪu̯jad
eisiau,iːsɛ
seddi,sɛði
cwcer,kʊkɛr
arfod,arvɔd
afonig,avɔnɪɡ
mhasta,m̥asda
afiach,avjaχ
clofan,kloːvan
elit,eːlɪt
adlewyrch,adlɛu̯ɪrχ
ben,bɛn
cesar,kɛsar
caret,kaːrɛt
gwynnu,ɡwɪni
teimlad,tʊmlad
gwmni,ɡʊmni
chusanau,χɪsaːnɛ
anhap,anhap
sianis,ʃaːniz
