görülmeyen,ɡœɾylmejen
dolmuş,dolmuʃ
seyircinin,sejiɾd͡ʒinin
bağlanacağım,baɰlanad͡ʒaɰɯm
konuşulanların,konuʃulanlaɾɯn
taşınırsınız,taʃɯnɯɾsɯnɯz
çayıra,t͡ʃajɯɾa
tenureları,tenuɾelaɾɯ
buluşturan,buluʃtuɾan
bulursunuz,buluɾsunuz
gitmelidir,ɡitmelidiɾ
uç,ut͡ʃ
kilit,kilit
tabanca,taband͡ʒa
bırakabilir,bɯɾakabiliɾ
nalburcuya,nalbuɾd͡ʒuja
kalkıyor,kalkɯjoɾ
yapmasını,japmasɯnɯ
katılıp,katɯlɯp
namusunu,namusunu
sayıdaki,sajɯdaki
makinesini,makinesini
düşünüp,dyʃynyp
geldiğimde,ɡeldiɰimde
torbanın,toɾbanɯn
konulmuş,konulmuʃ
topraktan,topɾaktan
destekler,destekleɾ
uyandırırdı,ujandɯɾɯɾdɯ
nüfusun,nyfusun
tüketecektir,tyketed͡ʒektiɾ
kağıtlar,kaɰɯtlaɾ
yakalanan,jakalanan
çekebilir,t͡ʃekebiliɾ
gerçeğe,ɡeɾt͡ʃeɰe
taraftarlığını,taɾaftaɾlɯɰɯnɯ
tabelalarıyla,tabelalaɾɯjla
nedir,nediɾ
yazamayan,jazamajan
blokları,bloklaɾɯ
firmalara,fiɾmalaɾa
koalisyonunun,koalisjonunun
pitonu,pitonu
farklılıklarından,faɾklɯlɯklaɾɯndan
donanımda,donanɯmda
kavmine,kavmine
yapıları,japɯlaɾɯ
karıların,kaɾɯlaɾɯn
kesiminde,kesiminde
şunlar,ʃunlaɾ
yayılabileceği,jajɯlabiled͡ʒeɰi
işçileri,iʃt͡ʃileɾi
anıya,anɯja
düşünmüyordum,dyʃynmyjoɾdum
atmış,atmɯʃ
yerleşmesi,jeɾleʃmesi
yürüyen,jyɾyjen
izlettiren,izlettiɾen
aktaracaklarımız,aktaɾad͡ʒaklaɾɯmɯz
geliştiriciler,ɡeliʃtiɾid͡ʒileɾ
gönderiyor,ɡœndeɾijoɾ
çerçeve,t͡ʃeɾt͡ʃeve
örümceğin,œɾymd͡ʒeɰin
kiracıyız,kiɾad͡ʒɯjɯz
çekerken,t͡ʃekeɾken
sürecini,syɾed͡ʒini
ediyormuş,edijoɾmuʃ
avukatı,avukatɯ
değişirken,deɰiʃiɾken
görüşmemizde,ɡœɾyʃmemizde
meyhanelerinde,mejhaneleɾinde
reelde,ɾeelde
geliştirdi,ɡeliʃtiɾdi
tersliğim,teɾsliɰim
yolcu,jold͡ʒu
süsleniyoruz,syslenijoɾuz
istemi,istemi
yanarsa,janaɾsa
gecekondulaşma,ɡed͡ʒekondulaʃma
cepheden,d͡ʒepheden
yapmadığını,japmadɯɰɯnɯ
apartman,apaɾtman
bisküvi,biskyvi
gerekse,ɡeɾekse
impulsları,impulslaɾɯ
okuyan,okujan
cin,d͡ʒin
sonuca,sonud͡ʒa
parasal,paɾasal
iseniz,iseniz
geldiğim,ɡeldiɰim
uygulamışlar,ujɡulamɯʃlaɾ
nemalanacaklar,nemalanad͡ʒaklaɾ
ayrım,ajɾɯm
dört,dœɾt
sismik,sismik
heykeller,hejkelleɾ
rengine,ɾenɡine
desin,desin
kurtarılabilir,kuɾtaɾɯlabiliɾ
arkadaş,aɾkadaʃ
hissediyordu,hissedijoɾdu
dost,dost
çalıştır,t͡ʃalɯʃtɯɾ
uyulmaz,ujulmaz
tamamlayıcısı,tamamlajɯd͡ʒɯsɯ
kalıyor,kalɯjoɾ
içlerindeki,it͡ʃleɾindeki
dünün,dynyn
gösterdiğimiz,ɡœsteɾdiɰimiz
ele,ele
personele,peɾsonele
görevlileri,ɡœɾevlileɾi
izleyen,izlejen
farkındaydık,faɾkɯndajdɯk
geldiler,ɡeldileɾ
soymadan,sojmadan
derdi,deɾdi
farklı,faɾklɯ
direnen,diɾenen
etkileyici,etkilejid͡ʒi
taşıdılar,taʃɯdɯlaɾ
izleyerek,izlejeɾek
yatası,jatasɯ
başlarlar,baʃlaɾlaɾ
sahiplerine,sahipleɾine
ayrılamaz,ajɾɯlamaz
kemirdi,kemiɾdi
off,off
annem,annem
işkence,iʃkend͡ʒe
günlerine,ɡynleɾine
girişimlerinin,ɡiɾiʃimleɾinin
döneminde,dœneminde
azaltılan,azaltɯlan
demeyeyim,demejejim
ölüyor,œlyjoɾ
bulunurken,bulunuɾken
düzenlendi,dyzenlendi
kontör,kontœɾ
inanırlar,inanɯɾlaɾ
çağırdım,t͡ʃaɰɯɾdɯm
hücuma,hyd͡ʒuma
geçek,ɡet͡ʃek
ateşçinin,ateʃt͡ʃinin
büsbütün,bysbytyn
akaryakıt,akaɾjakɯt
orada,oɾada
kıtanın,kɯtanɯn
merkezle,meɾkezle
okuyoruz,okujoɾuz
ilişkileri,iliʃkileɾi
aşama,aʃama
yaşamlarını,jaʃamlaɾɯnɯ
vazgeçmek,vazɡet͡ʃmek
renksizleşmesi,ɾenksizleʃmesi
talebin,talebin
geleneğinde,ɡeleneɰinde
şam,ʃam
gövdeni,ɡœvdeni
saymış,sajmɯʃ
görülür,ɡœɾylyɾ
hatırlamamak,hatɯɾlamamak
yaptım,japtɯm
o,o
benziyor,benzijoɾ
yazarken,jazaɾken
havalandırmak,havalandɯɾmak
gayretim,ɡajɾetim
söylemesek,sœjlemesek
çevirince,t͡ʃeviɾind͡ʒe
epidermis,epideɾmis
plaket,plaket
yaparlar,japaɾlaɾ
tenant,tenant
takımıydı,takɯmɯjdɯ
haberleşme,habeɾleʃme
kalmamıştı,kalmamɯʃtɯ
dostluğun,dostluɰun
devridir,devɾidiɾ
birkaçı,biɾkat͡ʃɯ
aşıktır,aʃɯktɯɾ
maneviyat,manevijat
korkulu,koɾkulu
koyarlar,kojaɾlaɾ
olmalarının,olmalaɾɯnɯn
tahlillerini,tahlilleɾini
yakalamaya,jakalamaja
dans,dans
öfkeye,œfkeje
koyulaştırıver,kojulaʃtɯɾɯveɾ
ezilmelidir,ezilmelidiɾ
araçlarında,aɾat͡ʃlaɾɯnda
parayla,paɾajla
yurdun,juɾdun
düşmüş,dyʃmyʃ
karşılaştıklarında,kaɾʃɯlaʃtɯklaɾɯnda
canım,d͡ʒanɯm
saptamak,saptamak
gel,ɡel
düşüş,dyʃyʃ
müddet,myddet
davranacağını,davɾanad͡ʒaɰɯnɯ
yapacaklar,japad͡ʒaklaɾ
parktı,paɾktɯ
birbirimizden,biɾbiɾimizden
giriştiğimiz,ɡiɾiʃtiɰimiz
hedeflerini,hedefleɾini
söylemeye,sœjlemeje
karşılanıyor,kaɾʃɯlanɯjoɾ
tükenen,tykenen
söylerse,sœjleɾse
ağzına,aɰzɯna
düzeyinin,dyzejinin
süslü,sysly
kaynakçadaki,kajnakt͡ʃadaki
azalacağı,azalad͡ʒaɰɯ
tümüyle,tymyjle
karakter,kaɾakteɾ
tek,tek
edilecek,ediled͡ʒek
spagetti,spaɡetti
sevdirdi,sevdiɾdi
savunmalarını,savunmalaɾɯnɯ
oluşturulan,oluʃtuɾulan
tabureye,tabuɾeje
gelmedi,ɡelmedi
yararlanmak,jaɾaɾlanmak
yaktı,jaktɯ
yapıtlar,japɯtlaɾ
sistemiyle,sistemijle
ormanda,oɾmanda
istemez,istemez
yürürlüğe,jyɾyɾlyɰe
fazlasıyla,fazlasɯjla
güvenliğin,ɡyvenliɰin
kalsın,kalsɯn
ilkeleri,ilkeleɾi
kurulda,kuɾulda
sevimsiz,sevimsiz
komutanı,komutanɯ
çevrilmeleri,t͡ʃevɾilmeleɾi
yaşımı,jaʃɯmɯ
zedelenmesi,zedelenmesi
iddialarda,iddialaɾda
dolayısıyladır,dolajɯsɯjladɯɾ
yanıt,janɯt
ürünlerimizde,yɾynleɾimizde
feministler,feministleɾ
imamlık,imamlɯk
ondan,ondan
projelerin,pɾoʒeleɾin
pişiriyor,piʃiɾijoɾ
yıkayan,jɯkajan
odam,odam
güvenliğinin,ɡyvenliɰinin
tezgâhın,tezɡâhɯn
devletimizi,devletimizi
tanımamalı,tanɯmamalɯ
seçeneklerinde,set͡ʃenekleɾinde
sıvıyağı,sɯvɯjaɰɯ
sayılamazdınız,sajɯlamazdɯnɯz
havaya,havaja
soruyor,soɾujoɾ
otobüs,otobys
süzün,syzyn
yaşayış,jaʃajɯʃ
okutup,okutup
tanınan,tanɯnan
edinmeli,edinmeli
uzadı,uzadɯ
sergisi,seɾɡisi
korumaya,koɾumaja
takımları,takɯmlaɾɯ
sayıya,sajɯja
terslik,teɾslik
dönemine,dœnemine
dökülüyordu,dœkylyjoɾdu
çizgi,t͡ʃizɡi
düzenlenecek,dyzenlened͡ʒek
soracakları,soɾad͡ʒaklaɾɯ
dönmüştü,dœnmyʃty
karekterlerin,kaɾekteɾleɾin
çocukta,t͡ʃod͡ʒukta
yetmezmiş,jetmezmiʃ
işçilerimizin,iʃt͡ʃileɾimizin
kal,kal
vazgeçer,vazɡet͡ʃeɾ
rest,ɾest
kızlar,kɯzlaɾ
güzelliğinin,ɡyzelliɰinin
sarılarını,saɾɯlaɾɯnɯ
azalırken,azalɯɾken
kimliğinde,kimliɰinde
çevir,t͡ʃeviɾ
köprüleri,kœpɾyleɾi
koordine,kooɾdine
cici,d͡ʒid͡ʒi
ağzımıza,aɰzɯmɯza
bulabildiler,bulabildileɾ
etmekten,etmekten
yayılıyor,jajɯlɯjoɾ
sürüklenebilecek,syɾyklenebiled͡ʒek
saydıklarımın,sajdɯklaɾɯmɯn
miydi,mijdi
amacına,amad͡ʒɯna
rejime,ɾeʒime
kalbinde,kalbinde
göbeğini,ɡœbeɰini
bulamayınca,bulamajɯnd͡ʒa
davranışlarından,davɾanɯʃlaɾɯndan
çarpıcı,t͡ʃaɾpɯd͡ʒɯ
yüklediği,jyklediɰi
yönetim,jœnetim
izlenimi,izlenimi
yapmalıyız,japmalɯjɯz
kütüphanesi,kytyphanesi
kiliseyi,kiliseji
kaybolurlar,kajboluɾlaɾ
sıralayınız,sɯɾalajɯnɯz
dert,deɾt
geliyorlardı,ɡelijoɾlaɾdɯ
masallarla,masallaɾla
ateşe,ateʃe
kurmanın,kuɾmanɯn
üretilmemiştir,yɾetilmemiʃtiɾ
çeviri,t͡ʃeviɾi
popunun,popunun
davalarında,davalaɾɯnda
kazandırılarak,kazandɯɾɯlaɾak
yaşantımı,jaʃantɯmɯ
parayı,paɾajɯ
kararnameyle,kaɾaɾnamejle
evimizin,evimizin
olamadığımızı,olamadɯɰɯmɯzɯ
belirleyecek,beliɾlejed͡ʒek
kendimi,kendimi
yazarla,jazaɾla
aramalara,aɾamalaɾa
ceset,d͡ʒeset
çabuk,t͡ʃabuk
satıcı,satɯd͡ʒɯ
işimde,iʃimde
tutuşu,tutuʃu
mis,mis
günü,ɡyny
imgesel,imɡesel
geriyordu,ɡeɾijoɾdu
tırmandı,tɯɾmandɯ
takıştırmayı,takɯʃtɯɾmajɯ
film,film
ziyaretinde,zijaɾetinde
kırda,kɯɾda
azalır,azalɯɾ
kasımın,kasɯmɯn
ısınmaya,ɯsɯnmaja
söktürür,sœktyɾyɾ
ymış,jmɯʃ
pekâlâ,pekâlâ
girişinde,ɡiɾiʃinde
yerleştirilen,jeɾleʃtiɾilen
hatırlamış,hatɯɾlamɯʃ
esti,esti
medeniyetten,medenijetten
aslanlıktı,aslanlɯktɯ
karası,kaɾasɯ
iriliğinde,iɾiliɰinde
eğlencenin,eɰlend͡ʒenin
ilginin,ilɡinin
şehirdeki,ʃehiɾdeki
ila,ila
bugünden,buɡynden
verince,veɾind͡ʒe
sürülmüştü,syɾylmyʃty
meclisten,med͡ʒlisten
bloktur,bloktuɾ
tanıştım,tanɯʃtɯm
telefonların,telefonlaɾɯn
olmasın,olmasɯn
edebilen,edebilen
görürsem,ɡœɾyɾsem
damlası,damlasɯ
kalktıklarında,kalktɯklaɾɯnda
yüreğini,jyɾeɰini
çekildi,t͡ʃekildi
niteler,niteleɾ
ulaştıramadım,ulaʃtɯɾamadɯm
çul,t͡ʃul
yerlerinde,jeɾleɾinde
ağırlıkları,aɰɯɾlɯklaɾɯ
uygulamalar,ujɡulamalaɾ
buldum,buldum
kramponları,kɾamponlaɾɯ
kıymayı,kɯjmajɯ
ölme,œlme
motivasyonu,motivasjonu
kafamızla,kafamɯzla
top,top
burnu,buɾnu
gelenek,ɡelenek
dağıtın,daɰɯtɯn
kazanıyordu,kazanɯjoɾdu
raporunun,ɾapoɾunun
nerdeyse,neɾdejse
seslenen,seslenen
araç,aɾat͡ʃ
tehdit,tehdit
istikrarı,istikɾaɾɯ
olmadığı,olmadɯɰɯ
açıksözlü,at͡ʃɯksœzly
makinemi,makinemi
kalktık,kalktɯk
göstermeli,ɡœsteɾmeli
meşale,meʃale
geçmiş,ɡet͡ʃmiʃ
başlattı,baʃlattɯ
izliyorum,izlijoɾum
falcı,fald͡ʒɯ
denizin,denizin
açıklama,at͡ʃɯklama
ellerini,elleɾini
inanılmayacak,inanɯlmajad͡ʒak
kremleniyor,kɾemlenijoɾ
müstafi,mystafi
emeklisi,emeklisi
yaşanmasına,jaʃanmasɯna
hoştur,hoʃtuɾ
bağırdı,baɰɯɾdɯ
artmaktadır,aɾtmaktadɯɾ
hepsinden,hepsinden
barışı,baɾɯʃɯ
start,staɾt
anlayabilmiş,anlajabilmiʃ
telgraf,telɡɾaf
kesişme,kesiʃme
mia,mia
enflasyona,enflasjona
olabildiğim,olabildiɰim
çağırmadınız,t͡ʃaɰɯɾmadɯnɯz
eğlenemez,eɰlenemez
berraklaşması,beɾɾaklaʃmasɯ
konuşmayalım,konuʃmajalɯm
imgeler,imɡeleɾ
önlemleri,œnlemleɾi
alırsa,alɯɾsa
vie,vie
satmaktadır,satmaktadɯɾ
istemiyorum,istemijoɾum
tarihçi,taɾiht͡ʃi
masasının,masasɯnɯn
görüşlü,ɡœɾyʃly
herşeyi,heɾʃeji
görmezlikten,ɡœɾmezlikten
burnumu,buɾnumu
yıllık,jɯllɯk
sinemalar,sinemalaɾ
şeklinin,ʃeklinin
köprüsünden,kœpɾysynden
üzüntüsünü,yzyntysyny
kaptır,kaptɯɾ
fırsatçılığı,fɯɾsatt͡ʃɯlɯɰɯ
ayrılabilir,ajɾɯlabiliɾ
biriktirdiği,biɾiktiɾdiɰi
paylaşsın,pajlaʃsɯn
gençlerden,ɡent͡ʃleɾden
oturtmuştu,otuɾtmuʃtu
gülümseme,ɡylymseme
konusuyla,konusujla
yitirdiği,jitiɾdiɰi
mevzuatın,mevzuatɯn
yemeklerden,jemekleɾden
dediğinin,dediɰinin
yitirdi,jitiɾdi
deffektlerin,deffektleɾin
tellerim,telleɾim
birimin,biɾimin
ritmi,ɾitmi
bakardı,bakaɾdɯ
ilişkimize,iliʃkimize
klima,klima
törenlere,tœɾenleɾe
lü,ly
planladık,planladɯk
modernleşiyor,modeɾnleʃijoɾ
konuştur,konuʃtuɾ
ton,ton
itibarla,itibaɾla
bisikleti,bisikleti
müdahaleleriyle,mydahaleleɾijle
kemik,kemik
baksam,baksam
benzetme,benzetme
savaşlardan,savaʃlaɾdan
iktidarı,iktidaɾɯ
yöneticisi,jœnetid͡ʒisi
duraklıyor,duɾaklɯjoɾ
beri,beɾi
sözleri,sœzleɾi
soldukça,soldukt͡ʃa
dergileri,deɾɡileɾi
yaralanma,jaɾalanma
kayırmaya,kajɯɾmaja
üretimin,yɾetimin
bindik,bindik
tutar,tutaɾ
hatırlayın,hatɯɾlajɯn
ürünlerinin,yɾynleɾinin
varlar,vaɾlaɾ
bulurlar,buluɾlaɾ
güvertedeyim,ɡyveɾtedejim
paktı,paktɯ
sanatlara,sanatlaɾa
ettikten,ettikten
üretimi,yɾetimi
taramasıyla,taɾamasɯjla
derinine,deɾinine
fitilinin,fitilinin
fıçısı,fɯt͡ʃɯsɯ
sevinçleri,sevint͡ʃleɾi
yüzlerini,jyzleɾini
opera,opeɾa
uğurlanarak,uɰuɾlanaɾak
evlâdı,evlâdɯ
yakasını,jakasɯnɯ
zararları,zaɾaɾlaɾɯ
değiştirmeyin,deɰiʃtiɾmejin
yanmayan,janmajan
erleriyiz,eɾleɾijiz
gerek,ɡeɾek
ediyordu,edijoɾdu
konunun,konunun
gereken,ɡeɾeken
algılanır,alɡɯlanɯɾ
süreceği,syɾed͡ʒeɰi
türbanlıların,tyɾbanlɯlaɾɯn
beraberlik,beɾabeɾlik
döküyor,dœkyjoɾ
eğitmenlerin,eɰitmenleɾin
saraydı,saɾajdɯ
dönüşüyor,dœnyʃyjoɾ
bazılarımız,bazɯlaɾɯmɯz
gerekçelerle,ɡeɾekt͡ʃeleɾle
flütümle,flytymle
bok,bok
delikanlıyı,delikanlɯjɯ
mücadeleyi,myd͡ʒadeleji
savaşması,savaʃmasɯ
önderlerini,œndeɾleɾini
ettik,ettik
ediyorum,edijoɾum
therapist,theɾapist
saç,sat͡ʃ
misyonun,misjonun
bilimle,bilimle
diyordu,dijoɾdu
attıklarının,attɯklaɾɯnɯn
açlık,at͡ʃlɯk
gidiliyorsa,ɡidilijoɾsa
kısırlık,kɯsɯɾlɯk
ürünüdür,yɾynydyɾ
söyleyecektir,sœjlejed͡ʒektiɾ
insanlarla,insanlaɾla
şiirle,ʃiiɾle
duymuşlardı,dujmuʃlaɾdɯ
öğretisinin,œɰɾetisinin
tanıdık,tanɯdɯk
kıç,kɯt͡ʃ
ilerlemesini,ileɾlemesini
konuşacağımız,konuʃad͡ʒaɰɯmɯz
parmaklıklara,paɾmaklɯklaɾa
becerikli,bed͡ʒeɾikli
mesajıdır,mesaʒɯdɯɾ
toplamda,toplamda
lardır,laɾdɯɾ
biliyor,bilijoɾ
tokuş,tokuʃ
ezilen,ezilen
alındığı,alɯndɯɰɯ
derse,deɾse
aşurelik,aʃuɾelik
belir,beliɾ
uyandığında,ujandɯɰɯnda
suratı,suɾatɯ
adamlarının,adamlaɾɯnɯn
kitaptan,kitaptan
saygımız,sajɡɯmɯz
tanıyor,tanɯjoɾ
karşılaşmamak,kaɾʃɯlaʃmamak
bakmaya,bakmaja
ulaşabilmek,ulaʃabilmek
gerçekleşmedi,ɡeɾt͡ʃekleʃmedi
süzüp,syzyp
soğan,soɰan
halt,halt
kentinden,kentinden
geçmeye,ɡet͡ʃmeje
tâbi,tâbi
lohusa,lohusa
bildirmelere,bildiɾmeleɾe
site,site
sancılarıyla,sand͡ʒɯlaɾɯjla
söylemiyorsun,sœjlemijoɾsun
komisyonu,komisjonu
dünya,dynja
kalesi,kalesi
emeklilik,emeklilik
bölünmesini,bœlynmesini
atıverir,atɯveɾiɾ
andırıyordu,andɯɾɯjoɾdu
başkanlığa,baʃkanlɯɰa
yazıları,jazɯlaɾɯ
hacıyatmaz,had͡ʒɯjatmaz
yalnızca,jalnɯzd͡ʒa
yeryüzünün,jeɾjyzynyn
kongre,konɡɾe
kastını,kastɯnɯ
suçsuz,sut͡ʃsuz
tedavisini,tedavisini
zorluklarla,zoɾluklaɾla
çıkartmıyor,t͡ʃɯkaɾtmɯjoɾ
seyahatte,sejahatte
fırsatta,fɯɾsatta
ikiyüz,ikijyz
yerdeydi,jeɾdejdi
hoşluğuyla,hoʃluɰujla
annesine,annesine
şoförden,ʃofœɾden
şiirine,ʃiiɾine
çetin,t͡ʃetin
hoşlandığınızı,hoʃlandɯɰɯnɯzɯ
edebilirim,edebiliɾim
örtü,œɾty
irade,iɾade
müteahhitlerinin,myteahhitleɾinin
faaliyetlerine,faalijetleɾine
ters,teɾs
sormalarıyla,soɾmalaɾɯjla
hatıralarımdan,hatɯɾalaɾɯmdan
gülümseyerek,ɡylymsejeɾek
üstüpü,ystypy
reaksiyonlar,ɾeaksijonlaɾ
kullanırım,kullanɯɾɯm
yanıyordu,janɯjoɾdu
arabeski,aɾabeski
paraları,paɾalaɾɯ
savaşacaksınız,savaʃad͡ʒaksɯnɯz
kazandığım,kazandɯɰɯm
boyutu,bojutu
fantezisi,fantezisi
ovada,ovada
üreten,yɾeten
ürünlerde,yɾynleɾde
bekletileceği,bekletiled͡ʒeɰi
uygulayan,ujɡulajan
verileri,veɾileɾi
şehrin,ʃehɾin
konuşan,konuʃan
sokakları,sokaklaɾɯ
gururuyla,ɡuɾuɾujla
taraftarı,taɾaftaɾɯ
etkisi,etkisi
yetkilileri,jetkilileɾi
askerlik,askeɾlik
gına,ɡɯna
metrokokona,metɾokokona
sundum,sundum
bölgeyi,bœlɡeji
özellikle,œzellikle
hayatıyla,hajatɯjla
votka,votka
asacağına,asad͡ʒaɰɯna
durdurdum,duɾduɾdum
orgazm,oɾɡazm
şaşırdım,ʃaʃɯɾdɯm
görevden,ɡœɾevden
bayılıyorum,bajɯlɯjoɾum
verilmemesi,veɾilmemesi
bitenler,bitenleɾ
birimler,biɾimleɾ
ant,ant
karşısındaki,kaɾʃɯsɯndaki
yazardır,jazaɾdɯɾ
aileleri,aileleɾi
korumuş,koɾumuʃ
bedenlerinin,bedenleɾinin
gök,ɡœk
gemilerin,ɡemileɾin
salt,salt
yazmıştı,jazmɯʃtɯ
yeşilliğine,jeʃilliɰine
gösterilen,ɡœsteɾilen
riske,ɾiske
edildiğinde,edildiɰinde
hafif,hafif
kucaklarında,kud͡ʒaklaɾɯnda
tarihiyle,taɾihijle
ütopyası,ytopjasɯ
söylemediğini,sœjlemediɰini
gerçekleştiriyor,ɡeɾt͡ʃekleʃtiɾijoɾ
dönmüyor,dœnmyjoɾ
uygulanan,ujɡulanan
aktif,aktif
telefoncu,telefond͡ʒu
söyleşmeler,sœjleʃmeleɾ
duyulan,dujulan
yargılandı,jaɾɡɯlandɯ
girmesine,ɡiɾmesine
unsurlarını,unsuɾlaɾɯnɯ
tanıdıktı,tanɯdɯktɯ
hâlimiz,hâlimiz
sonu,sonu
çıkamıyor,t͡ʃɯkamɯjoɾ
durma,duɾma
lütuf,lytuf
istemediği,istemediɰi
bahçende,baht͡ʃende
dolduruşları,dolduɾuʃlaɾɯ
kareler,kaɾeleɾ
düşünmüyor,dyʃynmyjoɾ
şartlarda,ʃaɾtlaɾda
sadak,sadak
dolmamıştınız,dolmamɯʃtɯnɯz
tanığıdır,tanɯɰɯdɯɾ
sivillerin,sivilleɾin
katmış,katmɯʃ
umutlandığı,umutlandɯɰɯ
ayva,ajva
tanzimi,tanzimi
otomobil,otomobil
gelecekte,ɡeled͡ʒekte
burcu,buɾd͡ʒu
levhada,levhada
tutmak,tutmak
etmesi,etmesi
iyimserliktir,ijimseɾliktiɾ
hayatta,hajatta
kıyılar,kɯjɯlaɾ
gecikmesi,ɡed͡ʒikmesi
başarılarla,baʃaɾɯlaɾla
iltifat,iltifat
yavrun,javɾun
tarla,taɾla
şansa,ʃansa
algılama,alɡɯlama
istiyor,istijoɾ
törenleri,tœɾenleɾi
yolunda,jolunda
gerekçeleri,ɡeɾekt͡ʃeleɾi
çöküntüye,t͡ʃœkyntyje
dağıldığı,daɰɯldɯɰɯ
evlendikten,evlendikten
gevşeme,ɡevʃeme
karakoyunlara,kaɾakojunlaɾa
tanığı,tanɯɰɯ
piyano,pijano
etkilerini,etkileɾini
bacak,bad͡ʒak
sezon,sezon
problem,pɾoblem
alıştırmasını,alɯʃtɯɾmasɯnɯ
beldelerde,beldeleɾde
istifasını,istifasɯnɯ
şaptınız,ʃaptɯnɯz
duydum,dujdum
besmelelerle,besmeleleɾle
fazladır,fazladɯɾ
dikkatli,dikkatli
kayık,kajɯk
geceler,ɡed͡ʒeleɾ
düşünmeli,dyʃynmeli
gülümsüyorum,ɡylymsyjoɾum
değerleri,deɰeɾleɾi
maddesini,maddesini
anımsamaktan,anɯmsamaktan
iş,iʃ
atmosfer,atmosfeɾ
dağıtarak,daɰɯtaɾak
ur,uɾ
girişimiyle,ɡiɾiʃimijle
kiler,kileɾ
musallat,musallat
günlükler,ɡynlykleɾ
bilemem,bilemem
davranayım,davɾanajɯm
zikrederken,zikɾedeɾken
iddia,iddia
gereçlerin,ɡeɾet͡ʃleɾin
gerekçesini,ɡeɾekt͡ʃesini
demokrasiyi,demokɾasiji
peygamberi,pejɡambeɾi
yazmamak,jazmamak
bahsedelim,bahsedelim
seçtin,set͡ʃtin
eksik,eksik
kesimden,kesimden
asılmışlar,asɯlmɯʃlaɾ
bakılacak,bakɯlad͡ʒak
ısınmanın,ɯsɯnmanɯn
çıkartan,t͡ʃɯkaɾtan
kaçtılar,kat͡ʃtɯlaɾ
söze,sœze
hepsine,hepsine
demeyin,demejin
yapıldığını,japɯldɯɰɯnɯ
ulaştık,ulaʃtɯk
bağladı,baɰladɯ
arkadaşlarıma,aɾkadaʃlaɾɯma
ben,ben
dilediği,dilediɰi
problemlere,pɾoblemleɾe
botu,botu
ten,ten
gerçekleştirir,ɡeɾt͡ʃekleʃtiɾiɾ
kültürün,kyltyɾyn
canımdan,d͡ʒanɯmdan
edildi,edildi
tutulmasına,tutulmasɯna
masallarımı,masallaɾɯmɯ
vazifen,vazifen
anlayışlı,anlajɯʃlɯ
edemeselerdi,edemeseleɾdi
alımlı,alɯmlɯ
esnafın,esnafɯn
sakladınız,sakladɯnɯz
maça,mat͡ʃa
meşgulken,meʃɡulken
yenilmesi,jenilmesi
firmasının,fiɾmasɯnɯn
açmama,at͡ʃmama
etmedik,etmedik
büyüdüğüm,byjydyɰym
anlatın,anlatɯn
refah,ɾefah
neticelerin,netid͡ʒeleɾin
lu,lu
dedikleri,dedikleɾi
hipnozun,hipnozun
uygarlık,ujɡaɾlɯk
açılımlarla,at͡ʃɯlɯmlaɾla
binalar,binalaɾ
dürüst,dyɾyst
üyelerini,yjeleɾini
konumdan,konumdan
havasını,havasɯnɯ
tüttürerek,tyttyɾeɾek
insan,insan
sizlere,sizleɾe
kazanamamıştı,kazanamamɯʃtɯ
sırasında,sɯɾasɯnda
benzerinin,benzeɾinin
dönüyordu,dœnyjoɾdu
demeçler,demet͡ʃleɾ
verseydin,veɾsejdin
tarafı,taɾafɯ
dövün,dœvyn
sızdırdığının,sɯzdɯɾdɯɰɯnɯn
cenazesinden,d͡ʒenazesinden
fetheyledi,fethejledi
hepsinin,hepsinin
emperyalizm,empeɾjalizm
yayıp,jajɯp
teknik,teknik
üretim,yɾetim
cadde,d͡ʒadde
dönüşebilmek,dœnyʃebilmek
oldum,oldum
arkadaşımla,aɾkadaʃɯmla
kanaryaya,kanaɾjaja
dökülmezse,dœkylmezse
başbakan,baʃbakan
yansımasıdır,jansɯmasɯdɯɾ
sahamızda,sahamɯzda
tanımlanmıştı,tanɯmlanmɯʃtɯ
spikerler,spikeɾleɾ
yavrulamış,javɾulamɯʃ
dir,diɾ
tamamlasın,tamamlasɯn
lağımlar,laɰɯmlaɾ
şaşırıp,ʃaʃɯɾɯp
yapıdadırlar,japɯdadɯɾlaɾ
subayının,subajɯnɯn
kentlere,kentleɾe
koymayın,kojmajɯn
peşinde,peʃinde
gidersinler,ɡideɾsinleɾ
görebiliyorsunuz,ɡœɾebilijoɾsunuz
verirdi,veɾiɾdi
efendilik,efendilik
karşılandı,kaɾʃɯlandɯ
bencil,bend͡ʒil
oyunlarının,ojunlaɾɯnɯn
duydun,dujdun
görecekler,ɡœɾed͡ʒekleɾ
fışkırıyor,fɯʃkɯɾɯjoɾ
sakinlik,sakinlik
korkaklık,koɾkaklɯk
yetkisi,jetkisi
marifetin,maɾifetin
tutmuş,tutmuʃ
mahallelerde,mahalleleɾde
çoğunda,t͡ʃoɰunda
sevgilerini,sevɡileɾini
yapıldı,japɯldɯ
dersem,deɾsem
kutlamak,kutlamak
sıkıntısını,sɯkɯntɯsɯnɯ
kapısından,kapɯsɯndan
eserlerin,eseɾleɾin
oranlarının,oɾanlaɾɯnɯn
yollarından,jollaɾɯndan
övgüler,œvɡyleɾ
umudu,umudu
eksiğini,eksiɰini
