interpretares,intərpɾətaɾəs
busco,busko
permeables,peɾmeables
obstinació,opstinəsio
convencional,komvensional
perillades,peɾiʎades
flaca,flaka
addicció,əddiksio
argumentares,aɾɡumentaɾes
precís,pɾesis
becaina,bəkajnə
contemplats,kontemplats
desproporcionada,dəspɾupursiunadə
perseguir,peɾseɡiɾ
concebuda,kunsəbudə
mandat,məndat
pacte,paktə
toscana,toskana
cagat,kaɡat
deixar,dəʃa
auxiliat,awksiliat
glacials,ɡlasials
caponera,kəpuneɾə
cecili,sesili
surinamesa,suɾinameza
diplomats,diplomats
generades,d͡ʒeneɾades
facticis,fəktisis
coreografiades,kuɾəuɡɾəfiadəs
emportades,əmpurtadəs
actuo,əktuu
classifiquem,klasifikem
peritoneals,peɾitoneals
balcons,bəlkons
panameny,panameɲ
pales,pales
remolcar,rəmulka
tremolades,tɾemolades
morrut,morut
invisible,imviziblə
persignar,pərsiɡna
desbotonats,dəzbutunats
loquaces,lokwases
capital,kapital
patriarca,pətɾiarkə
atrofiem,atɾofiem
endarrerit,endareɾit
devorat,devoɾat
saberudes,səbəɾudəs
meretriu,məɾətɾiw
contagiares,kuntəʒiaɾəs
exhumat,eɡzumat
firmada,fiɾmadə
anormalitats,ənurməlitats
cadena,kadena
desautoritzat,dezawtoɾizat
reverent,reveɾent
mossegaire,musəɡajɾə
petonejat,petoned͡ʒat
tatuada,tatuada
pinte,pinte
arçot,əɾsɔt
progressades,pɾuɡɾəsadəs
aranzelari,aɾanzelaɾi
solem,solem
manovella,manoveʎa
perfumat,peɾfumat
jubilar,d͡ʒubilaɾ
to,tɔ
miop,miop
sorn,sɔɾn
abduir,əbdui
bateres,bateɾes
adjudiques,ad͡ʒudikes
semblança,semblansa
possessiu,pusəsiw
cecal,sekal
piemonteses,piəmontəzəs
suposada,supuzadə
esglaonada,əzɡləunadə
arrel,ərɛl
cenyida,səɲidə
tuberculosi,tubəɾkulɔzi
repensar,repensaɾ
caiuc,kajuk
rebobinar,rəbubina
inventat,imbəntat
líbic,libik
talmudista,talmudista
ragut,rəɡut
empatia,empatia
bielarús,bielaɾus
formatgeria,foɾməd͡ʒəɾiə
reduir,rədui
inconsiderats,inkonsideɾats
conformisme,kumfurmizmə
resident,rəzident
facilitats,fəsilitats
degotats,dəɡutats
proteic,pɾotɛjk
turques,turkəs
enraonadissa,enraonadisa
vertigen,bərtiʒən
aviava,əviavə
costat,kostat
mosqueter,moskəte
molestats,muləstats
indefinida,indefinida
degollats,deɡoʎats
alosa,əlɔzə
recerques,rəsɛrkəs
jagut,ʒəɡut
façanes,fəsanəs
inutilitzades,inutilizades
exigus,əɡziɡus
abdicareu,əbdikəɾəw
llorigó,ʎoɾiɡo
quartilla,kwərtiʎə
mariscal,maɾiskal
eos,ɛus
occident,oksident
monofisita,munufizitə
senegalesa,seneɡaleza
repeló,repelo
grates,ɡɾates
almanco,əlmanku
fogassa,fuɡasə
carambola,kaɾambɔla
hebraista,əbɾəistə
pedalejar,pedaled͡ʒaɾ
troponina,tɾoponina
distanciats,distənsiats
terreny,tərɛɲ
ensopegar,ənsopəɡa
deteriorats,deteɾioɾats
amblis,amblis
prestats,pɾestats
penetrades,penetɾades
enfonsades,əmfunzadəs
preguntats,pɾəɡuntats
nodrissa,nudɾisə
profunds,pɾufuns
llissa,ʎisa
mercader,meɾkadeɾ
autoritarisme,awtoɾitaɾizme
afusellar,əfuzəʎa
residides,rezidides
oliera,olieɾə
botswana,butswanə
petició,petisio
torni,tɔɾni
enxufar,eɲt͡ʃufaɾ
secret,sekɾet
descloure,dəsklɔwɾə
cantora,kəntoɾə
lubricada,lubɾikada
dramatitzats,dɾamatizats
afilant,əfilan
aferrar,aferaɾ
entrenats,entɾenats
insensat,insensat
comptatge,komtad͡ʒe
bisbe,bizbə
roget,ruʒɛt
heretar,eɾetaɾ
dispersat,dispərsat
articulades,aɾtikulades
cerco,sɛrku
pomada,pomada
teixó,tejʃo
reculat,rekulat
togo,toɡu
alternats,əltərnats
inventades,imvəntadəs
solsoní,solsoni
contracte,kontɾakte
reservar,rezeɾvaɾ
abismar,əbizma
gol,ɡɔl
maníac,məniək
repic,repik
insultant,insultant
adigui,adiɡi
convocació,komvokasio
socialitzats,sosializats
perillar,pəɾiʎa
farratjó,farad͡ʒo
enyorades,əɲuɾadəs
anhelo,ənɛlu
acoblat,əkoblat
falca,falka
trull,tɾuʎ
habitual,abitual
mamada,məmadə
merceritzades,meɾseɾizades
aranyeta,aɾaɲeta
extrets,əkstɾəts
covada,kovada
protecció,pɾotəksio
revelació,revelasio
ostracisme,ostɾasizme
percebudes,pərsəbudəs
dolorós,duluɾos
semblat,səmblat
incitació,insitəsio
marxades,mərʃadəs
vegem,vəʒem
posterioritat,postəɾioɾitat
irrogarem,iroɡaɾem
mesurats,mezuɾats
obsolets,opsolets
apostats,əpostats
coreans,kuɾeans
preparo,pɾəpaɾo
orejar,oɾəʒa
agenollar,əʒənoʎa
consonant,kunsunan
punyent,puɲen
derrocats,dərukats
traçudes,tɾasudes
preveure,pɾəvəwɾə
provisionalment,pɾubiziunəlmen
calculat,kəlkulat
alleugerides,əʎəwʒəɾidəs
malvesc,malvesk
somniar,sumnia
xiulador,t͡ʃiwladoɾ
copenhaguen,kopənaɡən
aleno,əlɛnu
composats,kompozats
estofa,əstɔfə
disfrutada,disfɾutada
aigualir,ajɡwaliɾ
dominiqueses,dominikəzəs
consultades,kunsultadəs
preparem,pɾəpəɾɛm
obtingut,uptinɡut
admetre,əmmɛtɾə
comestibles,kuməstibləs
esgarrifor,əzɡərifo
aliança,aliansa
búdica,budikə
visitades,vizitades
bombejat,bombəʒat
nombre,nombɾe
pequinesos,pəkinəzos
blindades,blindadəs
verticil,bərtisil
encongits,ənkuɲʒits
herbívors,əɾbivos
adossar,ədusa
hivernar,ivəɾna
acudida,əkudidə
aragó,aɾaɡo
barnús,bərnus
llenyós,ʎəɲos
vermellós,bərməʎos
passejar,pased͡ʒaɾ
opinares,opinaɾes
espantall,əspəntaʎ
catalanitzat,katalanizat
fragata,fɾəɡatə
vociferat,vosifəɾat
anivellar,ənibəʎa
danyada,daɲada
vulcanologia,vulkənoluʒiə
cornicabra,koɾnikabɾa
arrugats,əruɡats
envestir,əmbəsti
emigrada,əmiɡɾadə
recarregar,rəkərəɡa
embrancar,əmbɾənka
altres,altɾes
holandesa,uləndɛzə
desordenats,dəzurdənats
entristits,entɾistits
cobertor,kubərto
infortuni,imfuɾtuni
oblidades,ublidadəs
percussió,peɾkusio
caducifoli,kadusifɔli
corre,kore
averany,aveɾaɲ
madrastra,mədɾastɾə
solaria,soləɾiə
runa,runə
especulada,espekulada
bolla,boʎa
comesa,kumɛzə
empitjorar,əmpid͡ʒuɾa
castanyades,kəstəɲadəs
arrossegant,aroseɡant
enverinada,əmvəɾinadə
branques,bɾankes
carmeltazita,kaɾmeltazita
parasitada,pəɾəzitadə
cooperatiu,koopeɾatiw
frísia,fɾiziə
greda,ɡɾədə
pakistanesa,pəkistənɛzə
oprimides,upɾimidəs
clavar,kləba
contaminació,kontəminəsio
agregaria,aɡɾeɡaɾia
interrompre,intərompɾə
forma,foɾmə
massa,masa
gossa,ɡosa
coproducció,kupɾuduksio
acusava,akuzava
mecanisme,məkənizmə
vigilant,viʒilant
ós,os
irrigació,iriɡəsio
íntegre,intəɡɾə
commemorades,kommemoɾades
emanades,emanades
emancipat,əmənsipat
garrotxa,ɡərɔt͡ʃə
predicció,pɾediksio
sitges,sid͡ʒəs
civilització,sibilid͡zəsio
flirtar,fliɾtaɾ
laborable,ləbuɾablə
diamants,diəmans
portella,poɾteʎə
patrocinarem,pətɾosinəɾəm
africanes,afɾikanes
iot,jɔt
somer,someɾ
solament,suləmen
capficat,kapfikat
escurçonera,əskuɾsoneɾə
guilleume,ɡiʎɛwme
capritxos,kəpɾit͡ʃus
pillar,piʎaɾ
precoços,pɾekosos
místiques,mistikes
individualitzar,indibiduəlid͡za
brancals,bɾənkals
semblat,semblat
intercanviada,intəɾkəmviadə
flamenc,fləmɛŋ
trair,tɾaiɾ
nasal,nəzal
retudes,rətudəs
tovallola,tovəjʎɔlə
acariciar,əkəɾisia
fotim,futim
considerava,konsidəɾavə
distintiu,distintiw
ploramiques,plɔɾəmikəs
arrosser,ərose
conjugal,koɲd͡ʒuɡal
creuada,kɾewada
avarca,avaɾka
afinitat,afinitat
hissades,isades
inconvenient,inkomvenient
alberginiera,əlbəɾʒinieɾə
aeronaval,əeɾonəval
regionalisme,red͡ʒionalizme
lleteresa,ʎətəɾəzə
abolicions,əbolisions
verbalitzada,veɾbalizada
contraatacades,kontɾaatakades
recaure,rəkawɾə
privatitzades,pɾivatizades
immobilitzades,immubilid͡zadəs
fermentares,fərməntaɾəs
oligarquia,oliɡaɾkia
vairescut,vajɾeskut
constat,konstat
estaferm,əstəfɛrm
greixós,ɡɾəʃos
exposar,əkspoza
desconcertada,dəskunsərtadə
xollar,ʃoʎa
parella,pəɾɛʎə
actuades,aktuades
indicada,indikada
salt,salt
adscripció,ətskɾipsio
comestibles,koməstibləs
vedats,bədats
insurreccionades,insurəksionadəs
plausible,plawzible
marrana,marana
membrana,membɾana
prolongades,pɾolonɡadəs
sedimentari,sədiməntaɾi
ababol,ababɔl
brutalista,bɾutəlistə
adormir,əduɾmi
fonamentals,funəməntals
fredejada,fɾeded͡ʒada
territori,təritɔɾi
garantia,ɡaɾantia
inflamar,imflamaɾ
enigma,eniɡma
marejades,məɾəʒadəs
pentenill,penteniʎ
bolda,bɔldə
vorejades,buɾəʒadəs
termini,teɾmini
penjats,pəɲʒats
extingir,ekstiɲd͡ʒiɾ
restringir,restɾiɲd͡ʒiɾ
comparats,kompaɾats
lacrosse,ləkɾɔs
ocultada,okultada
atomitzada,ətumid͡zadə
temple,temple
coreografiada,koɾəoɡɾəfiadə
barbudes,bəɾbudəs
honorífica,onuɾifikə
fusterejar,fusteɾed͡ʒaɾ
multares,multaɾəs
tunis,tunis
capes,kapes
refredar,rəfɾəda
aviaria,aviaɾia
conspiració,konspiɾəsio
solades,soladəs
injust,iɲʒust
bernat,bəɾnat
perjudicar,pəɾʒudika
captiva,kəptivə
consumicions,konsumisions
condicions,kundisions
agusada,əɡuzadə
alcíone,əlsiunə
retut,retut
cornicabra,kurnikabɾə
creença,kɾəənsə
persignades,pəɾsiɡnadəs
unces,unses
universal,univəɾsal
epicenes,episenes
exportem,ekspoɾtɛm
wattímetre,wəttimətɾə
ofegarem,ofəɡəɾəm
fagocitosi,fəɡositɔzi
entrat,entɾat
aproximar,əpɾoksima
fiasco,fiasku
nativa,nativa
tornades,toɾnadəs
agafar,əɡəfa
conjugal,kuɲʒuɡal
recompte,rekomte
carburo,kərbuɾu
tremolada,tɾemolada
prisma,pɾizma
carnós,kərnos
reformar,rəfoɾma
declara,deklaɾa
desistida,dəzistidə
normalitzats,noɾməlid͡zats
carena,kaɾena
cargolada,kərɡuladə
defora,dəfoɾə
conreat,konreat
tonades,tunadəs
travador,tɾəbədo
sonoritat,sunuɾitat
admissió,əmmisio
molsuda,molsuda
taparada,tapaɾada
fermentava,fərməntabə
municipal,munisipal
disbauxa,dizbawt͡ʃa
bramul,bɾamul
comparegudes,kumpəɾəɡudəs
empalada,əmpəladə
amb,amb
desgranats,dəzɡɾənats
xampanya,t͡ʃampaɲa
cronologia,kɾonoluʒiə
llampant,ʎampant
malta,maltə
exigua,eɡziɡwa
vicunya,vikuɲə
rebrot,rebɾot
preludi,pɾeludi
pubertat,pubəɾtat
estellador,əstəʎədo
segregada,səɡɾəɡadə
celobert,səlubɛrt
emmarcades,emmaɾkades
esportivitat,əspoɾtivitat
borinot,boɾinɔt
roser,roze
descontentes,dəskontentəs
seguir,seɡiɾ
eliminar,eliminaɾ
llampant,ʎəmpant
ximpleria,t͡ʃimpleɾia
rampugoll,rəmpuɡoʎ
xarrupats,t͡ʃarupats
factibles,fəktibləs
descontentares,dəskontəntaɾəs
rigiditat,riʒiditat
operista,upəɾistə
gemec,d͡ʒemek
constructiva,konstɾuktivə
sempre,sempɾə
bandoler,bəndole
reverit,reveɾit
cinglar,sinɡla
qualsevol,kwalsevɔl
depilació,depilasio
inutilitzats,inutilid͡zats
espanyolitzar,espaɲolizaɾ
adequada,adekwada
requisar,rəkiza
rentavaixella,rentəvəʃeʎə
vibraria,bibɾəɾiə
coliflor,koliflɔ
tocador,tokədo
mortificar,moɾtifikaɾ
enverinades,əmbəɾinadəs
llicenciat,ʎisənsiat
lupus,lupus
variu,bəɾiw
xica,ʃikə
capturares,kəptuɾaɾəs
estereotipats,esteɾeotipats
procurar,pɾokuɾa
refinats,refinats
activista,əktibistə
pollestres,poʎestɾes
fractura,fɾaktuɾa
edafologia,edafolod͡ʒia
explícit,əksplisit
vulcanització,bulkənid͡zəsio
llopet,ʎopət
aina,ajnə
procuro,pɾukuɾo
encertada,enseɾtada
guerxo,ɡɛɾt͡ʃo
refinació,rəfinəsio
omeses,oməzəs
amistosos,əmistozos
punia,punia
partits,pərtits
amonestar,əmonəsta
motociclisme,motosiklizme
roí,roi
estómac,estomak
signades,siɡnadəs
condecorar,kondəkoɾa
adormissar,ədurmisa
abordares,əburdaɾəs
visca,biskə
netejament,nətəʒəmen
ensopegades,ənsopəɡadəs
adornar,ədurna
passades,pəsadəs
novena,novənə
lluiria,ʎuiɾia
motivo,motivo
caço,kaso
viciós,visios
conjugats,koɲd͡ʒuɡats
arribat,əribat
adobats,ədobats
convocats,komvokats
fugues,fuɡəs
grandiosa,ɡɾəndiozə
cavar,kəba
jerbu,d͡ʒɛɾbu
allioli,əʎiɔli
connotatiu,konnotatiw
articulacions,əɾtikuləsions
esternudat,əstərnudat
perpetrats,pərpətɾats
injust,iɲd͡ʒust
frondós,fɾondos
torsimany,toɾsimaɲ
enfado,emfado
atorgant,əturɡan
generat,d͡ʒeneɾat
odiada,udiadə
tarquim,təɾkim
pelfa,pɛlfə
colada,koladə
tronar,tɾuna
fascinador,fəsinədo
desfilat,dəsfilat
tabac,təbak
desvergonyir,dəzvəɾɡuɲi
reiterar,reiteɾaɾ
llostre,ʎostɾə
contenciós,kontənsios
boicotejat,bojkoted͡ʒat
alimentem,əliməntɛm
pressionat,pɾəsiunat
brava,bɾabə
abadejo,əbədeʒu
bons,bɔns
decebut,desebut
demolit,dəmulit
seguts,səɡuts
costures,kostuɾes
eixermada,ejʃeɾmada
alabances,ələbansəs
orinar,oɾinaɾ
adorades,ədoɾadəs
coincidires,koinsidiɾes
extret,əkstɾət
requerit,rekeɾit
circulades,siɾkulades
consentir,kunsənti
bitemporal,bitəmpuɾal
compartides,kompəɾtidəs
galvanitzar,ɡəlbənid͡za
xato,ʃatu
biodiversitat,biodiveɾsitat
allunyada,aʎuɲada
ahir,aiɾ
saló,salo
seguidor,seɡidoɾ
escalamera,əskələmeɾə
devastar,dəvəsta
xarnego,ʃəɾnəɡo
comunitats,komunitats
diversitat,divəɾsitat
abandoni,abandɔni
alcalosi,əlkəlɔzi
descoratjades,dəskoɾəd͡ʒadəs
relaxat,rələksat
ictiologia,iktiuluʒiə
galavars,ɡalavaɾs
mirada,miɾadə
mútuament,mutuament
dormia,doɾmia
guitarró,ɡitəro
esbarriats,ezbariats
eludida,əludidə
adiós,ədios
majúscul,mad͡ʒuskul
allisat,aʎizat
oca,ɔkə
passa,pasə
cupons,kupons
normandia,noɾmandia
desafectar,dezafektaɾ
buirac,bujɾak
jactar,ʒəkta
occir,oksiɾ
planejada,plənəʒadə
embarcades,əmbərkadəs
pudor,pudoɾ
farcit,fərsit
prunes,pɾunəs
connotatives,konnotatives
absolucions,əpsulusions
compatibilitat,kompətibilitat
restaurarem,rəstəwɾəɾəm
assenyades,əsəɲadəs
marbrejar,məɾbɾəʒa
llentiscle,ʎəntisklə
defensiu,dəfənsiw
amagat,əməɡat
estafat,əstəfat
documentació,dokumentasio
padró,padɾo
papada,pəpadə
partides,pəɾtidəs
valgudes,bəlɡudəs
segrestats,seɡɾestats
acerat,əsəɾat
preparares,pɾepaɾaɾes
dubni,dubni
davantal,dəvəntal
readmesos,readmezos
serverola,sərbəɾɔlə
decisiva,dəsizibə
cursar,kuɾsaɾ
irrevocable,irəbukablə
general,ʒənəɾal
canigó,kaniɡu
zeus,zɛws
xatejades,t͡ʃated͡ʒades
glioblastoma,ɡlioblastoma
candau,kandaw
lladella,ʎadeʎa
feldspat,fəlspat
observació,opseɾvasio
renebot,renebot
cerrell,sereʎ
naturalitzats,natuɾalizats
detallats,dətəʎats
imatge,imad͡ʒə
flors,flos
llatinització,ʎatinizasio
monetitzar,munətid͡za
reeixidament,rəəʃidəment
clamades,klamades
regnades,rəɡnadəs
venjança,bəɲʒansə
recessió,rəsəsio
difuminar,difumina
masturbatoris,mastuɾbatɔɾis
desintegrem,dəzintəɡɾəm
serp,seɾp
tocares,tokaɾəs
usades,uzadəs
tribular,tɾibula
enfarfegar,əmfəɾfəɡa
calem,kəlɛm
elam,elam
olivereta,oliveɾeta
desferracavalls,desfɛrakavaʎs
abreviarem,abɾeviaɾem
falç,fals
miler,mile
gec,ʒɛk
carrasca,kəraskə
ablatius,əblətiws
desaiguar,dəzəjɡwa
rompre,rompɾə
refinar,rəfina
honorífics,unuɾifiks
fenollassa,fənoʎasə
alcaldable,alkaldable
crea,kɾea
hivernenc,iveɾneŋk
nyoqui,ɲɔki
borratja,borad͡ʒa
emasculada,emaskulada
contricions,kuntɾisions
electricitat,ələktɾisitat
espantaocells,əspantəoseʎs
bloquejat,bloked͡ʒat
missional,misional
clamor,kləmo
mobilitzada,mobilid͡zadə
pintades,pintadəs
exclusives,əkskluzibəs
proteccionisme,pɾotəksiunizmə
esmolades,əzmoladəs
mastegada,masteɡada
anivellades,ənivəʎadəs
desastre,dezastɾe
alcalá,alkala
covada,kubadə
enguixat,enɡiʃat
carboner,kaɾboneɾ
meravellada,məɾəvəʎadə
assegurat,əsəɡuɾat
subjugat,subʒuɡat
professional,pɾofesional
carbonera,kaɾboneɾa
grataesquena,ɡɾətəeskɛnə
avinguda,avinɡuda
orbitades,urbitadəs
allassa,aʎasa
baioneta,bajoneta
furat,fuɾat
correguda,koreɡuda
domicili,dumisili
violats,biulats
retornades,rətoɾnadəs
dormitori,doɾmitɔɾi
patrullades,patɾuʎades
unificats,unifikats
insomne,insɔmne
agusant,aɡuzant
xatejar,t͡ʃated͡ʒaɾ
mortal,moɾtal
conductiva,kunduktibə
cicatrius,sikatɾiws
engrapar,enɡɾapaɾ
bateria,bateɾia
nansú,nənsu
complex,kumplɛks
revenjats,rəbəɲʒats
interespecífica,intəɾəspəsifikə
descompte,dəskomtə
palatina,palatina
paella,pəeʎə
apalancar,əpələnka
capitulats,kəpitulats
tibades,tibadəs
orquestra,oɾkestɾa
esperava,əspəɾavə
empeltar,əmpəlta
gratada,ɡɾatada
catapultat,katapultat
caduf,kəduf
aparentats,apaɾentats
unificades,unifikades
ullera,uʎeɾa
olorar,oloɾaɾ
empirista,əmpiɾistə
hemolimfa,emolimfa
macera,məseɾə
dors,dos
plagues,plaɡes
complicacions,komplikəsions
documentades,dokumentades
uterines,utəɾinəs
confrontar,komfɾontaɾ
vegetarianisme,bəʒətəɾiənizmə
proclamat,pɾukləmat
extrapolats,ekstɾapolats
somiats,somiats
escanejada,əskənəʒadə
animades,ənimadəs
miradora,miɾadoɾa
resquitllar,rəskiʎʎa
fleca,flɛkə
clofolla,klofɔʎə
aflorats,əfloɾats
apurava,apuɾava
persignats,peɾsiɡnats
pelvis,pɛlvis
évol,evol
empelt,empɛlt
cripta,kɾiptə
prototípica,pɾotutipikə
sospitada,sospitadə
climes,klimes
copiat,kopiat
promocionada,pɾomosionada
brandir,bɾəndi
badant,badant
estrall,əstɾaʎ
conspirat,konspiɾat
abanderar,abandeɾaɾ
ajornant,ad͡ʒoɾnant
sagnades,saɡnades
extensa,ekstensa
secors,sekoɾs
any,aɲ
blanquet,blənkət
remenador,remenadoɾ
llucada,ʎukadə
endiablar,endiablaɾ
codificarem,kodifikəɾəm
eurídice,ewɾidise
asfixiant,asfiʃiant
romaní,roməni
escorrialles,əskuriaʎəs
xafarotejats,ʃəfəɾotəʒats
heterosexualitat,ətəɾosəksuəlitat
valorar,bəluɾa
rebobinat,rəbobinat
vibrares,bibɾaɾəs
composades,kumpuzadəs
demanats,dəmənats
automatitzades,əwtumətid͡zadəs
troanella,tɾuəneʎə
podats,pudats
clandestinitats,kləndəstinitats
satures,satuɾes
realitzable,realizable
fitó,fito
supervisar,supeɾvizaɾ
animador,animadoɾ
punxeguts,puɲt͡ʃeɡuts
adoris,ədɔɾis
martiritzada,maɾtiɾizada
cruspir,kɾuspi
menjussar,meɲd͡ʒusaɾ
rígida,rid͡ʒida
inabastable,inabastable
trencadissos,tɾenkadisos
intercanviat,inteɾkamviat
forcadura,foɾkəduɾə
escombriaire,eskombɾiajɾe
granollers,ɡɾənoʎes
actues,əktuəs
encomanar,ənkoməna
obstinació,opstinasio
creuada,kɾəwadə
recitatiu,resitatiw
patrocinada,pətɾusinadə
ensenyades,ənsəɲadəs
maternal,mətərnal
curvilínies,kurbiliniəs
xafarotejada,ʃəfəɾutəʒadə
droguer,dɾuɡe
espigaria,espiɡaɾia
xicranda,t͡ʃikɾanda
fageda,fad͡ʒɛda
derivar,dəɾiba
incapaç,inkəpas
ofici,ufisi
reparable,rəpəɾablə
expressar,əkspɾəsa
paniculat,panikulat
sogar,soɡa
equins,ekins
detonarem,detonaɾem
obtingut,optinɡut
somriure,sumɾiwɾə
guinda,ɡinda
arquejar,aɾked͡ʒaɾ
quirúrgic,kiɾurʒik
minaire,minajɾə
calcularem,kəlkuləɾəm
normanda,nurmandə
contagiades,kontəʒiadəs
social,sosial
xerrar,t͡ʃeraɾ
ascendent,asendent
nínive,ninibə
flamant,fləman
itri,itɾi
besades,bəzadəs
jogueteria,ʒuɡətəɾiə
desterrat,desterat
negligit,nəɡliʒit
barrancada,barankada
encorregut,ənkorəɡut
hipergegant,ipəɾʒəɡant
pregat,pɾeɡat
deportada,depoɾtada
juga,ʒuɡə
adjudico,ad͡ʒudiko
angúnia,ənɡuniə
collonuts,koʎunuts
fellonia,feʎonia
roinejar,rujnəʒa
yazidisme,jəzidizmə
bescollada,bəskuʎadə
centenaris,sentenaɾis
devorats,dəvoɾats
bombardejada,bombaɾded͡ʒada
fem,fem
brema,bɾɛmə
mossegats,mosəɡats
espuma,əspumə
confeccionada,komfeksionada
avisares,əvizaɾəs
baciu,bəsiw
escolania,eskolania
abusius,əbuziws
intersectat,intərsəktat
primavera,pɾimaveɾa
escalfades,eskalfades
cantants,kəntans
glaçar,ɡləsa
dissortat,disoɾtat
desnatada,dəznətadə
ambientada,ambientada
coordinades,kooɾdinadəs
calmats,kəlmats
eslau,əzlaw
golf,ɡolf
simplificarem,simplifikaɾem
peguem,peɡem
assistent,əsisten
llançament,ʎənsəment
etil,etil
rosselló,roseʎo
poblejar,publəʒa
revelades,rəbəladəs
derivar,deɾivaɾ
oasi,uazi
desocupar,dezokupaɾ
zelandesa,zelandeza
fiblat,fiblat
comarca,komaɾkə
encavallar,enkavaʎaɾ
escalfats,eskalfats
successiu,suksesiw
polvoró,polvoɾo
parlades,pəɾladəs
capficada,kəpfikadə
tombada,tumbadə
editor,editoɾ
tricotar,tɾikuta
preparar,pɾəpəɾa
repoblades,rəpubladəs
allau,əʎaw
seny,seɲ
avisat,əbizat
rotllada,roʎadə
atesa,ətɛzə
cansats,kənsats
momificada,momifikadə
sobra,sɔbɾə
agafamosquits,aɡafamoskits
obsolet,opsolet
progenitura,pɾuʒənituɾə
accepció,aksepsio
estacava,estakava
llenegar,ʎənəɡa
catalanitat,kətələnitat
fredejada,fɾədəʒadə
iac,jak
avançar,avansaɾ
ventilava,ventilava
alineats,alineats
alaric,ələɾik
trencall,tɾənkaʎ
viciós,bisios
espatllar,əspəʎʎa
rodolats,rudulats
desmilitaritzar,dəzmilitəɾid͡za
bojament,bɔʒəment
hora,ɔɾa
ideologia,ideolod͡ʒia
fiabilitat,fiəbilitat
polp,polp
fermança,fərmansə
caracteritzades,kəɾəktəɾid͡zadəs
treballar,tɾebaʎaɾ
botzines,bod͡zines
remat,remat
talper,talpeɾ
exportaria,əkspurtəɾiə
embruixar,əmbɾuʃa
empapussades,empapusades
nitrificades,nitɾifikades
arma,armə
incursió,inkuɾsio
inlandsis,inlansis
neerlandeses,nəərləndɛzəs
edificat,edifikat
gelada,ʒəladə
basades,bazades
endarrerida,əndərəɾidə
pago,paɡu
velaritzada,velaɾizada
epicenes,əpisɛnəs
durs,duɾs
volea,volɛa
urbanes,uɾbanes
galant,ɡalant
perdonats,pərdunats
emprenyats,əmpɾəɲats
animació,əniməsio
destinaria,destinaɾia
científica,siəntifikə
cocaínic,kokəinik
deuteronomista,dəwtəɾonumistə
lamentarem,lamentaɾem
amargats,əmərɡats
enaiguades,enajɡwades
ossífrag,usifɾək
borrissol,borisɔl
vaixella,vajʃeʎa
alvocat,əlvokat
departit,depaɾtit
adorable,ədoɾablə
esporgada,espoɾɡada
variables,vəɾiabləs
ensorrats,ənsurats
escombrat,əskumbɾat
linealment,linealment
abrandaria,abɾandaɾia
aconsellades,əkonsəʎadəs
enquestar,enkestaɾ
sensefeina,sɛnsəfəjnə
bolivariana,bolivaɾiana
profunditzar,pɾofundizaɾ
portentós,poɾtəntos
jordi,ʒɔɾdi
esberlar,əzbərla
resistí,rəzisti
furgar,furɡa
sortidor,soɾtido
arreglar,ərəɡla
sanejament,sənəʒəment
ratllar,rəʎʎa
excretats,əkskɾətats
anglosaxons,anɡlosaksons
ensumades,ənsumadəs
armatost,əɾmətɔst
escorrentiu,eskorentiw
ornamentat,urnəməntat
considera,konsideɾə
zumzeig,zumzɛt͡ʃ
enciam,ensiam
perfet,pərfet
serologia,səɾoluʒiə
hidromel,idɾomɛl
esponera,esponeɾa
estilístic,estilistik
reaccionat,reaksionat
coartat,kuərtat
teologia,təuluʒiə
calls,kaʎs
ocupació,okupasio
cornades,koɾnadəs
amant,əmant
blasfemats,bləsfəmats
repetides,repetides
odessa,odɛsə
consumida,konsumida
modelar,modelaɾ
memoritzat,memoɾizat
afusellant,əfuzəʎan
aliant,əlian
parcials,paɾsials
acusats,əkuzats
regnat,reɡnat
fona,fona
alfabetitzant,əlfəbətid͡zan
recuperar,rəkupəɾa
descentralitzat,desentɾalizat
quixotesc,kiʃutɛsk
cadena,kədənə
catalogació,kətəloɡəsio
filiada,filiada
espora,espoɾa
concretat,kunkɾətat
agudesa,aɡudeza
embolicada,embolikada
tossits,tosits
bicampió,bikəmpio
salo,salo
morrió,morio
urbanístics,urbənistiks
desplegament,dəspləɡəment
naturalista,natuɾalista
correguts,koreɡuts
malví,məlvi
correccions,kurəksions
transmigrats,tɾənzmiɡɾats
esquilar,eskilaɾ
llaviejar,ʎavied͡ʒaɾ
molsut,mulsut
vehicular,bəikula
alarmistes,ələrmistəs
notificar,nutifika
commemoratives,kommemoɾatives
demostració,dəmostɾəsio
aixafada,ajʃafada
acorregut,əkurəɡut
abanderats,abandeɾats
acaronar,akaɾonaɾ
microbianes,mikɾobianəs
cruesa,kɾuɛzə
muntant,muntan
escaldadura,əskəldəduɾə
debatuts,dəbətuts
delir,dəli
criticares,kɾitikaɾəs
morrena,murɛnə
perspicaç,peɾspikas
desodorats,dəzodoɾats
toscanes,toskanəs
gorrer,ɡure
encarregar,enkareɡaɾ
notada,nutadə
positiu,puzitiw
comandaré,komandaɾe
denotar,dənuta
boixerola,bojʃeɾɔla
rebotuda,rebotuda
numeraris,numəɾaɾis
distintives,distintibəs
menestral,menestɾal
ripuari,ripuaɾi
patrocinaria,pətɾusinəɾiə
abundat,abundat
congelades,koɲʒəladəs
abocada,əbukadə
